(19, 6, 19) -0.1 (18, 6, 19) prev_q:-100.26, next_step_max_q:-100.25, new_p:-100.30
(18, 6, 19) -0.1 (17, 6, 18) prev_q:-100.25, next_step_max_q:-100.21, new_p:-100.28
(17, 6, 18) -0.1 (17, 6, 20) prev_q:-100.31, next_step_max_q:-100.34, new_p:-100.37
(17, 6, 20) -0.1 (17, 6, 20) prev_q:-100.44, next_step_max_q:-100.34, new_p:-100.44
(17, 6, 20) -0.1 (17, 6, 19) prev_q:-100.34, next_step_max_q:-100.24, new_p:-100.34
(17, 6, 19) -0.1 (17, 6, 18) prev_q:-100.24, next_step_max_q:-100.21, new_p:-100.28
(17, 6, 18) -0.1 (16, 6, 18) prev_q:-100.21, next_step_max_q:-100.20, new_p:-100.26
(16, 6, 18) -0.1 (16, 6, 20) prev_q:-100.30, next_step_max_q:-100.32, new_p:-100.36
(16, 6, 20) -0.1 (16, 6, 19) prev_q:-100.32, next_step_max_q:-100.22, new_p:-100.32
(16, 6, 19) -0.1 (16, 6, 19) prev_q:-100.22, next_step_max_q:-100.22, new_p:-100.27
(16, 6, 19) -0.1 (16, 6, 18) prev_q:-100.32, next_step_max_q:-100.20, new_p:-100.31
(16, 6, 18) -0.1 (15, 6, 18) prev_q:-100.20, next_step_max_q:-100.19, new_p:-100.25
(15, 6, 18) -0.1 (15, 6, 19) prev_q:-100.29, next_step_max_q:-100.18, new_p:-100.28
(15, 6, 19) -0.1 (15, 6, 19) prev_q:-100.18, next_step_max_q:-100.18, new_p:-100.23
(15, 6, 19) -0.1 (14, 6, 19) prev_q:-100.23, next_step_max_q:-100.09, new_p:-100.21
(14, 6, 19) -0.1 (14, 5, 18) prev_q:-100.09, next_step_max_q:-100.10, new_p:-100.15
