,agent,improve,trav_imp,req_imp,same,degrade
0,pomdp,0.44952380952380955,0.007142857142857143,0.5028571428571429,0.03380952380952381,0.006666666666666667
1,pomdp_wo_perf,0.46,0.006666666666666667,0.48,0.04523809523809524,0.008095238095238095
