,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
129,param_2_high_perf,"[0.5, 0.0]","[-1, 0]",0,-4,-12
130,param_2_high_perf,"[0.5, 0.25]","[-1, 0]",0,-4,-8
131,param_2_high_perf,"[0.75, 0.0]","[-1, 0]",0,-4,-12
132,param_2_high_perf,"[0.75, 0.25]","[-1, 0]",0,-4,-8
133,param_2_high_perf,"[1.0, 0.0]","[-1, 0]",0,-4,-12
134,param_2_high_perf,"[1.0, 0.25]","[-1, 0]",0,-4,-8
135,param_2_high_perf,"[0.0, 0.5]","[-1, 0]",0,-7,-8
136,param_2_high_perf,"[0.0, 0.75]","[-1, 0]",0,-7,-8
137,param_2_high_perf,"[0.0, 1.0]","[-1, 0]",0,-7,-8
138,param_2_high_perf,"[0.25, 0.5]","[-1, 0]",0,-4,-4
139,param_2_high_perf,"[0.25, 0.75]","[-1, 0]",0,-4,-4
140,param_2_high_perf,"[0.25, 1.0]","[-1, 0]",0,-4,-4
141,param_2_high_perf,"[0.5, 0.5]","[-1, 0]",0,-4,-8
142,param_2_high_perf,"[0.5, 0.75]","[-1, 0]",0,-4,-8
143,param_2_high_perf,"[0.5, 1.0]","[-1, 0]",0,-4,-8
144,param_2_high_perf,"[0.75, 0.5]","[-1, 0]",0,-4,-8
145,param_2_high_perf,"[0.75, 0.75]","[-1, 0]",0,-4,-8
146,param_2_high_perf,"[0.75, 1.0]","[-1, 0]",0,-4,-8
147,param_2_high_perf,"[1.0, 0.5]","[-1, 0]",0,-4,-8
148,param_2_high_perf,"[1.0, 0.75]","[-1, 0]",0,-4,-8
149,param_2_high_perf,"[1.0, 1.0]","[-1, 0]",0,-4,-8
150,param_2_high_perf,"[0.0, 0.0]","[0, -1]",0,-16,-12
151,param_2_high_perf,"[0.25, 0.0]","[0, -1]",0,-11,-8
152,param_2_high_perf,"[0.0, 0.25]","[0, -1]",0,-8,-8
153,param_2_high_perf,"[0.25, 0.25]","[0, -1]",0,0,0
154,param_2_high_perf,"[0.5, 0.0]","[0, -1]",0,-8,-12
155,param_2_high_perf,"[0.5, 0.25]","[0, -1]",0,0,-4
156,param_2_high_perf,"[0.75, 0.0]","[0, -1]",0,-8,-12
157,param_2_high_perf,"[0.75, 0.25]","[0, -1]",0,0,-4
158,param_2_high_perf,"[1.0, 0.0]","[0, -1]",0,-8,-12
159,param_2_high_perf,"[1.0, 0.25]","[0, -1]",0,0,-4
160,param_2_high_perf,"[0.0, 0.5]","[0, -1]",0,-5,-8
161,param_2_high_perf,"[0.0, 0.75]","[0, -1]",0,-5,-8
162,param_2_high_perf,"[0.0, 1.0]","[0, -1]",0,-5,-8
163,param_2_high_perf,"[0.25, 0.5]","[0, -1]",0,0,0
