,agent,improve,trav_imp,req_imp,same,degrade
0,pomdp,0.5280952380952381,0.0,0.4719047619047619,0.0,0.0
1,pomdp_wo_perf,0.4585714285714286,0.006666666666666667,0.48142857142857143,0.04523809523809524,0.008095238095238095
