,agent,improve,trav_imp,req_imp,same,degrade
0,pomdp,0.45,0.002857142857142857,0.5119047619047619,0.0038095238095238095,0.03142857142857143
1,pomdp_wo_perf,0.4661904761904762,0.006666666666666667,0.42523809523809525,0.05619047619047619,0.045714285714285714
