,param,risk,position,intervention,agent,cumlative_risk,travel_time,request_time
579,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, -1]",pomdp,0,23,0
580,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, -1]",myopic,0,31,12
581,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, -1]",egostistical,0,23,0
582,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, -1]",pomdp,0,23,0
583,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, -1]",myopic,0,33,12
584,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, -1]",egostistical,0,23,0
585,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, -1]",pomdp,0,23,0
586,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, -1]",myopic,0,32,12
587,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, -1]",egostistical,0,23,0
588,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, -1]",pomdp,0,23,0
589,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, -1]",myopic,0,32,12
590,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, -1]",egostistical,0,23,0
591,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, -1]",pomdp,0,27,1
592,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, -1]",myopic,0,34,12
593,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, -1]",egostistical,0,26,0
594,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, -1]",pomdp,0,26,0
595,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, -1]",myopic,0,34,12
596,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, -1]",egostistical,0,26,0
597,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, -1]",pomdp,0,26,0
598,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, -1]",myopic,0,36,12
599,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, -1]",egostistical,0,26,0
600,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, 0]",pomdp,0,24,1
601,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, 0]",myopic,1,27,12
602,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, 0]",egostistical,0,23,0
603,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, 0]",pomdp,0,23,0
604,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, 0]",myopic,1,27,12
605,param_2_low_perf,"[0.75, 0.0]",[20 60],"[-1, 0]",egostistical,0,23,0
606,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, 0]",pomdp,0,23,0
607,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, 0]",myopic,1,27,12
608,param_3_low_perf,"[0.75, 0.0]",[20 80],"[-1, 0]",egostistical,0,23,0
609,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, 0]",pomdp,0,23,0
610,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, 0]",myopic,1,25,12
611,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[-1, 0]",egostistical,0,23,0
612,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, 0]",pomdp,0,23,0
613,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, 0]",myopic,1,24,12
614,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[-1, 0]",egostistical,0,23,0
615,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, 0]",pomdp,0,27,1
616,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, 0]",myopic,1,26,12
617,param_6_low_perf,"[0.75, 0.0]",[40 60],"[-1, 0]",egostistical,0,26,0
618,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, 0]",pomdp,0,26,0
619,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, 0]",myopic,1,30,12
620,param_7_low_perf,"[0.75, 0.0]",[40 80],"[-1, 0]",egostistical,0,26,0
621,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, 0]",pomdp,0,26,0
622,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, 0]",myopic,1,30,12
623,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[-1, 0]",egostistical,0,26,0
624,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, -1]",pomdp,0,24,1
625,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, -1]",myopic,1,29,12
626,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, -1]",egostistical,0,23,0
627,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, -1]",pomdp,0,23,0
628,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, -1]",myopic,1,31,12
629,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, -1]",egostistical,0,23,0
630,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, -1]",pomdp,0,23,0
631,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, -1]",myopic,1,31,12
632,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, -1]",egostistical,0,23,0
633,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, -1]",pomdp,0,23,0
634,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, -1]",myopic,1,33,12
635,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, -1]",egostistical,0,23,0
636,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, -1]",pomdp,0,23,0
637,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, -1]",myopic,1,33,12
638,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, -1]",egostistical,0,23,0
639,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, -1]",pomdp,0,27,1
640,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, -1]",myopic,1,29,12
641,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, -1]",egostistical,0,26,0
642,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, -1]",pomdp,0,26,0
643,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, -1]",myopic,1,29,12
644,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, -1]",egostistical,0,26,0
645,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, -1]",pomdp,0,26,0
646,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, -1]",myopic,1,32,12
647,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, -1]",egostistical,0,26,0
648,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, 0]",pomdp,0,24,1
649,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, 0]",myopic,2,26,12
650,param_1_low_perf,"[0.75, 0.0]",[20 40],"[0, 0]",egostistical,0,23,0
651,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, 0]",pomdp,0,23,0
652,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, 0]",myopic,2,27,12
653,param_2_low_perf,"[0.75, 0.0]",[20 60],"[0, 0]",egostistical,0,23,0
654,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, 0]",pomdp,0,23,0
655,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, 0]",myopic,2,25,12
656,param_3_low_perf,"[0.75, 0.0]",[20 80],"[0, 0]",egostistical,0,23,0
657,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, 0]",pomdp,0,23,0
658,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, 0]",myopic,2,25,12
659,param_4_low_perf,"[0.75, 0.0]",[ 20 100],"[0, 0]",egostistical,0,23,0
660,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, 0]",pomdp,0,23,0
661,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, 0]",myopic,2,24,12
662,param_5_low_perf,"[0.75, 0.0]",[ 20 120],"[0, 0]",egostistical,0,23,0
663,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, 0]",pomdp,0,27,1
664,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, 0]",myopic,2,26,12
665,param_6_low_perf,"[0.75, 0.0]",[40 60],"[0, 0]",egostistical,0,26,0
666,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, 0]",pomdp,0,26,0
667,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, 0]",myopic,2,25,12
668,param_7_low_perf,"[0.75, 0.0]",[40 80],"[0, 0]",egostistical,0,26,0
669,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, 0]",pomdp,0,26,0
670,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, 0]",myopic,2,24,12
671,param_8_low_perf,"[0.75, 0.0]",[ 40 100],"[0, 0]",egostistical,0,26,0
672,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, -1]",pomdp,1,28,5
673,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, -1]",myopic,0,31,12
674,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, -1]",egostistical,1,23,0
675,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, -1]",pomdp,1,28,4
676,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, -1]",myopic,0,31,12
677,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, -1]",egostistical,1,23,0
678,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, -1]",pomdp,1,28,4
679,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, -1]",myopic,0,33,12
680,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, -1]",egostistical,1,23,0
681,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, -1]",pomdp,0,32,7
682,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, -1]",myopic,0,32,12
683,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, -1]",egostistical,1,23,0
684,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, -1]",pomdp,1,23,0
685,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, -1]",myopic,0,32,12
686,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, -1]",egostistical,1,23,0
687,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, -1]",pomdp,0,34,7
688,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, -1]",myopic,0,34,12
689,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, -1]",egostistical,1,26,0
690,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, -1]",pomdp,0,34,7
691,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, -1]",myopic,0,34,12
692,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, -1]",egostistical,1,26,0
693,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, -1]",pomdp,1,31,4
694,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, -1]",myopic,0,36,12
695,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, -1]",egostistical,1,26,0
696,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, 0]",pomdp,1,28,5
697,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, 0]",myopic,1,27,12
698,param_1_low_perf,"[0.75, 0.25]",[20 40],"[-1, 0]",egostistical,1,23,0
699,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, 0]",pomdp,1,28,4
700,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, 0]",myopic,1,27,12
701,param_2_low_perf,"[0.75, 0.25]",[20 60],"[-1, 0]",egostistical,1,23,0
702,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, 0]",pomdp,1,28,4
703,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, 0]",myopic,1,27,12
704,param_3_low_perf,"[0.75, 0.25]",[20 80],"[-1, 0]",egostistical,1,23,0
705,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, 0]",pomdp,0,23,7
706,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, 0]",myopic,1,25,12
707,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[-1, 0]",egostistical,1,23,0
708,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, 0]",pomdp,1,23,0
709,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, 0]",myopic,1,24,12
710,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[-1, 0]",egostistical,1,23,0
711,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, 0]",pomdp,0,27,7
712,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, 0]",myopic,1,26,12
713,param_6_low_perf,"[0.75, 0.25]",[40 60],"[-1, 0]",egostistical,1,26,0
714,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, 0]",pomdp,0,26,7
715,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, 0]",myopic,1,30,12
716,param_7_low_perf,"[0.75, 0.25]",[40 80],"[-1, 0]",egostistical,1,26,0
717,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, 0]",pomdp,1,31,4
718,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, 0]",myopic,1,30,12
719,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[-1, 0]",egostistical,1,26,0
720,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, -1]",pomdp,1,28,5
721,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, -1]",myopic,1,29,12
722,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, -1]",egostistical,1,23,0
723,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, -1]",pomdp,1,28,4
724,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, -1]",myopic,1,31,12
725,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, -1]",egostistical,1,23,0
726,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, -1]",pomdp,1,28,4
727,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, -1]",myopic,1,31,12
728,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, -1]",egostistical,1,23,0
729,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, -1]",pomdp,0,32,7
730,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, -1]",myopic,1,33,12
731,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, -1]",egostistical,1,23,0
732,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, -1]",pomdp,1,23,0
733,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, -1]",myopic,1,33,12
734,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, -1]",egostistical,1,23,0
735,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, -1]",pomdp,0,34,7
736,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, -1]",myopic,1,29,12
737,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, -1]",egostistical,1,26,0
738,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, -1]",pomdp,0,34,7
739,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, -1]",myopic,1,29,12
740,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, -1]",egostistical,1,26,0
741,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, -1]",pomdp,1,31,4
742,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, -1]",myopic,1,32,12
743,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, -1]",egostistical,1,26,0
744,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, 0]",pomdp,1,28,5
745,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, 0]",myopic,2,26,12
746,param_1_low_perf,"[0.75, 0.25]",[20 40],"[0, 0]",egostistical,1,23,0
747,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, 0]",pomdp,1,28,4
748,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, 0]",myopic,2,27,12
749,param_2_low_perf,"[0.75, 0.25]",[20 60],"[0, 0]",egostistical,1,23,0
750,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, 0]",pomdp,1,28,4
751,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, 0]",myopic,2,25,12
752,param_3_low_perf,"[0.75, 0.25]",[20 80],"[0, 0]",egostistical,1,23,0
753,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, 0]",pomdp,0,23,7
754,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, 0]",myopic,2,25,12
755,param_4_low_perf,"[0.75, 0.25]",[ 20 100],"[0, 0]",egostistical,1,23,0
756,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, 0]",pomdp,1,23,0
757,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, 0]",myopic,2,24,12
758,param_5_low_perf,"[0.75, 0.25]",[ 20 120],"[0, 0]",egostistical,1,23,0
759,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, 0]",pomdp,0,27,7
760,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, 0]",myopic,2,26,12
761,param_6_low_perf,"[0.75, 0.25]",[40 60],"[0, 0]",egostistical,1,26,0
762,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, 0]",pomdp,0,26,7
763,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, 0]",myopic,2,25,12
764,param_7_low_perf,"[0.75, 0.25]",[40 80],"[0, 0]",egostistical,1,26,0
765,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, 0]",pomdp,1,31,4
766,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, 0]",myopic,2,24,12
767,param_8_low_perf,"[0.75, 0.25]",[ 40 100],"[0, 0]",egostistical,1,26,0
768,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, -1]",pomdp,0,24,1
769,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, -1]",myopic,0,31,12
770,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, -1]",egostistical,0,23,0
771,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, -1]",pomdp,0,23,0
772,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, -1]",myopic,0,31,12
773,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, -1]",egostistical,0,23,0
774,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, -1]",pomdp,0,23,0
775,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, -1]",myopic,0,33,12
776,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, -1]",egostistical,0,23,0
777,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, -1]",pomdp,0,23,0
778,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, -1]",myopic,0,32,12
779,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, -1]",egostistical,0,23,0
780,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, -1]",pomdp,0,23,0
781,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, -1]",myopic,0,32,12
782,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, -1]",egostistical,0,23,0
783,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, -1]",pomdp,0,27,1
784,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, -1]",myopic,0,34,12
785,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, -1]",egostistical,0,26,0
786,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, -1]",pomdp,0,26,0
787,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, -1]",myopic,0,34,12
788,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, -1]",egostistical,0,26,0
789,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, -1]",pomdp,0,26,0
790,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, -1]",myopic,0,36,12
791,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, -1]",egostistical,0,26,0
792,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, 0]",pomdp,0,24,1
793,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, 0]",myopic,1,27,12
794,param_1_low_perf,"[1.0, 0.0]",[20 40],"[-1, 0]",egostistical,0,23,0
795,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, 0]",pomdp,0,23,0
796,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, 0]",myopic,1,27,12
797,param_2_low_perf,"[1.0, 0.0]",[20 60],"[-1, 0]",egostistical,0,23,0
798,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, 0]",pomdp,0,23,0
799,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, 0]",myopic,1,27,12
800,param_3_low_perf,"[1.0, 0.0]",[20 80],"[-1, 0]",egostistical,0,23,0
801,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, 0]",pomdp,0,23,0
802,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, 0]",myopic,1,25,12
803,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[-1, 0]",egostistical,0,23,0
804,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, 0]",pomdp,0,23,0
805,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, 0]",myopic,1,24,12
806,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[-1, 0]",egostistical,0,23,0
807,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, 0]",pomdp,0,27,1
808,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, 0]",myopic,1,26,12
809,param_6_low_perf,"[1.0, 0.0]",[40 60],"[-1, 0]",egostistical,0,26,0
810,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, 0]",pomdp,0,26,0
811,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, 0]",myopic,1,30,12
812,param_7_low_perf,"[1.0, 0.0]",[40 80],"[-1, 0]",egostistical,0,26,0
813,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, 0]",pomdp,0,26,0
814,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, 0]",myopic,1,30,12
815,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[-1, 0]",egostistical,0,26,0
816,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, -1]",pomdp,0,24,1
817,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, -1]",myopic,1,29,12
818,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, -1]",egostistical,0,23,0
819,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, -1]",pomdp,0,23,0
820,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, -1]",myopic,1,31,12
821,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, -1]",egostistical,0,23,0
822,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, -1]",pomdp,0,23,0
823,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, -1]",myopic,1,31,12
824,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, -1]",egostistical,0,23,0
825,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, -1]",pomdp,0,23,0
826,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, -1]",myopic,1,33,12
827,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, -1]",egostistical,0,23,0
828,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, -1]",pomdp,0,23,0
829,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, -1]",myopic,1,33,12
830,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, -1]",egostistical,0,23,0
831,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, -1]",pomdp,0,27,1
832,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, -1]",myopic,1,29,12
833,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, -1]",egostistical,0,26,0
834,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, -1]",pomdp,0,26,0
835,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, -1]",myopic,1,29,12
836,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, -1]",egostistical,0,26,0
837,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, -1]",pomdp,0,26,0
838,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, -1]",myopic,1,32,12
839,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, -1]",egostistical,0,26,0
840,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, 0]",pomdp,0,24,1
841,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, 0]",myopic,2,26,12
842,param_1_low_perf,"[1.0, 0.0]",[20 40],"[0, 0]",egostistical,0,23,0
843,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, 0]",pomdp,0,23,0
844,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, 0]",myopic,2,27,12
845,param_2_low_perf,"[1.0, 0.0]",[20 60],"[0, 0]",egostistical,0,23,0
846,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, 0]",pomdp,0,23,0
847,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, 0]",myopic,2,25,12
848,param_3_low_perf,"[1.0, 0.0]",[20 80],"[0, 0]",egostistical,0,23,0
849,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, 0]",pomdp,0,23,0
850,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, 0]",myopic,2,25,12
851,param_4_low_perf,"[1.0, 0.0]",[ 20 100],"[0, 0]",egostistical,0,23,0
852,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, 0]",pomdp,0,23,0
853,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, 0]",myopic,2,24,12
854,param_5_low_perf,"[1.0, 0.0]",[ 20 120],"[0, 0]",egostistical,0,23,0
855,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, 0]",pomdp,0,27,1
856,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, 0]",myopic,2,26,12
857,param_6_low_perf,"[1.0, 0.0]",[40 60],"[0, 0]",egostistical,0,26,0
858,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, 0]",pomdp,0,26,0
859,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, 0]",myopic,2,25,12
860,param_7_low_perf,"[1.0, 0.0]",[40 80],"[0, 0]",egostistical,0,26,0
861,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, 0]",pomdp,0,26,0
862,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, 0]",myopic,2,24,12
863,param_8_low_perf,"[1.0, 0.0]",[ 40 100],"[0, 0]",egostistical,0,26,0
864,param_1_low_perf,"[1.0, 0.25]",[20 40],"[-1, -1]",pomdp,1,28,5
865,param_1_low_perf,"[1.0, 0.25]",[20 40],"[-1, -1]",myopic,0,31,12
866,param_1_low_perf,"[1.0, 0.25]",[20 40],"[-1, -1]",egostistical,1,23,0
867,param_2_low_perf,"[1.0, 0.25]",[20 60],"[-1, -1]",pomdp,1,28,4
868,param_2_low_perf,"[1.0, 0.25]",[20 60],"[-1, -1]",myopic,0,31,12
869,param_2_low_perf,"[1.0, 0.25]",[20 60],"[-1, -1]",egostistical,1,23,0
