,param,risk,position,intervention,agent,cumlative_risk,travel_time,request_time
288,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, -1]",pomdp,0,31,14
289,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, -1]",myopic,0,31,12
290,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, -1]",egostistical,2,15,0
291,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, -1]",pomdp,1,28,10
292,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, -1]",myopic,0,31,12
293,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, -1]",egostistical,2,15,0
294,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, -1]",pomdp,1,28,10
295,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, -1]",myopic,0,33,12
296,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, -1]",egostistical,2,15,0
297,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, -1]",pomdp,1,28,10
298,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, -1]",myopic,0,32,12
299,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, -1]",egostistical,2,15,0
300,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, -1]",pomdp,1,23,6
301,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, -1]",myopic,0,32,12
302,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, -1]",egostistical,2,15,0
303,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, -1]",pomdp,0,34,14
304,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, -1]",myopic,0,34,12
305,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, -1]",egostistical,2,15,0
306,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, -1]",pomdp,1,31,11
307,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, -1]",myopic,0,34,12
308,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, -1]",egostistical,2,15,0
309,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, -1]",pomdp,1,31,11
310,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, -1]",myopic,0,36,12
311,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, -1]",egostistical,2,15,0
312,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, 0]",pomdp,0,28,14
313,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, 0]",myopic,1,27,12
314,param_1_low_perf,"[0.25, 0.25]",[20 40],"[-1, 0]",egostistical,2,15,0
315,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, 0]",pomdp,1,28,10
316,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, 0]",myopic,1,27,12
317,param_2_low_perf,"[0.25, 0.25]",[20 60],"[-1, 0]",egostistical,2,15,0
318,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, 0]",pomdp,1,28,10
319,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, 0]",myopic,1,27,12
320,param_3_low_perf,"[0.25, 0.25]",[20 80],"[-1, 0]",egostistical,2,15,0
321,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, 0]",pomdp,1,28,10
322,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, 0]",myopic,1,25,12
323,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[-1, 0]",egostistical,2,15,0
324,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, 0]",pomdp,1,23,6
325,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, 0]",myopic,1,24,12
326,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[-1, 0]",egostistical,2,15,0
327,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, 0]",pomdp,0,27,14
328,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, 0]",myopic,1,26,12
329,param_6_low_perf,"[0.25, 0.25]",[40 60],"[-1, 0]",egostistical,2,15,0
330,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, 0]",pomdp,1,31,11
331,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, 0]",myopic,1,30,12
332,param_7_low_perf,"[0.25, 0.25]",[40 80],"[-1, 0]",egostistical,2,15,0
333,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, 0]",pomdp,1,31,11
334,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, 0]",myopic,1,30,12
335,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[-1, 0]",egostistical,2,15,0
336,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, -1]",pomdp,2,25,9
337,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, -1]",myopic,1,29,12
338,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, -1]",egostistical,2,15,0
339,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, -1]",pomdp,2,27,10
340,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, -1]",myopic,1,31,12
341,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, -1]",egostistical,2,15,0
342,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, -1]",pomdp,2,27,10
343,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, -1]",myopic,1,31,12
344,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, -1]",egostistical,2,15,0
345,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, -1]",pomdp,2,27,10
346,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, -1]",myopic,1,33,12
347,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, -1]",egostistical,2,15,0
348,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, -1]",pomdp,2,22,6
349,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, -1]",myopic,1,33,12
350,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, -1]",egostistical,2,15,0
351,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, -1]",pomdp,1,25,10
352,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, -1]",myopic,1,29,12
353,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, -1]",egostistical,2,15,0
354,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, -1]",pomdp,1,27,11
355,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, -1]",myopic,1,29,12
356,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, -1]",egostistical,2,15,0
357,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, -1]",pomdp,1,27,11
358,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, -1]",myopic,1,32,12
359,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, -1]",egostistical,2,15,0
360,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, 0]",pomdp,2,25,9
361,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, 0]",myopic,2,26,12
362,param_1_low_perf,"[0.25, 0.25]",[20 40],"[0, 0]",egostistical,2,15,0
363,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, 0]",pomdp,2,27,10
364,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, 0]",myopic,2,27,12
365,param_2_low_perf,"[0.25, 0.25]",[20 60],"[0, 0]",egostistical,2,15,0
366,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, 0]",pomdp,2,27,10
367,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, 0]",myopic,2,25,12
368,param_3_low_perf,"[0.25, 0.25]",[20 80],"[0, 0]",egostistical,2,15,0
369,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, 0]",pomdp,2,27,10
370,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, 0]",myopic,2,25,12
371,param_4_low_perf,"[0.25, 0.25]",[ 20 100],"[0, 0]",egostistical,2,15,0
372,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, 0]",pomdp,2,22,6
373,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, 0]",myopic,2,24,12
374,param_5_low_perf,"[0.25, 0.25]",[ 20 120],"[0, 0]",egostistical,2,15,0
375,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, 0]",pomdp,1,25,10
376,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, 0]",myopic,2,26,12
377,param_6_low_perf,"[0.25, 0.25]",[40 60],"[0, 0]",egostistical,2,15,0
378,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, 0]",pomdp,1,27,11
379,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, 0]",myopic,2,25,12
380,param_7_low_perf,"[0.25, 0.25]",[40 80],"[0, 0]",egostistical,2,15,0
381,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, 0]",pomdp,1,27,11
382,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, 0]",myopic,2,24,12
383,param_8_low_perf,"[0.25, 0.25]",[ 40 100],"[0, 0]",egostistical,2,15,0
384,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, -1]",pomdp,0,24,1
385,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, -1]",myopic,0,31,12
386,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, -1]",egostistical,0,23,0
387,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, -1]",pomdp,0,23,0
388,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, -1]",myopic,0,31,12
389,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, -1]",egostistical,0,23,0
390,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, -1]",pomdp,0,23,0
391,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, -1]",myopic,0,33,12
392,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, -1]",egostistical,0,23,0
393,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, -1]",pomdp,0,23,0
394,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, -1]",myopic,0,32,12
395,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, -1]",egostistical,0,23,0
396,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, -1]",pomdp,0,23,0
397,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, -1]",myopic,0,32,12
398,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, -1]",egostistical,0,23,0
399,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, -1]",pomdp,0,27,1
400,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, -1]",myopic,0,34,12
401,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, -1]",egostistical,0,26,0
402,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, -1]",pomdp,0,26,0
403,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, -1]",myopic,0,34,12
404,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, -1]",egostistical,0,26,0
405,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, -1]",pomdp,0,26,0
406,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, -1]",myopic,0,36,12
407,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, -1]",egostistical,0,26,0
408,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, 0]",pomdp,0,24,1
409,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, 0]",myopic,1,27,12
410,param_1_low_perf,"[0.5, 0.0]",[20 40],"[-1, 0]",egostistical,0,23,0
411,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, 0]",pomdp,0,23,0
412,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, 0]",myopic,1,27,12
413,param_2_low_perf,"[0.5, 0.0]",[20 60],"[-1, 0]",egostistical,0,23,0
414,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, 0]",pomdp,0,23,0
415,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, 0]",myopic,1,27,12
416,param_3_low_perf,"[0.5, 0.0]",[20 80],"[-1, 0]",egostistical,0,23,0
417,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, 0]",pomdp,0,23,0
418,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, 0]",myopic,1,25,12
419,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[-1, 0]",egostistical,0,23,0
420,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, 0]",pomdp,0,23,0
421,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, 0]",myopic,1,24,12
422,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[-1, 0]",egostistical,0,23,0
423,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, 0]",pomdp,0,27,1
424,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, 0]",myopic,1,26,12
425,param_6_low_perf,"[0.5, 0.0]",[40 60],"[-1, 0]",egostistical,0,26,0
426,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, 0]",pomdp,0,26,0
427,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, 0]",myopic,1,30,12
428,param_7_low_perf,"[0.5, 0.0]",[40 80],"[-1, 0]",egostistical,0,26,0
429,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, 0]",pomdp,0,26,0
430,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, 0]",myopic,1,30,12
431,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[-1, 0]",egostistical,0,26,0
432,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, -1]",pomdp,0,24,1
433,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, -1]",myopic,1,29,12
434,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, -1]",egostistical,0,23,0
435,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, -1]",pomdp,0,23,0
436,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, -1]",myopic,1,31,12
437,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, -1]",egostistical,0,23,0
438,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, -1]",pomdp,0,23,0
439,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, -1]",myopic,1,31,12
440,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, -1]",egostistical,0,23,0
441,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, -1]",pomdp,0,23,0
442,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, -1]",myopic,1,33,12
443,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, -1]",egostistical,0,23,0
444,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, -1]",pomdp,0,23,0
445,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, -1]",myopic,1,33,12
446,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, -1]",egostistical,0,23,0
447,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, -1]",pomdp,0,27,1
448,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, -1]",myopic,1,29,12
449,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, -1]",egostistical,0,26,0
450,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, -1]",pomdp,0,26,0
451,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, -1]",myopic,1,29,12
452,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, -1]",egostistical,0,26,0
453,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, -1]",pomdp,0,26,0
454,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, -1]",myopic,1,32,12
455,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, -1]",egostistical,0,26,0
456,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, 0]",pomdp,0,24,1
457,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, 0]",myopic,2,26,12
458,param_1_low_perf,"[0.5, 0.0]",[20 40],"[0, 0]",egostistical,0,23,0
459,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, 0]",pomdp,0,23,0
460,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, 0]",myopic,2,27,12
461,param_2_low_perf,"[0.5, 0.0]",[20 60],"[0, 0]",egostistical,0,23,0
462,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, 0]",pomdp,0,23,0
463,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, 0]",myopic,2,25,12
464,param_3_low_perf,"[0.5, 0.0]",[20 80],"[0, 0]",egostistical,0,23,0
465,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, 0]",pomdp,0,23,0
466,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, 0]",myopic,2,25,12
467,param_4_low_perf,"[0.5, 0.0]",[ 20 100],"[0, 0]",egostistical,0,23,0
468,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, 0]",pomdp,0,23,0
469,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, 0]",myopic,2,24,12
470,param_5_low_perf,"[0.5, 0.0]",[ 20 120],"[0, 0]",egostistical,0,23,0
471,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, 0]",pomdp,0,27,1
472,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, 0]",myopic,2,26,12
473,param_6_low_perf,"[0.5, 0.0]",[40 60],"[0, 0]",egostistical,0,26,0
474,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, 0]",pomdp,0,26,0
475,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, 0]",myopic,2,25,12
476,param_7_low_perf,"[0.5, 0.0]",[40 80],"[0, 0]",egostistical,0,26,0
477,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, 0]",pomdp,0,26,0
478,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, 0]",myopic,2,24,12
479,param_8_low_perf,"[0.5, 0.0]",[ 40 100],"[0, 0]",egostistical,0,26,0
480,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, -1]",pomdp,1,28,5
481,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, -1]",myopic,0,31,12
482,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, -1]",egostistical,1,23,0
483,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, -1]",pomdp,1,28,4
484,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, -1]",myopic,0,31,12
485,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, -1]",egostistical,1,23,0
486,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, -1]",pomdp,1,28,4
487,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, -1]",myopic,0,33,12
488,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, -1]",egostistical,1,23,0
489,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, -1]",pomdp,0,32,7
490,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, -1]",myopic,0,32,12
491,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, -1]",egostistical,1,23,0
492,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, -1]",pomdp,1,23,0
493,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, -1]",myopic,0,32,12
494,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, -1]",egostistical,1,23,0
495,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, -1]",pomdp,0,34,7
496,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, -1]",myopic,0,34,12
497,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, -1]",egostistical,1,26,0
498,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, -1]",pomdp,0,34,7
499,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, -1]",myopic,0,34,12
500,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, -1]",egostistical,1,26,0
501,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, -1]",pomdp,1,31,4
502,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, -1]",myopic,0,36,12
503,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, -1]",egostistical,1,26,0
504,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, 0]",pomdp,1,28,5
505,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, 0]",myopic,1,27,12
506,param_1_low_perf,"[0.5, 0.25]",[20 40],"[-1, 0]",egostistical,1,23,0
507,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, 0]",pomdp,1,28,4
508,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, 0]",myopic,1,27,12
509,param_2_low_perf,"[0.5, 0.25]",[20 60],"[-1, 0]",egostistical,1,23,0
510,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, 0]",pomdp,1,28,4
511,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, 0]",myopic,1,27,12
512,param_3_low_perf,"[0.5, 0.25]",[20 80],"[-1, 0]",egostistical,1,23,0
513,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, 0]",pomdp,0,23,7
514,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, 0]",myopic,1,25,12
515,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[-1, 0]",egostistical,1,23,0
516,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, 0]",pomdp,1,23,0
517,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, 0]",myopic,1,24,12
518,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[-1, 0]",egostistical,1,23,0
519,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, 0]",pomdp,0,27,7
520,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, 0]",myopic,1,26,12
521,param_6_low_perf,"[0.5, 0.25]",[40 60],"[-1, 0]",egostistical,1,26,0
522,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, 0]",pomdp,0,26,7
523,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, 0]",myopic,1,30,12
524,param_7_low_perf,"[0.5, 0.25]",[40 80],"[-1, 0]",egostistical,1,26,0
525,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, 0]",pomdp,1,31,4
526,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, 0]",myopic,1,30,12
527,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[-1, 0]",egostistical,1,26,0
528,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, -1]",pomdp,1,28,5
529,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, -1]",myopic,1,29,12
530,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, -1]",egostistical,1,23,0
531,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, -1]",pomdp,1,28,4
532,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, -1]",myopic,1,31,12
533,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, -1]",egostistical,1,23,0
534,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, -1]",pomdp,1,28,4
535,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, -1]",myopic,1,31,12
536,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, -1]",egostistical,1,23,0
537,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, -1]",pomdp,0,32,7
538,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, -1]",myopic,1,33,12
539,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, -1]",egostistical,1,23,0
540,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, -1]",pomdp,1,23,0
541,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, -1]",myopic,1,33,12
542,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, -1]",egostistical,1,23,0
543,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, -1]",pomdp,0,34,7
544,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, -1]",myopic,1,29,12
545,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, -1]",egostistical,1,26,0
546,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, -1]",pomdp,0,34,7
547,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, -1]",myopic,1,29,12
548,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, -1]",egostistical,1,26,0
549,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, -1]",pomdp,1,31,4
550,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, -1]",myopic,1,32,12
551,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, -1]",egostistical,1,26,0
552,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, 0]",pomdp,1,28,5
553,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, 0]",myopic,2,26,12
554,param_1_low_perf,"[0.5, 0.25]",[20 40],"[0, 0]",egostistical,1,23,0
555,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, 0]",pomdp,1,28,4
556,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, 0]",myopic,2,27,12
557,param_2_low_perf,"[0.5, 0.25]",[20 60],"[0, 0]",egostistical,1,23,0
558,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, 0]",pomdp,1,28,4
559,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, 0]",myopic,2,25,12
560,param_3_low_perf,"[0.5, 0.25]",[20 80],"[0, 0]",egostistical,1,23,0
561,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, 0]",pomdp,0,23,7
562,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, 0]",myopic,2,25,12
563,param_4_low_perf,"[0.5, 0.25]",[ 20 100],"[0, 0]",egostistical,1,23,0
564,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, 0]",pomdp,1,23,0
565,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, 0]",myopic,2,24,12
566,param_5_low_perf,"[0.5, 0.25]",[ 20 120],"[0, 0]",egostistical,1,23,0
567,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, 0]",pomdp,0,27,7
568,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, 0]",myopic,2,26,12
569,param_6_low_perf,"[0.5, 0.25]",[40 60],"[0, 0]",egostistical,1,26,0
570,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, 0]",pomdp,0,26,7
571,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, 0]",myopic,2,25,12
572,param_7_low_perf,"[0.5, 0.25]",[40 80],"[0, 0]",egostistical,1,26,0
573,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, 0]",pomdp,1,31,4
574,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, 0]",myopic,2,24,12
575,param_8_low_perf,"[0.5, 0.25]",[ 40 100],"[0, 0]",egostistical,1,26,0
576,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, -1]",pomdp,0,24,1
577,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, -1]",myopic,0,31,12
578,param_1_low_perf,"[0.75, 0.0]",[20 40],"[-1, -1]",egostistical,0,23,0
