,target-agent,improve,trav_imp,req_imp,same,degrade
0,egoistical-myopic,0.0,0.4142857142857143,0.0,0.0,0.5857142857142857
1,egoistical-pomdp,0.0,0.19095238095238096,0.0,0.42857142857142855,0.38047619047619047
2,myopic-pomdp,0.40095238095238095,0.0,0.5914285714285714,0.0004761904761904762,0.007142857142857143
