,target-agent,improve,trav_imp,req_imp,same,degrade
0,egoistical-myopic,0.0,0.4142857142857143,0.0,0.0,0.5857142857142857
1,egoistical-pomdp,0.0,0.21333333333333335,0.0,0.3961904761904762,0.3904761904761905
2,myopic-pomdp,0.4085714285714286,0.0,0.5666666666666667,0.022857142857142857,0.0019047619047619048
