,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
157,param_2_low_perf,"[0.75, 0.25]","[0, -1]",0,-3,-8
158,param_2_low_perf,"[1.0, 0.0]","[0, -1]",-1,-8,-12
159,param_2_low_perf,"[1.0, 0.25]","[0, -1]",0,-3,-8
160,param_2_low_perf,"[0.0, 0.5]","[0, -1]",-1,-5,-12
161,param_2_low_perf,"[0.0, 0.75]","[0, -1]",-1,-5,-12
162,param_2_low_perf,"[0.0, 1.0]","[0, -1]",-1,-5,-12
163,param_2_low_perf,"[0.25, 0.5]","[0, -1]",0,0,1
164,param_2_low_perf,"[0.25, 0.75]","[0, -1]",0,0,1
165,param_2_low_perf,"[0.25, 1.0]","[0, -1]",0,0,-6
166,param_2_low_perf,"[0.5, 0.5]","[0, -1]",-1,0,-5
167,param_2_low_perf,"[0.5, 0.75]","[0, -1]",-1,0,-5
168,param_2_low_perf,"[0.5, 1.0]","[0, -1]",-1,0,-12
169,param_2_low_perf,"[0.75, 0.5]","[0, -1]",-1,0,-5
170,param_2_low_perf,"[0.75, 0.75]","[0, -1]",-1,0,-5
171,param_2_low_perf,"[0.75, 1.0]","[0, -1]",-1,0,-12
172,param_2_low_perf,"[1.0, 0.5]","[0, -1]",-1,0,-5
173,param_2_low_perf,"[1.0, 0.75]","[0, -1]",-1,0,-5
174,param_2_low_perf,"[1.0, 1.0]","[0, -1]",-1,0,-12
175,param_2_low_perf,"[0.0, 0.0]","[0, 0]",-2,-12,-12
176,param_2_low_perf,"[0.25, 0.0]","[0, 0]",-1,-5,-6
177,param_2_low_perf,"[0.0, 0.25]","[0, 0]",-1,-11,-11
178,param_2_low_perf,"[0.25, 0.25]","[0, 0]",0,0,-2
179,param_2_low_perf,"[0.5, 0.0]","[0, 0]",-2,-4,-12
180,param_2_low_perf,"[0.5, 0.25]","[0, 0]",-1,1,-8
181,param_2_low_perf,"[0.75, 0.0]","[0, 0]",-2,-4,-12
182,param_2_low_perf,"[0.75, 0.25]","[0, 0]",-1,1,-8
183,param_2_low_perf,"[1.0, 0.0]","[0, 0]",-2,-4,-12
184,param_2_low_perf,"[1.0, 0.25]","[0, 0]",-1,1,-8
185,param_2_low_perf,"[0.0, 0.5]","[0, 0]",-2,-1,-12
186,param_2_low_perf,"[0.0, 0.75]","[0, 0]",-2,-1,-12
187,param_2_low_perf,"[0.0, 1.0]","[0, 0]",-2,-1,-12
188,param_2_low_perf,"[0.25, 0.5]","[0, 0]",-1,-1,1
189,param_2_low_perf,"[0.25, 0.75]","[0, 0]",-1,-1,1
190,param_2_low_perf,"[0.25, 1.0]","[0, 0]",-1,4,-6
191,param_2_low_perf,"[0.5, 0.5]","[0, 0]",-2,-3,-5
192,param_2_low_perf,"[0.5, 0.75]","[0, 0]",-2,-3,-5
