,param,risk,position,intervention,agent,cumlative_risk,cumlative_risk_low,cumlative_risk_high,travel_time,request_time,request_count
2053,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, -1]",myopic,0,0,0,37,10,2
2054,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, -1]",egoistical,0,0,0,26,0,0
2055,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,0,0
2056,param_11_low,"[0.75, 0.0]",[60 80],"[-1, -1]",pomdp,0,0,0,27,0,0
2057,param_11_low,"[0.75, 0.0]",[60 80],"[-1, -1]",myopic,0,0,0,35,10,2
2058,param_11_low,"[0.75, 0.0]",[60 80],"[-1, -1]",egoistical,0,0,0,27,0,0
2059,param_11_low,"[0.75, 0.0]",[60 80],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
2060,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, -1]",pomdp,0,0,0,27,0,0
2061,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, -1]",myopic,0,0,0,37,10,2
2062,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, -1]",egoistical,0,0,0,27,0,0
2063,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
2064,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, -1]",pomdp,0,0,0,27,0,0
2065,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, -1]",myopic,0,0,0,40,10,2
2066,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, -1]",egoistical,0,0,0,27,0,0
2067,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
2068,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, -1]",pomdp,0,0,0,27,0,0
2069,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, -1]",myopic,0,0,0,37,10,2
2070,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, -1]",egoistical,0,0,0,27,0,0
2071,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
2072,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, -1]",pomdp,0,0,0,23,0,0
2073,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, -1]",myopic,0,0,0,34,10,2
2074,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, -1]",egoistical,0,0,0,23,0,0
2075,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, -1]",pomdp_wo_perf,0,0,0,23,0,0
2076,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, -1]",pomdp,0,0,0,27,6,1
2077,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, -1]",myopic,0,0,0,35,10,2
2078,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, -1]",egoistical,0,0,0,27,0,0
2079,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2080,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, -1]",pomdp,0,0,0,27,6,1
2081,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, -1]",myopic,0,0,0,37,10,2
2082,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, -1]",egoistical,0,0,0,27,0,0
2083,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2084,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, -1]",pomdp,0,0,0,27,6,1
2085,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, -1]",myopic,0,0,0,39,10,2
2086,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, -1]",egoistical,0,0,0,27,0,0
2087,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2088,param_19_low,"[0.75, 0.0]",[100 120],"[-1, -1]",pomdp,0,0,0,27,6,1
2089,param_19_low,"[0.75, 0.0]",[100 120],"[-1, -1]",myopic,0,0,0,35,10,2
2090,param_19_low,"[0.75, 0.0]",[100 120],"[-1, -1]",egoistical,0,0,0,27,0,0
2091,param_19_low,"[0.75, 0.0]",[100 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2092,param_20_low,"[0.75, 0.0]",[100 140],"[-1, -1]",pomdp,0,0,0,27,6,1
2093,param_20_low,"[0.75, 0.0]",[100 140],"[-1, -1]",myopic,0,0,0,36,10,2
2094,param_20_low,"[0.75, 0.0]",[100 140],"[-1, -1]",egoistical,0,0,0,27,0,0
2095,param_20_low,"[0.75, 0.0]",[100 140],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2096,param_21_low,"[0.75, 0.0]",[120 140],"[-1, -1]",pomdp,0,0,0,27,6,1
2097,param_21_low,"[0.75, 0.0]",[120 140],"[-1, -1]",myopic,0,0,0,34,10,2
2098,param_21_low,"[0.75, 0.0]",[120 140],"[-1, -1]",egoistical,0,0,0,27,0,0
2099,param_21_low,"[0.75, 0.0]",[120 140],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
2100,param_1_low,"[0.75, 0.0]",[20 40],"[-1, 0]",pomdp,0,0,0,23,0,0
2101,param_1_low,"[0.75, 0.0]",[20 40],"[-1, 0]",myopic,1,1,0,25,10,2
2102,param_1_low,"[0.75, 0.0]",[20 40],"[-1, 0]",egoistical,0,0,0,23,0,0
2103,param_1_low,"[0.75, 0.0]",[20 40],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2104,param_2_low,"[0.75, 0.0]",[20 60],"[-1, 0]",pomdp,0,0,0,23,0,0
2105,param_2_low,"[0.75, 0.0]",[20 60],"[-1, 0]",myopic,1,1,0,23,10,2
2106,param_2_low,"[0.75, 0.0]",[20 60],"[-1, 0]",egoistical,0,0,0,23,0,0
2107,param_2_low,"[0.75, 0.0]",[20 60],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2108,param_3_low,"[0.75, 0.0]",[20 80],"[-1, 0]",pomdp,0,0,0,23,0,0
2109,param_3_low,"[0.75, 0.0]",[20 80],"[-1, 0]",myopic,1,1,0,23,10,2
2110,param_3_low,"[0.75, 0.0]",[20 80],"[-1, 0]",egoistical,0,0,0,23,0,0
2111,param_3_low,"[0.75, 0.0]",[20 80],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2112,param_4_low,"[0.75, 0.0]",[ 20 100],"[-1, 0]",pomdp,0,0,0,23,0,0
2113,param_4_low,"[0.75, 0.0]",[ 20 100],"[-1, 0]",myopic,1,1,0,23,10,2
2114,param_4_low,"[0.75, 0.0]",[ 20 100],"[-1, 0]",egoistical,0,0,0,23,0,0
2115,param_4_low,"[0.75, 0.0]",[ 20 100],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2116,param_5_low,"[0.75, 0.0]",[ 20 120],"[-1, 0]",pomdp,0,0,0,23,0,0
2117,param_5_low,"[0.75, 0.0]",[ 20 120],"[-1, 0]",myopic,1,1,0,23,10,2
2118,param_5_low,"[0.75, 0.0]",[ 20 120],"[-1, 0]",egoistical,0,0,0,23,0,0
2119,param_5_low,"[0.75, 0.0]",[ 20 120],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2120,param_6_low,"[0.75, 0.0]",[40 60],"[-1, 0]",pomdp,0,0,0,26,0,0
2121,param_6_low,"[0.75, 0.0]",[40 60],"[-1, 0]",myopic,1,1,0,26,10,2
2122,param_6_low,"[0.75, 0.0]",[40 60],"[-1, 0]",egoistical,0,0,0,26,0,0
2123,param_6_low,"[0.75, 0.0]",[40 60],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
2124,param_7_low,"[0.75, 0.0]",[40 80],"[-1, 0]",pomdp,0,0,0,26,0,0
2125,param_7_low,"[0.75, 0.0]",[40 80],"[-1, 0]",myopic,1,1,0,26,10,2
2126,param_7_low,"[0.75, 0.0]",[40 80],"[-1, 0]",egoistical,0,0,0,26,0,0
2127,param_7_low,"[0.75, 0.0]",[40 80],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
2128,param_8_low,"[0.75, 0.0]",[ 40 100],"[-1, 0]",pomdp,0,0,0,26,0,0
2129,param_8_low,"[0.75, 0.0]",[ 40 100],"[-1, 0]",myopic,1,1,0,26,10,2
2130,param_8_low,"[0.75, 0.0]",[ 40 100],"[-1, 0]",egoistical,0,0,0,26,0,0
2131,param_8_low,"[0.75, 0.0]",[ 40 100],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
2132,param_9_low,"[0.75, 0.0]",[ 40 120],"[-1, 0]",pomdp,0,0,0,26,0,0
2133,param_9_low,"[0.75, 0.0]",[ 40 120],"[-1, 0]",myopic,1,1,0,26,10,2
2134,param_9_low,"[0.75, 0.0]",[ 40 120],"[-1, 0]",egoistical,0,0,0,26,0,0
2135,param_9_low,"[0.75, 0.0]",[ 40 120],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
2136,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, 0]",pomdp,0,0,0,26,0,0
2137,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, 0]",myopic,1,1,0,26,10,2
2138,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, 0]",egoistical,0,0,0,26,0,0
2139,param_10_low,"[0.75, 0.0]",[ 40 140],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
2140,param_11_low,"[0.75, 0.0]",[60 80],"[-1, 0]",pomdp,0,0,0,27,0,0
2141,param_11_low,"[0.75, 0.0]",[60 80],"[-1, 0]",myopic,1,1,0,27,10,2
2142,param_11_low,"[0.75, 0.0]",[60 80],"[-1, 0]",egoistical,0,0,0,27,0,0
2143,param_11_low,"[0.75, 0.0]",[60 80],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
2144,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, 0]",pomdp,0,0,0,27,0,0
2145,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, 0]",myopic,1,1,0,27,10,2
2146,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, 0]",egoistical,0,0,0,27,0,0
2147,param_12_low,"[0.75, 0.0]",[ 60 100],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
2148,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, 0]",pomdp,0,0,0,27,0,0
2149,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, 0]",myopic,1,1,0,27,10,2
2150,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, 0]",egoistical,0,0,0,27,0,0
2151,param_13_low,"[0.75, 0.0]",[ 60 120],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
2152,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, 0]",pomdp,0,0,0,27,0,0
2153,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, 0]",myopic,1,1,0,27,10,2
2154,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, 0]",egoistical,0,0,0,27,0,0
2155,param_14_low,"[0.75, 0.0]",[ 60 140],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
2156,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, 0]",pomdp,0,0,0,23,0,0
2157,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, 0]",myopic,1,1,0,23,10,2
2158,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, 0]",egoistical,0,0,0,23,0,0
2159,param_15_low,"[0.75, 0.0]",[ 20 140],"[-1, 0]",pomdp_wo_perf,0,0,0,23,0,0
2160,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, 0]",pomdp,0,0,0,27,6,1
2161,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, 0]",myopic,1,1,0,27,10,2
2162,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, 0]",egoistical,0,0,0,27,0,0
2163,param_16_low,"[0.75, 0.0]",[ 80 100],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2164,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, 0]",pomdp,0,0,0,27,6,1
2165,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, 0]",myopic,1,1,0,27,10,2
2166,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, 0]",egoistical,0,0,0,27,0,0
2167,param_17_low,"[0.75, 0.0]",[ 80 120],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2168,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, 0]",pomdp,0,0,0,27,6,1
2169,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, 0]",myopic,1,1,0,27,10,2
2170,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, 0]",egoistical,0,0,0,27,0,0
2171,param_18_low,"[0.75, 0.0]",[ 80 140],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2172,param_19_low,"[0.75, 0.0]",[100 120],"[-1, 0]",pomdp,0,0,0,27,6,1
2173,param_19_low,"[0.75, 0.0]",[100 120],"[-1, 0]",myopic,1,1,0,27,10,2
2174,param_19_low,"[0.75, 0.0]",[100 120],"[-1, 0]",egoistical,0,0,0,27,0,0
2175,param_19_low,"[0.75, 0.0]",[100 120],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2176,param_20_low,"[0.75, 0.0]",[100 140],"[-1, 0]",pomdp,0,0,0,27,6,1
2177,param_20_low,"[0.75, 0.0]",[100 140],"[-1, 0]",myopic,1,1,0,27,10,2
2178,param_20_low,"[0.75, 0.0]",[100 140],"[-1, 0]",egoistical,0,0,0,27,0,0
2179,param_20_low,"[0.75, 0.0]",[100 140],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2180,param_21_low,"[0.75, 0.0]",[120 140],"[-1, 0]",pomdp,0,0,0,27,6,1
2181,param_21_low,"[0.75, 0.0]",[120 140],"[-1, 0]",myopic,1,1,0,27,10,2
2182,param_21_low,"[0.75, 0.0]",[120 140],"[-1, 0]",egoistical,0,0,0,27,0,0
2183,param_21_low,"[0.75, 0.0]",[120 140],"[-1, 0]",pomdp_wo_perf,0,0,0,27,5,1
2184,param_1_low,"[0.75, 0.0]",[20 40],"[0, -1]",pomdp,0,0,0,23,0,0
2185,param_1_low,"[0.75, 0.0]",[20 40],"[0, -1]",myopic,0,0,0,31,10,2
2186,param_1_low,"[0.75, 0.0]",[20 40],"[0, -1]",egoistical,0,0,0,23,0,0
2187,param_1_low,"[0.75, 0.0]",[20 40],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2188,param_2_low,"[0.75, 0.0]",[20 60],"[0, -1]",pomdp,0,0,0,23,0,0
2189,param_2_low,"[0.75, 0.0]",[20 60],"[0, -1]",myopic,1,1,0,32,10,2
2190,param_2_low,"[0.75, 0.0]",[20 60],"[0, -1]",egoistical,0,0,0,23,0,0
2191,param_2_low,"[0.75, 0.0]",[20 60],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2192,param_3_low,"[0.75, 0.0]",[20 80],"[0, -1]",pomdp,0,0,0,23,0,0
2193,param_3_low,"[0.75, 0.0]",[20 80],"[0, -1]",myopic,1,1,0,32,10,2
2194,param_3_low,"[0.75, 0.0]",[20 80],"[0, -1]",egoistical,0,0,0,23,0,0
2195,param_3_low,"[0.75, 0.0]",[20 80],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2196,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, -1]",pomdp,0,0,0,23,0,0
2197,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, -1]",myopic,1,1,0,32,10,2
2198,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, -1]",egoistical,0,0,0,23,0,0
2199,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2200,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, -1]",pomdp,0,0,0,23,0,0
2201,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, -1]",myopic,1,1,0,32,10,2
2202,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, -1]",egoistical,0,0,0,23,0,0
2203,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2204,param_6_low,"[0.75, 0.0]",[40 60],"[0, -1]",pomdp,0,0,0,26,0,0
2205,param_6_low,"[0.75, 0.0]",[40 60],"[0, -1]",myopic,0,0,0,31,10,2
2206,param_6_low,"[0.75, 0.0]",[40 60],"[0, -1]",egoistical,0,0,0,26,0,0
2207,param_6_low,"[0.75, 0.0]",[40 60],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
2208,param_7_low,"[0.75, 0.0]",[40 80],"[0, -1]",pomdp,0,0,0,26,0,0
2209,param_7_low,"[0.75, 0.0]",[40 80],"[0, -1]",myopic,1,1,0,31,10,2
2210,param_7_low,"[0.75, 0.0]",[40 80],"[0, -1]",egoistical,0,0,0,26,0,0
2211,param_7_low,"[0.75, 0.0]",[40 80],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
2212,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, -1]",pomdp,0,0,0,26,0,0
2213,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, -1]",myopic,1,1,0,33,10,2
2214,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, -1]",egoistical,0,0,0,26,0,0
2215,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
2216,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, -1]",pomdp,0,0,0,26,0,0
2217,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, -1]",myopic,1,1,0,31,10,2
2218,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, -1]",egoistical,0,0,0,26,0,0
2219,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
2220,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, -1]",pomdp,0,0,0,26,0,0
2221,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, -1]",myopic,1,1,0,30,10,2
2222,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, -1]",egoistical,0,0,0,26,0,0
2223,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
2224,param_11_low,"[0.75, 0.0]",[60 80],"[0, -1]",pomdp,0,0,0,27,0,0
2225,param_11_low,"[0.75, 0.0]",[60 80],"[0, -1]",myopic,0,0,0,30,10,2
2226,param_11_low,"[0.75, 0.0]",[60 80],"[0, -1]",egoistical,0,0,0,27,0,0
2227,param_11_low,"[0.75, 0.0]",[60 80],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
2228,param_12_low,"[0.75, 0.0]",[ 60 100],"[0, -1]",pomdp,0,0,0,27,0,0
2229,param_12_low,"[0.75, 0.0]",[ 60 100],"[0, -1]",myopic,1,1,0,29,10,2
2230,param_12_low,"[0.75, 0.0]",[ 60 100],"[0, -1]",egoistical,0,0,0,27,0,0
2231,param_12_low,"[0.75, 0.0]",[ 60 100],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
2232,param_13_low,"[0.75, 0.0]",[ 60 120],"[0, -1]",pomdp,0,0,0,27,0,0
2233,param_13_low,"[0.75, 0.0]",[ 60 120],"[0, -1]",myopic,1,1,0,29,10,2
2234,param_13_low,"[0.75, 0.0]",[ 60 120],"[0, -1]",egoistical,0,0,0,27,0,0
2235,param_13_low,"[0.75, 0.0]",[ 60 120],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
2236,param_14_low,"[0.75, 0.0]",[ 60 140],"[0, -1]",pomdp,0,0,0,27,0,0
2237,param_14_low,"[0.75, 0.0]",[ 60 140],"[0, -1]",myopic,1,1,0,28,10,2
2238,param_14_low,"[0.75, 0.0]",[ 60 140],"[0, -1]",egoistical,0,0,0,27,0,0
2239,param_14_low,"[0.75, 0.0]",[ 60 140],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
2240,param_15_low,"[0.75, 0.0]",[ 20 140],"[0, -1]",pomdp,0,0,0,23,0,0
2241,param_15_low,"[0.75, 0.0]",[ 20 140],"[0, -1]",myopic,1,1,0,31,10,2
2242,param_15_low,"[0.75, 0.0]",[ 20 140],"[0, -1]",egoistical,0,0,0,23,0,0
2243,param_15_low,"[0.75, 0.0]",[ 20 140],"[0, -1]",pomdp_wo_perf,0,0,0,23,0,0
2244,param_16_low,"[0.75, 0.0]",[ 80 100],"[0, -1]",pomdp,0,0,0,17,6,1
2245,param_16_low,"[0.75, 0.0]",[ 80 100],"[0, -1]",myopic,0,0,0,28,10,2
2246,param_16_low,"[0.75, 0.0]",[ 80 100],"[0, -1]",egoistical,0,0,0,27,0,0
2247,param_16_low,"[0.75, 0.0]",[ 80 100],"[0, -1]",pomdp_wo_perf,1,1,0,21,10,2
2248,param_17_low,"[0.75, 0.0]",[ 80 120],"[0, -1]",pomdp,0,0,0,17,6,1
2249,param_17_low,"[0.75, 0.0]",[ 80 120],"[0, -1]",myopic,1,1,0,28,10,2
2250,param_17_low,"[0.75, 0.0]",[ 80 120],"[0, -1]",egoistical,0,0,0,27,0,0
2251,param_17_low,"[0.75, 0.0]",[ 80 120],"[0, -1]",pomdp_wo_perf,1,1,0,21,10,2
2252,param_18_low,"[0.75, 0.0]",[ 80 140],"[0, -1]",pomdp,0,0,0,17,6,1
2253,param_18_low,"[0.75, 0.0]",[ 80 140],"[0, -1]",myopic,1,1,0,27,10,2
2254,param_18_low,"[0.75, 0.0]",[ 80 140],"[0, -1]",egoistical,0,0,0,27,0,0
2255,param_18_low,"[0.75, 0.0]",[ 80 140],"[0, -1]",pomdp_wo_perf,1,1,0,21,10,2
2256,param_19_low,"[0.75, 0.0]",[100 120],"[0, -1]",pomdp,0,0,0,16,6,1
2257,param_19_low,"[0.75, 0.0]",[100 120],"[0, -1]",myopic,1,1,0,27,10,2
2258,param_19_low,"[0.75, 0.0]",[100 120],"[0, -1]",egoistical,0,0,0,27,0,0
2259,param_19_low,"[0.75, 0.0]",[100 120],"[0, -1]",pomdp_wo_perf,1,1,0,25,15,3
2260,param_20_low,"[0.75, 0.0]",[100 140],"[0, -1]",pomdp,0,0,0,16,6,1
2261,param_20_low,"[0.75, 0.0]",[100 140],"[0, -1]",myopic,1,1,0,26,10,2
2262,param_20_low,"[0.75, 0.0]",[100 140],"[0, -1]",egoistical,0,0,0,27,0,0
2263,param_20_low,"[0.75, 0.0]",[100 140],"[0, -1]",pomdp_wo_perf,1,1,0,25,15,3
2264,param_21_low,"[0.75, 0.0]",[120 140],"[0, -1]",pomdp,0,0,0,15,6,1
2265,param_21_low,"[0.75, 0.0]",[120 140],"[0, -1]",myopic,1,1,0,26,10,2
2266,param_21_low,"[0.75, 0.0]",[120 140],"[0, -1]",egoistical,0,0,0,27,0,0
2267,param_21_low,"[0.75, 0.0]",[120 140],"[0, -1]",pomdp_wo_perf,1,1,0,25,15,3
2268,param_1_low,"[0.75, 0.0]",[20 40],"[0, 0]",pomdp,0,0,0,23,0,0
2269,param_1_low,"[0.75, 0.0]",[20 40],"[0, 0]",myopic,1,1,0,25,10,2
2270,param_1_low,"[0.75, 0.0]",[20 40],"[0, 0]",egoistical,0,0,0,23,0,0
2271,param_1_low,"[0.75, 0.0]",[20 40],"[0, 0]",pomdp_wo_perf,0,0,0,23,0,0
2272,param_2_low,"[0.75, 0.0]",[20 60],"[0, 0]",pomdp,0,0,0,23,0,0
2273,param_2_low,"[0.75, 0.0]",[20 60],"[0, 0]",myopic,2,2,0,23,10,2
2274,param_2_low,"[0.75, 0.0]",[20 60],"[0, 0]",egoistical,0,0,0,23,0,0
2275,param_2_low,"[0.75, 0.0]",[20 60],"[0, 0]",pomdp_wo_perf,0,0,0,23,0,0
2276,param_3_low,"[0.75, 0.0]",[20 80],"[0, 0]",pomdp,0,0,0,23,0,0
2277,param_3_low,"[0.75, 0.0]",[20 80],"[0, 0]",myopic,2,2,0,21,10,2
2278,param_3_low,"[0.75, 0.0]",[20 80],"[0, 0]",egoistical,0,0,0,23,0,0
2279,param_3_low,"[0.75, 0.0]",[20 80],"[0, 0]",pomdp_wo_perf,0,0,0,23,0,0
2280,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, 0]",pomdp,0,0,0,23,0,0
2281,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, 0]",myopic,2,2,0,21,10,2
2282,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, 0]",egoistical,0,0,0,23,0,0
2283,param_4_low,"[0.75, 0.0]",[ 20 100],"[0, 0]",pomdp_wo_perf,0,0,0,23,0,0
2284,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, 0]",pomdp,0,0,0,23,0,0
2285,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, 0]",myopic,2,2,0,21,10,2
2286,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, 0]",egoistical,0,0,0,23,0,0
2287,param_5_low,"[0.75, 0.0]",[ 20 120],"[0, 0]",pomdp_wo_perf,0,0,0,23,0,0
2288,param_6_low,"[0.75, 0.0]",[40 60],"[0, 0]",pomdp,0,0,0,26,0,0
2289,param_6_low,"[0.75, 0.0]",[40 60],"[0, 0]",myopic,1,1,0,24,10,2
2290,param_6_low,"[0.75, 0.0]",[40 60],"[0, 0]",egoistical,0,0,0,26,0,0
2291,param_6_low,"[0.75, 0.0]",[40 60],"[0, 0]",pomdp_wo_perf,0,0,0,26,0,0
2292,param_7_low,"[0.75, 0.0]",[40 80],"[0, 0]",pomdp,0,0,0,26,0,0
2293,param_7_low,"[0.75, 0.0]",[40 80],"[0, 0]",myopic,2,2,0,21,10,2
2294,param_7_low,"[0.75, 0.0]",[40 80],"[0, 0]",egoistical,0,0,0,26,0,0
2295,param_7_low,"[0.75, 0.0]",[40 80],"[0, 0]",pomdp_wo_perf,0,0,0,26,0,0
2296,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, 0]",pomdp,0,0,0,26,0,0
2297,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, 0]",myopic,2,2,0,20,10,2
2298,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, 0]",egoistical,0,0,0,26,0,0
2299,param_8_low,"[0.75, 0.0]",[ 40 100],"[0, 0]",pomdp_wo_perf,0,0,0,26,0,0
2300,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, 0]",pomdp,0,0,0,26,0,0
2301,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, 0]",myopic,2,2,0,20,10,2
2302,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, 0]",egoistical,0,0,0,26,0,0
2303,param_9_low,"[0.75, 0.0]",[ 40 120],"[0, 0]",pomdp_wo_perf,0,0,0,26,0,0
2304,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, 0]",pomdp,0,0,0,26,0,0
2305,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, 0]",myopic,2,2,0,20,10,2
2306,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, 0]",egoistical,0,0,0,26,0,0
2307,param_10_low,"[0.75, 0.0]",[ 40 140],"[0, 0]",pomdp_wo_perf,0,0,0,26,0,0
2308,param_11_low,"[0.75, 0.0]",[60 80],"[0, 0]",pomdp,0,0,0,27,0,0
2309,param_11_low,"[0.75, 0.0]",[60 80],"[0, 0]",myopic,1,1,0,22,10,2
2310,param_11_low,"[0.75, 0.0]",[60 80],"[0, 0]",egoistical,0,0,0,27,0,0
