,param,risk,position,intervention,agent,cumlative_risk,cumlative_risk_low,cumlative_risk_high,travel_time,request_time,request_count
3665,param_14_low,"[0.0, 0.5]",[ 60 140],"[0, 0]",myopic,2,2,0,18,10,2
3666,param_14_low,"[0.0, 0.5]",[ 60 140],"[0, 0]",egoistical,0,0,0,26,0,0
3667,param_14_low,"[0.0, 0.5]",[ 60 140],"[0, 0]",pomdp_wo_perf,1,1,0,24,15,3
3668,param_15_low,"[0.0, 0.5]",[ 20 140],"[0, 0]",pomdp,0,0,0,15,6,1
3669,param_15_low,"[0.0, 0.5]",[ 20 140],"[0, 0]",myopic,2,2,0,21,10,2
3670,param_15_low,"[0.0, 0.5]",[ 20 140],"[0, 0]",egoistical,0,0,0,26,0,0
3671,param_15_low,"[0.0, 0.5]",[ 20 140],"[0, 0]",pomdp_wo_perf,1,1,0,24,15,3
3672,param_16_low,"[0.0, 0.5]",[ 80 100],"[0, 0]",pomdp,0,0,0,16,6,1
3673,param_16_low,"[0.0, 0.5]",[ 80 100],"[0, 0]",myopic,2,2,0,19,10,2
3674,param_16_low,"[0.0, 0.5]",[ 80 100],"[0, 0]",egoistical,0,0,0,27,0,0
3675,param_16_low,"[0.0, 0.5]",[ 80 100],"[0, 0]",pomdp_wo_perf,1,1,0,25,15,3
3676,param_17_low,"[0.0, 0.5]",[ 80 120],"[0, 0]",pomdp,0,0,0,15,6,1
3677,param_17_low,"[0.0, 0.5]",[ 80 120],"[0, 0]",myopic,2,2,0,17,10,2
3678,param_17_low,"[0.0, 0.5]",[ 80 120],"[0, 0]",egoistical,0,0,0,27,0,0
3679,param_17_low,"[0.0, 0.5]",[ 80 120],"[0, 0]",pomdp_wo_perf,1,1,0,25,15,3
3680,param_18_low,"[0.0, 0.5]",[ 80 140],"[0, 0]",pomdp,0,0,0,15,6,1
3681,param_18_low,"[0.0, 0.5]",[ 80 140],"[0, 0]",myopic,2,2,0,16,10,2
3682,param_18_low,"[0.0, 0.5]",[ 80 140],"[0, 0]",egoistical,0,0,0,26,0,0
3683,param_18_low,"[0.0, 0.5]",[ 80 140],"[0, 0]",pomdp_wo_perf,1,1,0,24,15,3
3684,param_19_low,"[0.0, 0.5]",[100 120],"[0, 0]",pomdp,0,0,0,15,6,1
3685,param_19_low,"[0.0, 0.5]",[100 120],"[0, 0]",myopic,2,2,0,17,10,2
3686,param_19_low,"[0.0, 0.5]",[100 120],"[0, 0]",egoistical,0,0,0,27,0,0
3687,param_19_low,"[0.0, 0.5]",[100 120],"[0, 0]",pomdp_wo_perf,1,1,0,25,15,3
3688,param_20_low,"[0.0, 0.5]",[100 140],"[0, 0]",pomdp,0,0,0,15,6,1
3689,param_20_low,"[0.0, 0.5]",[100 140],"[0, 0]",myopic,2,2,0,16,10,2
3690,param_20_low,"[0.0, 0.5]",[100 140],"[0, 0]",egoistical,0,0,0,26,0,0
3691,param_20_low,"[0.0, 0.5]",[100 140],"[0, 0]",pomdp_wo_perf,1,1,0,24,15,3
3692,param_21_low,"[0.0, 0.5]",[120 140],"[0, 0]",pomdp,0,0,0,15,6,1
3693,param_21_low,"[0.0, 0.5]",[120 140],"[0, 0]",myopic,2,2,0,16,10,2
3694,param_21_low,"[0.0, 0.5]",[120 140],"[0, 0]",egoistical,0,0,0,26,0,0
3695,param_21_low,"[0.0, 0.5]",[120 140],"[0, 0]",pomdp_wo_perf,1,1,0,24,15,3
3696,param_1_low,"[0.0, 0.75]",[20 40],"[-1, -1]",pomdp,0,0,0,26,0,0
3697,param_1_low,"[0.0, 0.75]",[20 40],"[-1, -1]",myopic,0,0,0,31,10,2
3698,param_1_low,"[0.0, 0.75]",[20 40],"[-1, -1]",egoistical,0,0,0,26,0,0
3699,param_1_low,"[0.0, 0.75]",[20 40],"[-1, -1]",pomdp_wo_perf,0,0,0,26,0,0
3700,param_2_low,"[0.0, 0.75]",[20 60],"[-1, -1]",pomdp,0,0,0,27,0,0
3701,param_2_low,"[0.0, 0.75]",[20 60],"[-1, -1]",myopic,0,0,0,33,10,2
3702,param_2_low,"[0.0, 0.75]",[20 60],"[-1, -1]",egoistical,0,0,0,27,0,0
3703,param_2_low,"[0.0, 0.75]",[20 60],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
3704,param_3_low,"[0.0, 0.75]",[20 80],"[-1, -1]",pomdp,0,0,0,27,6,1
3705,param_3_low,"[0.0, 0.75]",[20 80],"[-1, -1]",myopic,0,0,0,36,10,2
3706,param_3_low,"[0.0, 0.75]",[20 80],"[-1, -1]",egoistical,0,0,0,27,0,0
3707,param_3_low,"[0.0, 0.75]",[20 80],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3708,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, -1]",pomdp,0,0,0,27,6,1
3709,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, -1]",myopic,0,0,0,34,10,2
3710,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, -1]",egoistical,0,0,0,27,0,0
3711,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3712,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, -1]",pomdp,0,0,0,27,6,1
3713,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, -1]",myopic,0,0,0,35,10,2
3714,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, -1]",egoistical,0,0,0,27,0,0
3715,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3716,param_6_low,"[0.0, 0.75]",[40 60],"[-1, -1]",pomdp,0,0,0,27,0,0
3717,param_6_low,"[0.0, 0.75]",[40 60],"[-1, -1]",myopic,0,0,0,34,10,2
3718,param_6_low,"[0.0, 0.75]",[40 60],"[-1, -1]",egoistical,0,0,0,27,0,0
3719,param_6_low,"[0.0, 0.75]",[40 60],"[-1, -1]",pomdp_wo_perf,0,0,0,27,0,0
3720,param_7_low,"[0.0, 0.75]",[40 80],"[-1, -1]",pomdp,0,0,0,27,6,1
3721,param_7_low,"[0.0, 0.75]",[40 80],"[-1, -1]",myopic,0,0,0,36,10,2
3722,param_7_low,"[0.0, 0.75]",[40 80],"[-1, -1]",egoistical,0,0,0,27,0,0
3723,param_7_low,"[0.0, 0.75]",[40 80],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3724,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, -1]",pomdp,0,0,0,27,6,1
3725,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, -1]",myopic,0,0,0,39,10,2
3726,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, -1]",egoistical,0,0,0,27,0,0
3727,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3728,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, -1]",pomdp,0,0,0,27,6,1
3729,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, -1]",myopic,0,0,0,37,10,2
3730,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, -1]",egoistical,0,0,0,27,0,0
3731,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3732,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3733,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, -1]",myopic,0,0,0,37,10,2
3734,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3735,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3736,param_11_low,"[0.0, 0.75]",[60 80],"[-1, -1]",pomdp,0,0,0,27,6,1
3737,param_11_low,"[0.0, 0.75]",[60 80],"[-1, -1]",myopic,0,0,0,35,10,2
3738,param_11_low,"[0.0, 0.75]",[60 80],"[-1, -1]",egoistical,0,0,0,27,0,0
3739,param_11_low,"[0.0, 0.75]",[60 80],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3740,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, -1]",pomdp,0,0,0,27,6,1
3741,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, -1]",myopic,0,0,0,37,10,2
3742,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, -1]",egoistical,0,0,0,27,0,0
3743,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3744,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, -1]",pomdp,0,0,0,27,6,1
3745,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, -1]",myopic,0,0,0,40,10,2
3746,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, -1]",egoistical,0,0,0,27,0,0
3747,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3748,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3749,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, -1]",myopic,0,0,0,37,10,2
3750,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3751,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3752,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3753,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, -1]",myopic,0,0,0,34,10,2
3754,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3755,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3756,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, -1]",pomdp,0,0,0,27,6,1
3757,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, -1]",myopic,0,0,0,35,10,2
3758,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, -1]",egoistical,0,0,0,27,0,0
3759,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3760,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, -1]",pomdp,0,0,0,27,6,1
3761,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, -1]",myopic,0,0,0,37,10,2
3762,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, -1]",egoistical,0,0,0,27,0,0
3763,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3764,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3765,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, -1]",myopic,0,0,0,39,10,2
3766,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3767,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3768,param_19_low,"[0.0, 0.75]",[100 120],"[-1, -1]",pomdp,0,0,0,27,6,1
3769,param_19_low,"[0.0, 0.75]",[100 120],"[-1, -1]",myopic,0,0,0,35,10,2
3770,param_19_low,"[0.0, 0.75]",[100 120],"[-1, -1]",egoistical,0,0,0,27,0,0
3771,param_19_low,"[0.0, 0.75]",[100 120],"[-1, -1]",pomdp_wo_perf,0,0,0,27,5,1
3772,param_20_low,"[0.0, 0.75]",[100 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3773,param_20_low,"[0.0, 0.75]",[100 140],"[-1, -1]",myopic,0,0,0,36,10,2
3774,param_20_low,"[0.0, 0.75]",[100 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3775,param_20_low,"[0.0, 0.75]",[100 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3776,param_21_low,"[0.0, 0.75]",[120 140],"[-1, -1]",pomdp,0,0,0,26,6,1
3777,param_21_low,"[0.0, 0.75]",[120 140],"[-1, -1]",myopic,0,0,0,34,10,2
3778,param_21_low,"[0.0, 0.75]",[120 140],"[-1, -1]",egoistical,0,0,0,26,0,0
3779,param_21_low,"[0.0, 0.75]",[120 140],"[-1, -1]",pomdp_wo_perf,0,0,0,26,5,1
3780,param_1_low,"[0.0, 0.75]",[20 40],"[-1, 0]",pomdp,0,0,0,26,0,0
3781,param_1_low,"[0.0, 0.75]",[20 40],"[-1, 0]",myopic,1,1,0,25,10,2
3782,param_1_low,"[0.0, 0.75]",[20 40],"[-1, 0]",egoistical,0,0,0,26,0,0
3783,param_1_low,"[0.0, 0.75]",[20 40],"[-1, 0]",pomdp_wo_perf,0,0,0,26,0,0
3784,param_2_low,"[0.0, 0.75]",[20 60],"[-1, 0]",pomdp,0,0,0,27,0,0
3785,param_2_low,"[0.0, 0.75]",[20 60],"[-1, 0]",myopic,1,1,0,23,10,2
3786,param_2_low,"[0.0, 0.75]",[20 60],"[-1, 0]",egoistical,0,0,0,27,0,0
3787,param_2_low,"[0.0, 0.75]",[20 60],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
3788,param_3_low,"[0.0, 0.75]",[20 80],"[-1, 0]",pomdp,0,0,0,17,6,1
3789,param_3_low,"[0.0, 0.75]",[20 80],"[-1, 0]",myopic,1,1,0,23,10,2
3790,param_3_low,"[0.0, 0.75]",[20 80],"[-1, 0]",egoistical,0,0,0,27,0,0
3791,param_3_low,"[0.0, 0.75]",[20 80],"[-1, 0]",pomdp_wo_perf,1,1,0,21,10,2
3792,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, 0]",pomdp,0,0,0,16,6,1
3793,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, 0]",myopic,1,1,0,23,10,2
3794,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, 0]",egoistical,0,0,0,27,0,0
3795,param_4_low,"[0.0, 0.75]",[ 20 100],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3796,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, 0]",pomdp,0,0,0,15,6,1
3797,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, 0]",myopic,1,1,0,23,10,2
3798,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, 0]",egoistical,0,0,0,27,0,0
3799,param_5_low,"[0.0, 0.75]",[ 20 120],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3800,param_6_low,"[0.0, 0.75]",[40 60],"[-1, 0]",pomdp,0,0,0,27,0,0
3801,param_6_low,"[0.0, 0.75]",[40 60],"[-1, 0]",myopic,1,1,0,26,10,2
3802,param_6_low,"[0.0, 0.75]",[40 60],"[-1, 0]",egoistical,0,0,0,27,0,0
3803,param_6_low,"[0.0, 0.75]",[40 60],"[-1, 0]",pomdp_wo_perf,0,0,0,27,0,0
3804,param_7_low,"[0.0, 0.75]",[40 80],"[-1, 0]",pomdp,0,0,0,17,6,1
3805,param_7_low,"[0.0, 0.75]",[40 80],"[-1, 0]",myopic,1,1,0,26,10,2
3806,param_7_low,"[0.0, 0.75]",[40 80],"[-1, 0]",egoistical,0,0,0,27,0,0
3807,param_7_low,"[0.0, 0.75]",[40 80],"[-1, 0]",pomdp_wo_perf,1,1,0,21,10,2
3808,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, 0]",pomdp,0,0,0,16,6,1
3809,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, 0]",myopic,1,1,0,26,10,2
3810,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, 0]",egoistical,0,0,0,27,0,0
3811,param_8_low,"[0.0, 0.75]",[ 40 100],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3812,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, 0]",pomdp,0,0,0,15,6,1
3813,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, 0]",myopic,1,1,0,26,10,2
3814,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, 0]",egoistical,0,0,0,27,0,0
3815,param_9_low,"[0.0, 0.75]",[ 40 120],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3816,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3817,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, 0]",myopic,1,1,0,26,10,2
3818,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3819,param_10_low,"[0.0, 0.75]",[ 40 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3820,param_11_low,"[0.0, 0.75]",[60 80],"[-1, 0]",pomdp,0,0,0,17,6,1
3821,param_11_low,"[0.0, 0.75]",[60 80],"[-1, 0]",myopic,1,1,0,27,10,2
3822,param_11_low,"[0.0, 0.75]",[60 80],"[-1, 0]",egoistical,0,0,0,27,0,0
3823,param_11_low,"[0.0, 0.75]",[60 80],"[-1, 0]",pomdp_wo_perf,1,1,0,21,10,2
3824,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, 0]",pomdp,0,0,0,16,6,1
3825,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, 0]",myopic,1,1,0,27,10,2
3826,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, 0]",egoistical,0,0,0,27,0,0
3827,param_12_low,"[0.0, 0.75]",[ 60 100],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3828,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, 0]",pomdp,0,0,0,15,6,1
3829,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, 0]",myopic,1,1,0,27,10,2
3830,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, 0]",egoistical,0,0,0,27,0,0
3831,param_13_low,"[0.0, 0.75]",[ 60 120],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3832,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3833,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, 0]",myopic,1,1,0,27,10,2
3834,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3835,param_14_low,"[0.0, 0.75]",[ 60 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3836,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3837,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, 0]",myopic,1,1,0,23,10,2
3838,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3839,param_15_low,"[0.0, 0.75]",[ 20 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3840,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, 0]",pomdp,0,0,0,16,6,1
3841,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, 0]",myopic,1,1,0,27,10,2
3842,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, 0]",egoistical,0,0,0,27,0,0
3843,param_16_low,"[0.0, 0.75]",[ 80 100],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3844,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, 0]",pomdp,0,0,0,15,6,1
3845,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, 0]",myopic,1,1,0,27,10,2
3846,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, 0]",egoistical,0,0,0,27,0,0
3847,param_17_low,"[0.0, 0.75]",[ 80 120],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3848,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3849,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, 0]",myopic,1,1,0,27,10,2
3850,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3851,param_18_low,"[0.0, 0.75]",[ 80 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3852,param_19_low,"[0.0, 0.75]",[100 120],"[-1, 0]",pomdp,0,0,0,15,6,1
3853,param_19_low,"[0.0, 0.75]",[100 120],"[-1, 0]",myopic,1,1,0,27,10,2
3854,param_19_low,"[0.0, 0.75]",[100 120],"[-1, 0]",egoistical,0,0,0,27,0,0
3855,param_19_low,"[0.0, 0.75]",[100 120],"[-1, 0]",pomdp_wo_perf,1,1,0,25,15,3
3856,param_20_low,"[0.0, 0.75]",[100 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3857,param_20_low,"[0.0, 0.75]",[100 140],"[-1, 0]",myopic,1,1,0,27,10,2
3858,param_20_low,"[0.0, 0.75]",[100 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3859,param_20_low,"[0.0, 0.75]",[100 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3860,param_21_low,"[0.0, 0.75]",[120 140],"[-1, 0]",pomdp,0,0,0,15,6,1
3861,param_21_low,"[0.0, 0.75]",[120 140],"[-1, 0]",myopic,1,1,0,27,10,2
3862,param_21_low,"[0.0, 0.75]",[120 140],"[-1, 0]",egoistical,0,0,0,26,0,0
3863,param_21_low,"[0.0, 0.75]",[120 140],"[-1, 0]",pomdp_wo_perf,1,1,0,24,15,3
3864,param_1_low,"[0.0, 0.75]",[20 40],"[0, -1]",pomdp,0,0,0,26,0,0
3865,param_1_low,"[0.0, 0.75]",[20 40],"[0, -1]",myopic,0,0,0,31,10,2
3866,param_1_low,"[0.0, 0.75]",[20 40],"[0, -1]",egoistical,0,0,0,26,0,0
3867,param_1_low,"[0.0, 0.75]",[20 40],"[0, -1]",pomdp_wo_perf,0,0,0,26,0,0
3868,param_2_low,"[0.0, 0.75]",[20 60],"[0, -1]",pomdp,0,0,0,27,0,0
3869,param_2_low,"[0.0, 0.75]",[20 60],"[0, -1]",myopic,1,1,0,32,10,2
3870,param_2_low,"[0.0, 0.75]",[20 60],"[0, -1]",egoistical,0,0,0,27,0,0
3871,param_2_low,"[0.0, 0.75]",[20 60],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
3872,param_3_low,"[0.0, 0.75]",[20 80],"[0, -1]",pomdp,0,0,0,27,6,1
3873,param_3_low,"[0.0, 0.75]",[20 80],"[0, -1]",myopic,1,1,0,32,10,2
3874,param_3_low,"[0.0, 0.75]",[20 80],"[0, -1]",egoistical,0,0,0,27,0,0
3875,param_3_low,"[0.0, 0.75]",[20 80],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3876,param_4_low,"[0.0, 0.75]",[ 20 100],"[0, -1]",pomdp,0,0,0,27,6,1
3877,param_4_low,"[0.0, 0.75]",[ 20 100],"[0, -1]",myopic,1,1,0,32,10,2
3878,param_4_low,"[0.0, 0.75]",[ 20 100],"[0, -1]",egoistical,0,0,0,27,0,0
3879,param_4_low,"[0.0, 0.75]",[ 20 100],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3880,param_5_low,"[0.0, 0.75]",[ 20 120],"[0, -1]",pomdp,0,0,0,27,6,1
3881,param_5_low,"[0.0, 0.75]",[ 20 120],"[0, -1]",myopic,1,1,0,32,10,2
3882,param_5_low,"[0.0, 0.75]",[ 20 120],"[0, -1]",egoistical,0,0,0,27,0,0
3883,param_5_low,"[0.0, 0.75]",[ 20 120],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3884,param_6_low,"[0.0, 0.75]",[40 60],"[0, -1]",pomdp,0,0,0,27,0,0
3885,param_6_low,"[0.0, 0.75]",[40 60],"[0, -1]",myopic,0,0,0,31,10,2
3886,param_6_low,"[0.0, 0.75]",[40 60],"[0, -1]",egoistical,0,0,0,27,0,0
3887,param_6_low,"[0.0, 0.75]",[40 60],"[0, -1]",pomdp_wo_perf,0,0,0,27,0,0
3888,param_7_low,"[0.0, 0.75]",[40 80],"[0, -1]",pomdp,0,0,0,27,6,1
3889,param_7_low,"[0.0, 0.75]",[40 80],"[0, -1]",myopic,1,1,0,31,10,2
3890,param_7_low,"[0.0, 0.75]",[40 80],"[0, -1]",egoistical,0,0,0,27,0,0
3891,param_7_low,"[0.0, 0.75]",[40 80],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3892,param_8_low,"[0.0, 0.75]",[ 40 100],"[0, -1]",pomdp,0,0,0,27,6,1
3893,param_8_low,"[0.0, 0.75]",[ 40 100],"[0, -1]",myopic,1,1,0,33,10,2
3894,param_8_low,"[0.0, 0.75]",[ 40 100],"[0, -1]",egoistical,0,0,0,27,0,0
3895,param_8_low,"[0.0, 0.75]",[ 40 100],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3896,param_9_low,"[0.0, 0.75]",[ 40 120],"[0, -1]",pomdp,0,0,0,27,6,1
3897,param_9_low,"[0.0, 0.75]",[ 40 120],"[0, -1]",myopic,1,1,0,31,10,2
3898,param_9_low,"[0.0, 0.75]",[ 40 120],"[0, -1]",egoistical,0,0,0,27,0,0
3899,param_9_low,"[0.0, 0.75]",[ 40 120],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3900,param_10_low,"[0.0, 0.75]",[ 40 140],"[0, -1]",pomdp,0,0,0,26,6,1
3901,param_10_low,"[0.0, 0.75]",[ 40 140],"[0, -1]",myopic,1,1,0,30,10,2
3902,param_10_low,"[0.0, 0.75]",[ 40 140],"[0, -1]",egoistical,0,0,0,26,0,0
3903,param_10_low,"[0.0, 0.75]",[ 40 140],"[0, -1]",pomdp_wo_perf,0,0,0,26,5,1
3904,param_11_low,"[0.0, 0.75]",[60 80],"[0, -1]",pomdp,0,0,0,27,6,1
3905,param_11_low,"[0.0, 0.75]",[60 80],"[0, -1]",myopic,0,0,0,30,10,2
3906,param_11_low,"[0.0, 0.75]",[60 80],"[0, -1]",egoistical,0,0,0,27,0,0
3907,param_11_low,"[0.0, 0.75]",[60 80],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3908,param_12_low,"[0.0, 0.75]",[ 60 100],"[0, -1]",pomdp,0,0,0,27,6,1
3909,param_12_low,"[0.0, 0.75]",[ 60 100],"[0, -1]",myopic,1,1,0,29,10,2
3910,param_12_low,"[0.0, 0.75]",[ 60 100],"[0, -1]",egoistical,0,0,0,27,0,0
3911,param_12_low,"[0.0, 0.75]",[ 60 100],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3912,param_13_low,"[0.0, 0.75]",[ 60 120],"[0, -1]",pomdp,0,0,0,27,6,1
3913,param_13_low,"[0.0, 0.75]",[ 60 120],"[0, -1]",myopic,1,1,0,29,10,2
3914,param_13_low,"[0.0, 0.75]",[ 60 120],"[0, -1]",egoistical,0,0,0,27,0,0
3915,param_13_low,"[0.0, 0.75]",[ 60 120],"[0, -1]",pomdp_wo_perf,0,0,0,27,5,1
3916,param_14_low,"[0.0, 0.75]",[ 60 140],"[0, -1]",pomdp,0,0,0,26,6,1
3917,param_14_low,"[0.0, 0.75]",[ 60 140],"[0, -1]",myopic,1,1,0,28,10,2
3918,param_14_low,"[0.0, 0.75]",[ 60 140],"[0, -1]",egoistical,0,0,0,26,0,0
3919,param_14_low,"[0.0, 0.75]",[ 60 140],"[0, -1]",pomdp_wo_perf,0,0,0,26,5,1
3920,param_15_low,"[0.0, 0.75]",[ 20 140],"[0, -1]",pomdp,0,0,0,26,6,1
3921,param_15_low,"[0.0, 0.75]",[ 20 140],"[0, -1]",myopic,1,1,0,31,10,2
