,target-agent,improve,trav_imp,req_imp,same,degrade
0,egoistical-myopic,0.0,0.4142857142857143,0.0,0.0,0.5857142857142857
1,egoistical-pomdp,0.0,0.19333333333333333,0.0,0.31238095238095237,0.4942857142857143
2,myopic-pomdp,0.2680952380952381,0.0,0.6680952380952381,0.05904761904761905,0.004761904761904762
