,param,initial_state,intervention,agent,cumlative_risk,travel_time,request_time
714,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
715,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,16
716,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
717,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
718,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
719,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
720,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
721,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
722,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
723,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,5
724,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
725,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
726,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
727,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
728,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
729,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
730,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
731,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
732,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
733,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
734,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
735,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,25,15
736,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,25,12
737,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,25,0
738,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
739,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,15
740,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
741,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
742,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
743,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
744,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,5
745,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
746,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
747,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,10
748,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,13
749,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
750,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,5
751,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
752,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
753,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",pomdp,0.0,26,5
754,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",myopic,0.0,26,12
755,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[-1, 0]",egostistical,0.0,26,0
756,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,15,5
757,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,16,12
758,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
759,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,16,5
760,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,17,12
761,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
762,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,17,5
763,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,19,12
764,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
765,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,20,5
766,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,23,12
767,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
768,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,15,5
769,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,16,12
770,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
771,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,16,5
772,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,22,12
773,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
774,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,17,5
775,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,24,12
776,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
777,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,15,5
778,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,16,12
779,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,25,0
780,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,16,5
781,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,17,12
782,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
783,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,17,5
784,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,19,12
785,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
786,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,20,5
787,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,21,12
788,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
789,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,17,5
790,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,19,12
791,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
792,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,20,5
793,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,21,12
794,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
795,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",pomdp,0.0,20,5
796,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",myopic,0.0,21,12
797,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, -1]",egostistical,0.0,26,0
798,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,15,5
799,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,16,12
800,param_2_1,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
801,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,16,5
802,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,17,12
803,param_2_2,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
804,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,17,5
805,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,19,12
806,param_2_3,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
807,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,20,5
808,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,21,12
809,param_2_4,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
810,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,15,5
811,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,16,12
812,param_2_6,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
813,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,16,5
814,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,17,12
815,param_2_7,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
816,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,17,5
817,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,19,12
818,param_2_8,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
819,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,15,5
820,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,16,12
821,param_2_9,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,25,0
822,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,16,5
823,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,17,12
824,param_2_10,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
825,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,17,5
826,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,19,12
827,param_2_11,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
828,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,20,5
829,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,21,12
830,param_2_12,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
831,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,17,5
832,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,19,12
833,param_2_13,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
834,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,20,5
835,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,21,12
836,param_2_14,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
837,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",pomdp,0.0,20,5
838,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",myopic,0.0,21,12
839,param_2_15,"[0, 11.2, 0, -1, 1.0, 0.0]","[0, 0]",egostistical,0.0,26,0
840,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
841,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,27,16
842,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
843,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
844,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,23,14
845,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
846,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
847,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,15,12
848,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
849,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
850,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,15,12
851,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
852,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
853,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,24,14
854,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
855,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
856,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,23,13
857,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
858,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
859,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,22,12
860,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
861,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
862,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,27,12
863,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
864,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
865,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.0,26,14
866,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
867,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
868,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
869,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
870,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
871,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
872,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
873,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
874,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
875,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
876,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
877,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
878,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
879,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",pomdp,0.5,15,0
880,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
881,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
882,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
883,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,24,16
884,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
885,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
886,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,23,14
887,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
888,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
889,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,15,12
890,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
891,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
892,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,15,12
893,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
894,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
895,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,24,14
896,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
897,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
898,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,23,13
899,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
900,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
901,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,15,12
902,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
903,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
904,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,23,12
905,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
906,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
907,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.0,23,14
908,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
909,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
910,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
911,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
912,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
913,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
914,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
915,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
916,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
917,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
918,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
919,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
920,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
921,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",pomdp,0.5,15,0
922,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
923,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
924,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
925,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
926,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
927,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
928,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,15,12
929,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
930,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
931,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,15,12
932,param_2_3,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
933,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
934,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,15,12
935,param_2_4,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
936,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
937,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,18,12
938,param_2_6,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
939,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
940,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,22,12
941,param_2_7,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
942,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
943,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.0,22,12
944,param_2_8,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
945,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
946,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,11
947,param_2_9,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
948,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
949,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
950,param_2_10,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
951,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
952,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
953,param_2_11,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
954,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
955,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
956,param_2_12,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
957,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
958,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
959,param_2_13,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
960,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
961,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
962,param_2_14,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
963,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",pomdp,0.5,15,0
964,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",myopic,0.5,15,12
965,param_2_15,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
966,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, 0]",pomdp,0.5,15,0
967,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, 0]",myopic,0.5,15,12
968,param_2_1,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
969,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, 0]",pomdp,0.5,15,0
970,param_2_2,"[0, 11.2, 0, -1, 0.0, 0.25]","[0, 0]",myopic,0.0,15,12
