,param,initial_state,intervention,agent,cumlative_risk,travel_time,request_time
1886,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, -1]",egostistical,0.5,26,0
1887,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, -1]",pomdp,0.5,26,10
1888,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, -1]",myopic,0.5,26,12
1889,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, -1]",egostistical,0.5,26,0
1890,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1891,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,26,16
1892,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1893,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1894,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,28,14
1895,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1896,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1897,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,19,12
1898,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1899,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1900,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.5,19,12
1901,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1902,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1903,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,28,14
1904,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
1905,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1906,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,27,13
1907,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
1908,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1909,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,17,12
1910,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
1911,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1912,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,23,12
1913,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.0,25,0
1914,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1915,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,25,14
1916,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1917,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1918,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,21,12
1919,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1920,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,15,5
1921,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.5,21,12
1922,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1923,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,16,5
1924,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.0,22,12
1925,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1926,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,16,5
1927,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.5,23,12
1928,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1929,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",pomdp,0.5,17,5
1930,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",myopic,0.5,24,12
1931,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
1932,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,15
1933,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1934,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1935,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,15
1936,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1937,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1938,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,15
1939,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1940,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1941,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,15
1942,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.5,26,12
1943,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1944,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,25,15
1945,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,25,12
1946,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
1947,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,25,15
1948,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,25,12
1949,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
1950,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,25,15
1951,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,25,12
1952,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
1953,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.0,25,15
1954,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,25,12
1955,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.0,25,0
1956,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,14
1957,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1958,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1959,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,14
1960,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1961,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1962,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,14
1963,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.5,26,12
1964,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1965,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,10
1966,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.0,26,12
1967,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1968,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,10
1969,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.5,26,12
1970,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1971,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",pomdp,0.5,26,10
1972,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",myopic,0.5,26,12
1973,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
1974,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1975,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,20,12
1976,param_2_1,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
1977,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1978,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,19,12
1979,param_2_2,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
1980,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1981,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,19,12
1982,param_2_3,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
1983,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1984,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.5,19,12
1985,param_2_4,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
1986,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1987,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,17,12
1988,param_2_6,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
1989,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1990,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,17,12
1991,param_2_7,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
1992,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1993,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,17,12
1994,param_2_8,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
1995,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1996,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,21,12
1997,param_2_9,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.0,25,0
1998,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
1999,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,21,12
2000,param_2_10,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2001,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
2002,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,21,12
2003,param_2_11,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2004,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,15,5
2005,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.5,21,12
2006,param_2_12,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2007,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,16,5
2008,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.0,23,12
2009,param_2_13,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2010,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,16,5
2011,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.5,23,12
2012,param_2_14,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2013,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",pomdp,0.5,17,5
2014,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",myopic,0.5,24,12
2015,param_2_15,"[0, 11.2, 0, -1, 0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2016,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,21
2017,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,16
2018,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2019,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,20
2020,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,12
2021,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2022,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,36,25
2023,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,36,12
2024,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,36,0
2025,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,35,20
2026,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,35,12
2027,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,35,0
2028,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,33,26
2029,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,33,12
2030,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,33,0
2031,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,35,25
2032,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,35,12
2033,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,35,0
2034,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,25
2035,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,12
2036,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2037,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,29,21
2038,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,29,12
2039,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,29,0
2040,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,20
2041,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,15
2042,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2043,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,21
2044,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,12
2045,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2046,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,36,20
2047,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,36,12
2048,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,36,0
2049,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,15
2050,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,13
2051,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2052,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,15
2053,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,12
2054,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2055,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",pomdp,0.0,34,17
2056,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",myopic,0.0,34,12
2057,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, -1]",egostistical,0.0,34,0
2058,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,15
2059,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,16
2060,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2061,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2062,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,31,12
2063,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2064,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2065,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,30,12
2066,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,36,0
2067,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,5
2068,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,12
2069,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,35,0
2070,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,15
2071,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,30,12
2072,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,33,0
2073,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2074,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,30,12
2075,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,35,0
2076,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2077,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,12
2078,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2079,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,25,15
2080,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,25,12
2081,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,29,0
2082,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2083,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,15
2084,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2085,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2086,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,31,12
2087,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2088,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,5
2089,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,30,12
2090,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,36,0
2091,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,10
2092,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,13
2093,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2094,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,5
2095,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,31,12
2096,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2097,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",pomdp,0.0,26,6
2098,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",myopic,0.0,28,12
2099,param_2_15,"[0, 11.2, 0, -1, 0.5, 0.5]","[-1, 0]",egostistical,0.0,34,0
2100,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,26,16
2101,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,26,12
2102,param_2_1,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2103,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,25,15
2104,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,25,12
2105,param_2_2,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2106,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,28,15
2107,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,27,12
2108,param_2_3,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,36,0
2109,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,35,20
2110,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,32,12
2111,param_2_4,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,35,0
2112,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,25,16
2113,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,24,12
2114,param_2_6,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,33,0
2115,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,24,15
2116,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,24,12
2117,param_2_7,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,35,0
2118,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,27,20
2119,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,26,12
2120,param_2_8,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2121,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,25,16
2122,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,25,12
2123,param_2_9,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,29,0
2124,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,26,14
2125,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,26,12
2126,param_2_10,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2127,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,26,15
2128,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,28,12
2129,param_2_11,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2130,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,36,20
2131,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,32,12
2132,param_2_12,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,36,0
2133,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,34,15
2134,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,28,12
2135,param_2_13,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
2136,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",pomdp,0.0,34,15
2137,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",myopic,0.0,29,12
2138,param_2_14,"[0, 11.2, 0, -1, 0.5, 0.5]","[0, -1]",egostistical,0.0,34,0
