,param,scenario,agent,cumlative_risk,travel_time,request_time
1975,param_6_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1976,param_6_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
1977,param_6_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1978,param_6_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
1979,param_6_6,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
1980,param_6_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1981,param_6_4,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
1982,param_6_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1983,param_6_4,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
1984,param_6_4,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
1985,param_6_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1986,param_6_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
1987,param_6_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1988,param_6_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
1989,param_6_6,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
1990,param_6_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1991,param_6_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
1992,param_6_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1993,param_6_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
1994,param_6_7,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
1995,param_6_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1996,param_6_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
1997,param_6_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
1998,param_6_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
1999,param_6_8,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2000,param_6_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2001,param_6_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2002,param_6_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2003,param_6_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2004,param_6_9,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2005,param_6_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2006,param_6_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2007,param_6_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2008,param_6_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2009,param_6_10,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2010,param_6_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2011,param_6_11,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2012,param_6_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2013,param_6_11,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2014,param_6_11,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2015,param_6_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2016,param_6_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2017,param_6_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2018,param_6_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2019,param_6_12,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2020,param_6_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2021,param_6_13,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2022,param_6_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2023,param_6_13,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2024,param_6_13,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2025,param_6_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2026,param_6_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2027,param_6_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2028,param_6_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2029,param_6_14,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2030,param_6_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2031,param_6_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2032,param_6_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2033,param_6_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2034,param_6_15,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2035,param_7_1,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2036,param_7_1,"[0.25, 0.0][-1, -1]",myopic,0.0,27,16
2037,param_7_1,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2038,param_7_1,"[0.25, 0.0][-1, -1]",myopic,0.0,27,16
2039,param_7_1,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2040,param_7_2,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2041,param_7_2,"[0.25, 0.0][-1, -1]",myopic,0.0,23,14
2042,param_7_2,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2043,param_7_2,"[0.25, 0.0][-1, -1]",myopic,0.0,23,14
2044,param_7_2,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2045,param_7_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2046,param_7_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2047,param_7_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2048,param_7_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2049,param_7_7,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2050,param_7_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2051,param_7_4,"[0.25, 0.0][-1, -1]",myopic,1.0,15,12
2052,param_7_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2053,param_7_4,"[0.25, 0.0][-1, -1]",myopic,1.0,15,12
2054,param_7_4,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2055,param_7_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2056,param_7_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
2057,param_7_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2058,param_7_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
2059,param_7_6,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2060,param_7_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2061,param_7_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2062,param_7_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2063,param_7_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2064,param_7_7,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2065,param_7_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2066,param_7_8,"[0.25, 0.0][-1, -1]",myopic,0.5,22,12
2067,param_7_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2068,param_7_8,"[0.25, 0.0][-1, -1]",myopic,0.5,22,12
2069,param_7_8,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2070,param_7_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2071,param_7_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2072,param_7_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2073,param_7_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2074,param_7_9,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2075,param_7_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2076,param_7_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2077,param_7_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2078,param_7_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2079,param_7_10,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2080,param_7_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2081,param_7_11,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2082,param_7_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2083,param_7_11,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2084,param_7_11,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2085,param_7_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2086,param_7_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2087,param_7_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2088,param_7_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2089,param_7_12,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2090,param_7_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2091,param_7_13,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2092,param_7_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2093,param_7_13,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2094,param_7_13,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2095,param_7_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2096,param_7_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2097,param_7_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2098,param_7_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2099,param_7_14,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2100,param_7_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2101,param_7_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2102,param_7_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2103,param_7_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2104,param_7_15,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2105,param_8_1,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2106,param_8_1,"[0.25, 0.0][-1, -1]",myopic,0.0,27,16
2107,param_8_1,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2108,param_8_1,"[0.25, 0.0][-1, -1]",myopic,0.0,27,16
2109,param_8_1,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2110,param_8_2,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2111,param_8_2,"[0.25, 0.0][-1, -1]",myopic,0.0,23,14
2112,param_8_2,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2113,param_8_2,"[0.25, 0.0][-1, -1]",myopic,0.0,23,14
2114,param_8_2,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2115,param_8_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2116,param_8_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
2117,param_8_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2118,param_8_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
2119,param_8_8,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2120,param_8_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2121,param_8_4,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2122,param_8_4,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2123,param_8_4,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2124,param_8_4,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2125,param_8_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2126,param_8_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
2127,param_8_6,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2128,param_8_6,"[0.25, 0.0][-1, -1]",myopic,0.0,24,14
2129,param_8_6,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2130,param_8_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2131,param_8_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2132,param_8_7,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2133,param_8_7,"[0.25, 0.0][-1, -1]",myopic,0.0,23,13
2134,param_8_7,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2135,param_8_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2136,param_8_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
2137,param_8_8,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2138,param_8_8,"[0.25, 0.0][-1, -1]",myopic,0.0,22,12
2139,param_8_8,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2140,param_8_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2141,param_8_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2142,param_8_9,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2143,param_8_9,"[0.25, 0.0][-1, -1]",myopic,0.0,27,12
2144,param_8_9,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2145,param_8_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2146,param_8_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2147,param_8_10,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2148,param_8_10,"[0.25, 0.0][-1, -1]",myopic,0.0,26,14
2149,param_8_10,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2150,param_8_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2151,param_8_11,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2152,param_8_11,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2153,param_8_11,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2154,param_8_11,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2155,param_8_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2156,param_8_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2157,param_8_12,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2158,param_8_12,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2159,param_8_12,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2160,param_8_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2161,param_8_13,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2162,param_8_13,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2163,param_8_13,"[0.25, 0.0][-1, -1]",myopic,0.0,15,12
2164,param_8_13,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2165,param_8_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2166,param_8_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2167,param_8_14,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2168,param_8_14,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2169,param_8_14,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2170,param_8_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2171,param_8_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2172,param_8_15,"[0.25, 0.0][-1, -1]",pomdp,0.5,15,0
2173,param_8_15,"[0.25, 0.0][-1, -1]",myopic,0.5,15,12
2174,param_8_15,"[0.25, 0.0][-1, -1]",egostistical,0.5,15,0
2175,param_2_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2176,param_2_1,"[0.25, 0.0][-1, 0]",myopic,0.0,24,16
2177,param_2_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2178,param_2_1,"[0.25, 0.0][-1, 0]",myopic,0.0,24,16
2179,param_2_1,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2180,param_2_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2181,param_2_2,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2182,param_2_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2183,param_2_2,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2184,param_2_2,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2185,param_2_3,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2186,param_2_3,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2187,param_2_3,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2188,param_2_3,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2189,param_2_3,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2190,param_2_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2191,param_2_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2192,param_2_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2193,param_2_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2194,param_2_4,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2195,param_2_5_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2196,param_2_5_1,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2197,param_2_5_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2198,param_2_5_1,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2199,param_2_5_1,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2200,param_2_5_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2201,param_2_5_2,"[0.25, 0.0][-1, 0]",myopic,0.0,26,16
2202,param_2_5_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2203,param_2_5_2,"[0.25, 0.0][-1, 0]",myopic,0.0,26,16
2204,param_2_5_2,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2205,param_2_5_3,"[0.25, 0.0][-1, 0]",pomdp,0.0,15,6
2206,param_2_5_3,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2207,param_2_5_3,"[0.25, 0.0][-1, 0]",pomdp,0.0,15,6
2208,param_2_5_3,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2209,param_2_5_3,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2210,param_2_5_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2211,param_2_5_4,"[0.25, 0.0][-1, 0]",myopic,0.0,26,16
2212,param_2_5_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2213,param_2_5_4,"[0.25, 0.0][-1, 0]",myopic,0.0,26,16
2214,param_2_5_4,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2215,param_2_6,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2216,param_2_6,"[0.25, 0.0][-1, 0]",myopic,0.0,24,14
2217,param_2_6,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2218,param_2_6,"[0.25, 0.0][-1, 0]",myopic,0.0,24,14
2219,param_2_6,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2220,param_2_7,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2221,param_2_7,"[0.25, 0.0][-1, 0]",myopic,0.0,23,13
2222,param_2_7,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2223,param_2_7,"[0.25, 0.0][-1, 0]",myopic,0.0,23,13
2224,param_2_7,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2225,param_2_8,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2226,param_2_8,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2227,param_2_8,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2228,param_2_8,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2229,param_2_8,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2230,param_2_9,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2231,param_2_9,"[0.25, 0.0][-1, 0]",myopic,0.0,23,12
2232,param_2_9,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2233,param_2_9,"[0.25, 0.0][-1, 0]",myopic,0.0,23,12
2234,param_2_9,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2235,param_2_10,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2236,param_2_10,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2237,param_2_10,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2238,param_2_10,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2239,param_2_10,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2240,param_2_11,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2241,param_2_11,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2242,param_2_11,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2243,param_2_11,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2244,param_2_11,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2245,param_2_12,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2246,param_2_12,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2247,param_2_12,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2248,param_2_12,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2249,param_2_12,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2250,param_2_13,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2251,param_2_13,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2252,param_2_13,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2253,param_2_13,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2254,param_2_13,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2255,param_2_14,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2256,param_2_14,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2257,param_2_14,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2258,param_2_14,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2259,param_2_14,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2260,param_2_15,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2261,param_2_15,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2262,param_2_15,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2263,param_2_15,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2264,param_2_15,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2265,param_4_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2266,param_4_1,"[0.25, 0.0][-1, 0]",myopic,0.0,24,16
2267,param_4_1,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2268,param_4_1,"[0.25, 0.0][-1, 0]",myopic,0.0,24,16
2269,param_4_1,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2270,param_4_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2271,param_4_2,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2272,param_4_2,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2273,param_4_2,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2274,param_4_2,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2275,param_4_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2276,param_4_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2277,param_4_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2278,param_4_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2279,param_4_4,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2280,param_4_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2281,param_4_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2282,param_4_4,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2283,param_4_4,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2284,param_4_4,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2285,param_4_6,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2286,param_4_6,"[0.25, 0.0][-1, 0]",myopic,0.0,24,14
2287,param_4_6,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2288,param_4_6,"[0.25, 0.0][-1, 0]",myopic,0.0,24,14
2289,param_4_6,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2290,param_4_7,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2291,param_4_7,"[0.25, 0.0][-1, 0]",myopic,0.0,23,13
2292,param_4_7,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2293,param_4_7,"[0.25, 0.0][-1, 0]",myopic,0.0,23,13
2294,param_4_7,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2295,param_4_8,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2296,param_4_8,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2297,param_4_8,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2298,param_4_8,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2299,param_4_8,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2300,param_4_9,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2301,param_4_9,"[0.25, 0.0][-1, 0]",myopic,0.0,23,12
2302,param_4_9,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2303,param_4_9,"[0.25, 0.0][-1, 0]",myopic,0.0,23,12
2304,param_4_9,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2305,param_4_10,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2306,param_4_10,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2307,param_4_10,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2308,param_4_10,"[0.25, 0.0][-1, 0]",myopic,0.0,23,14
2309,param_4_10,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2310,param_4_11,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2311,param_4_11,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2312,param_4_11,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2313,param_4_11,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2314,param_4_11,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2315,param_4_13,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2316,param_4_13,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2317,param_4_13,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2318,param_4_13,"[0.25, 0.0][-1, 0]",myopic,0.0,15,12
2319,param_4_13,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2320,param_4_14,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2321,param_4_14,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2322,param_4_14,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
2323,param_4_14,"[0.25, 0.0][-1, 0]",myopic,0.5,15,12
2324,param_4_14,"[0.25, 0.0][-1, 0]",egostistical,0.5,15,0
2325,param_4_15,"[0.25, 0.0][-1, 0]",pomdp,0.5,15,0
