,param,risk,intervention,agent,cumlative_risk,travel_time,request_time
2038,param_13_5,"[0.25, 0.5]","[-1, 0]",myopic,0,26,12
2039,param_13_5,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
2040,param_13_6,"[0.25, 0.5]","[-1, 0]",pomdp,0,19,12
2041,param_13_6,"[0.25, 0.5]","[-1, 0]",myopic,0,26,12
2042,param_13_6,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
2043,param_13_7,"[0.25, 0.5]","[-1, 0]",pomdp,0,23,11
2044,param_13_7,"[0.25, 0.5]","[-1, 0]",myopic,0,23,12
2045,param_13_7,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
2046,param_13_8,"[0.25, 0.5]","[-1, 0]",pomdp,0,19,10
2047,param_13_8,"[0.25, 0.5]","[-1, 0]",myopic,0,17,12
2048,param_13_8,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,25,0
2049,param_13_9,"[0.25, 0.5]","[-1, 0]",pomdp,0,18,12
2050,param_13_9,"[0.25, 0.5]","[-1, 0]",myopic,0,25,12
2051,param_13_9,"[0.25, 0.5]","[-1, 0]",egostistical,0,25,0
2052,param_13_10,"[0.25, 0.5]","[-1, 0]",pomdp,0,21,11
2053,param_13_10,"[0.25, 0.5]","[-1, 0]",myopic,0,23,12
2054,param_13_10,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2055,param_13_11,"[0.25, 0.5]","[-1, 0]",pomdp,0,19,11
2056,param_13_11,"[0.25, 0.5]","[-1, 0]",myopic,0,21,12
2057,param_13_11,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2058,param_13_12,"[0.25, 0.5]","[-1, 0]",pomdp,0.5,15,6
2059,param_13_12,"[0.25, 0.5]","[-1, 0]",myopic,0.5,21,12
2060,param_13_12,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2061,param_13_13,"[0.25, 0.5]","[-1, 0]",pomdp,0,22,12
2062,param_13_13,"[0.25, 0.5]","[-1, 0]",myopic,0,22,12
2063,param_13_13,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2064,param_13_14,"[0.25, 0.5]","[-1, 0]",pomdp,0.5,17,6
2065,param_13_14,"[0.25, 0.5]","[-1, 0]",myopic,0.5,23,12
2066,param_13_14,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2067,param_13_15,"[0.25, 0.5]","[-1, 0]",pomdp,0.5,17,5
2068,param_13_15,"[0.25, 0.5]","[-1, 0]",myopic,0.5,24,12
2069,param_13_15,"[0.25, 0.5]","[-1, 0]",egostistical,0.5,26,0
2070,param_13_1,"[0.25, 0.5]","[0, -1]",pomdp,0,26,16
2071,param_13_1,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2072,param_13_1,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2073,param_13_2,"[0.25, 0.5]","[0, -1]",pomdp,0,26,16
2074,param_13_2,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2075,param_13_2,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2076,param_13_3,"[0.25, 0.5]","[0, -1]",pomdp,0,26,16
2077,param_13_3,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2078,param_13_3,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2079,param_13_4,"[0.25, 0.5]","[0, -1]",pomdp,0.5,26,17
2080,param_13_4,"[0.25, 0.5]","[0, -1]",myopic,0.5,26,12
2081,param_13_4,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2082,param_13_5,"[0.25, 0.5]","[0, -1]",pomdp,0,25,17
2083,param_13_5,"[0.25, 0.5]","[0, -1]",myopic,0,25,12
2084,param_13_5,"[0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
2085,param_13_6,"[0.25, 0.5]","[0, -1]",pomdp,0,25,16
2086,param_13_6,"[0.25, 0.5]","[0, -1]",myopic,0,25,12
2087,param_13_6,"[0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
2088,param_13_7,"[0.25, 0.5]","[0, -1]",pomdp,0,25,16
2089,param_13_7,"[0.25, 0.5]","[0, -1]",myopic,0,25,12
2090,param_13_7,"[0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
2091,param_13_8,"[0.25, 0.5]","[0, -1]",pomdp,0,25,16
2092,param_13_8,"[0.25, 0.5]","[0, -1]",myopic,0,25,12
2093,param_13_8,"[0.25, 0.5]","[0, -1]",egostistical,0.5,25,0
2094,param_13_9,"[0.25, 0.5]","[0, -1]",pomdp,0,25,19
2095,param_13_9,"[0.25, 0.5]","[0, -1]",myopic,0,25,12
2096,param_13_9,"[0.25, 0.5]","[0, -1]",egostistical,0,25,0
2097,param_13_10,"[0.25, 0.5]","[0, -1]",pomdp,0,26,12
2098,param_13_10,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2099,param_13_10,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2100,param_13_11,"[0.25, 0.5]","[0, -1]",pomdp,0,26,11
2101,param_13_11,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2102,param_13_11,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2103,param_13_12,"[0.25, 0.5]","[0, -1]",pomdp,0.5,26,12
2104,param_13_12,"[0.25, 0.5]","[0, -1]",myopic,0.5,26,12
2105,param_13_12,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2106,param_13_13,"[0.25, 0.5]","[0, -1]",pomdp,0,26,13
2107,param_13_13,"[0.25, 0.5]","[0, -1]",myopic,0,26,12
2108,param_13_13,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2109,param_13_14,"[0.25, 0.5]","[0, -1]",pomdp,0.5,26,12
2110,param_13_14,"[0.25, 0.5]","[0, -1]",myopic,0.5,26,12
2111,param_13_14,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2112,param_13_15,"[0.25, 0.5]","[0, -1]",pomdp,0.5,26,11
2113,param_13_15,"[0.25, 0.5]","[0, -1]",myopic,0.5,26,12
2114,param_13_15,"[0.25, 0.5]","[0, -1]",egostistical,0.5,26,0
2115,param_13_1,"[0.25, 0.5]","[0, 0]",pomdp,0,17,11
2116,param_13_1,"[0.25, 0.5]","[0, 0]",myopic,0,19,12
2117,param_13_1,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2118,param_13_2,"[0.25, 0.5]","[0, 0]",pomdp,0,17,11
2119,param_13_2,"[0.25, 0.5]","[0, 0]",myopic,0,19,12
2120,param_13_2,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2121,param_13_3,"[0.25, 0.5]","[0, 0]",pomdp,0,17,11
2122,param_13_3,"[0.25, 0.5]","[0, 0]",myopic,0,19,12
2123,param_13_3,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2124,param_13_4,"[0.25, 0.5]","[0, 0]",pomdp,0.5,15,6
2125,param_13_4,"[0.25, 0.5]","[0, 0]",myopic,0.5,19,12
2126,param_13_4,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2127,param_13_5,"[0.25, 0.5]","[0, 0]",pomdp,0,15,11
2128,param_13_5,"[0.25, 0.5]","[0, 0]",myopic,0,18,12
2129,param_13_5,"[0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
2130,param_13_6,"[0.25, 0.5]","[0, 0]",pomdp,0,18,11
2131,param_13_6,"[0.25, 0.5]","[0, 0]",myopic,0,17,12
2132,param_13_6,"[0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
2133,param_13_7,"[0.25, 0.5]","[0, 0]",pomdp,0,16,11
2134,param_13_7,"[0.25, 0.5]","[0, 0]",myopic,0,17,12
2135,param_13_7,"[0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
2136,param_13_8,"[0.25, 0.5]","[0, 0]",pomdp,0,16,11
2137,param_13_8,"[0.25, 0.5]","[0, 0]",myopic,0,17,12
2138,param_13_8,"[0.25, 0.5]","[0, 0]",egostistical,0.5,25,0
2139,param_13_9,"[0.25, 0.5]","[0, 0]",pomdp,0,15,12
2140,param_13_9,"[0.25, 0.5]","[0, 0]",myopic,0,20,12
2141,param_13_9,"[0.25, 0.5]","[0, 0]",egostistical,0,25,0
2142,param_13_10,"[0.25, 0.5]","[0, 0]",pomdp,0,22,12
2143,param_13_10,"[0.25, 0.5]","[0, 0]",myopic,0,21,12
2144,param_13_10,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2145,param_13_11,"[0.25, 0.5]","[0, 0]",pomdp,0,20,11
2146,param_13_11,"[0.25, 0.5]","[0, 0]",myopic,0,21,12
2147,param_13_11,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2148,param_13_12,"[0.25, 0.5]","[0, 0]",pomdp,0.5,15,6
2149,param_13_12,"[0.25, 0.5]","[0, 0]",myopic,0.5,21,12
2150,param_13_12,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2151,param_13_13,"[0.25, 0.5]","[0, 0]",pomdp,0,23,13
2152,param_13_13,"[0.25, 0.5]","[0, 0]",myopic,0,23,12
2153,param_13_13,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2154,param_13_14,"[0.25, 0.5]","[0, 0]",pomdp,0.5,17,6
2155,param_13_14,"[0.25, 0.5]","[0, 0]",myopic,0.5,23,12
2156,param_13_14,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2157,param_13_15,"[0.25, 0.5]","[0, 0]",pomdp,0.5,17,5
2158,param_13_15,"[0.25, 0.5]","[0, 0]",myopic,0.5,24,12
2159,param_13_15,"[0.25, 0.5]","[0, 0]",egostistical,0.5,26,0
2160,param_13_1,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,23
2161,param_13_1,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2162,param_13_1,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2163,param_13_2,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,23
2164,param_13_2,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2165,param_13_2,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2166,param_13_3,"[0.5, 0.5]","[-1, -1]",pomdp,0,36,24
2167,param_13_3,"[0.5, 0.5]","[-1, -1]",myopic,0,36,12
2168,param_13_3,"[0.5, 0.5]","[-1, -1]",egostistical,0,36,0
2169,param_13_4,"[0.5, 0.5]","[-1, -1]",pomdp,0,35,23
2170,param_13_4,"[0.5, 0.5]","[-1, -1]",myopic,0,35,12
2171,param_13_4,"[0.5, 0.5]","[-1, -1]",egostistical,0,35,0
2172,param_13_5,"[0.5, 0.5]","[-1, -1]",pomdp,0,33,24
2173,param_13_5,"[0.5, 0.5]","[-1, -1]",myopic,0,33,12
2174,param_13_5,"[0.5, 0.5]","[-1, -1]",egostistical,0,33,0
2175,param_13_6,"[0.5, 0.5]","[-1, -1]",pomdp,0,33,22
2176,param_13_6,"[0.5, 0.5]","[-1, -1]",myopic,0,33,12
2177,param_13_6,"[0.5, 0.5]","[-1, -1]",egostistical,0,33,0
2178,param_13_7,"[0.5, 0.5]","[-1, -1]",pomdp,0,35,27
2179,param_13_7,"[0.5, 0.5]","[-1, -1]",myopic,0,35,12
2180,param_13_7,"[0.5, 0.5]","[-1, -1]",egostistical,0,35,0
2181,param_13_8,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,26
2182,param_13_8,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2183,param_13_8,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2184,param_13_9,"[0.5, 0.5]","[-1, -1]",pomdp,0,29,23
2185,param_13_9,"[0.5, 0.5]","[-1, -1]",myopic,0,29,12
2186,param_13_9,"[0.5, 0.5]","[-1, -1]",egostistical,0,29,0
2187,param_13_10,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,17
2188,param_13_10,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2189,param_13_10,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2190,param_13_11,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,17
2191,param_13_11,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2192,param_13_11,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2193,param_13_12,"[0.5, 0.5]","[-1, -1]",pomdp,0,36,23
2194,param_13_12,"[0.5, 0.5]","[-1, -1]",myopic,0,36,12
2195,param_13_12,"[0.5, 0.5]","[-1, -1]",egostistical,0,36,0
2196,param_13_13,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,18
2197,param_13_13,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2198,param_13_13,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2199,param_13_14,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,16
2200,param_13_14,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2201,param_13_14,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2202,param_13_15,"[0.5, 0.5]","[-1, -1]",pomdp,0,34,12
2203,param_13_15,"[0.5, 0.5]","[-1, -1]",myopic,0,34,12
2204,param_13_15,"[0.5, 0.5]","[-1, -1]",egostistical,0,34,0
2205,param_13_1,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,12
2206,param_13_1,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2207,param_13_1,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2208,param_13_2,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2209,param_13_2,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2210,param_13_2,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2211,param_13_3,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2212,param_13_3,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2213,param_13_3,"[0.5, 0.5]","[-1, 0]",egostistical,0,36,0
2214,param_13_4,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,6
2215,param_13_4,"[0.5, 0.5]","[-1, 0]",myopic,0,28,12
2216,param_13_4,"[0.5, 0.5]","[-1, 0]",egostistical,0,35,0
2217,param_13_5,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,17
2218,param_13_5,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2219,param_13_5,"[0.5, 0.5]","[-1, 0]",egostistical,0,33,0
2220,param_13_6,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2221,param_13_6,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2222,param_13_6,"[0.5, 0.5]","[-1, 0]",egostistical,0,33,0
2223,param_13_7,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2224,param_13_7,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2225,param_13_7,"[0.5, 0.5]","[-1, 0]",egostistical,0,35,0
2226,param_13_8,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2227,param_13_8,"[0.5, 0.5]","[-1, 0]",myopic,0,28,12
2228,param_13_8,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2229,param_13_9,"[0.5, 0.5]","[-1, 0]",pomdp,0,25,17
2230,param_13_9,"[0.5, 0.5]","[-1, 0]",myopic,0,25,12
2231,param_13_9,"[0.5, 0.5]","[-1, 0]",egostistical,0,29,0
2232,param_13_10,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,12
2233,param_13_10,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2234,param_13_10,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2235,param_13_11,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,11
2236,param_13_11,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2237,param_13_11,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2238,param_13_12,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,6
2239,param_13_12,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2240,param_13_12,"[0.5, 0.5]","[-1, 0]",egostistical,0,36,0
2241,param_13_13,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,6
2242,param_13_13,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2243,param_13_13,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2244,param_13_14,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,5
2245,param_13_14,"[0.5, 0.5]","[-1, 0]",myopic,0,30,12
2246,param_13_14,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2247,param_13_15,"[0.5, 0.5]","[-1, 0]",pomdp,0,26,6
2248,param_13_15,"[0.5, 0.5]","[-1, 0]",myopic,0,26,12
2249,param_13_15,"[0.5, 0.5]","[-1, 0]",egostistical,0,34,0
2250,param_13_1,"[0.5, 0.5]","[0, -1]",pomdp,0,26,16
2251,param_13_1,"[0.5, 0.5]","[0, -1]",myopic,0,26,12
2252,param_13_1,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2253,param_13_2,"[0.5, 0.5]","[0, -1]",pomdp,0,25,17
2254,param_13_2,"[0.5, 0.5]","[0, -1]",myopic,0,25,12
2255,param_13_2,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2256,param_13_3,"[0.5, 0.5]","[0, -1]",pomdp,0,36,24
2257,param_13_3,"[0.5, 0.5]","[0, -1]",myopic,0,27,12
2258,param_13_3,"[0.5, 0.5]","[0, -1]",egostistical,0,36,0
2259,param_13_4,"[0.5, 0.5]","[0, -1]",pomdp,0,35,23
2260,param_13_4,"[0.5, 0.5]","[0, -1]",myopic,0,32,12
2261,param_13_4,"[0.5, 0.5]","[0, -1]",egostistical,0,35,0
2262,param_13_5,"[0.5, 0.5]","[0, -1]",pomdp,0,25,16
2263,param_13_5,"[0.5, 0.5]","[0, -1]",myopic,0,25,12
2264,param_13_5,"[0.5, 0.5]","[0, -1]",egostistical,0,33,0
2265,param_13_6,"[0.5, 0.5]","[0, -1]",pomdp,0,24,17
2266,param_13_6,"[0.5, 0.5]","[0, -1]",myopic,0,25,12
2267,param_13_6,"[0.5, 0.5]","[0, -1]",egostistical,0,33,0
2268,param_13_7,"[0.5, 0.5]","[0, -1]",pomdp,0,24,18
2269,param_13_7,"[0.5, 0.5]","[0, -1]",myopic,0,24,12
2270,param_13_7,"[0.5, 0.5]","[0, -1]",egostistical,0,35,0
2271,param_13_8,"[0.5, 0.5]","[0, -1]",pomdp,0,34,26
2272,param_13_8,"[0.5, 0.5]","[0, -1]",myopic,0,26,12
2273,param_13_8,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2274,param_13_9,"[0.5, 0.5]","[0, -1]",pomdp,0,25,16
2275,param_13_9,"[0.5, 0.5]","[0, -1]",myopic,0,25,12
2276,param_13_9,"[0.5, 0.5]","[0, -1]",egostistical,0,29,0
2277,param_13_10,"[0.5, 0.5]","[0, -1]",pomdp,0,26,11
2278,param_13_10,"[0.5, 0.5]","[0, -1]",myopic,0,26,12
2279,param_13_10,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2280,param_13_11,"[0.5, 0.5]","[0, -1]",pomdp,0,34,17
2281,param_13_11,"[0.5, 0.5]","[0, -1]",myopic,0,28,12
2282,param_13_11,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2283,param_13_12,"[0.5, 0.5]","[0, -1]",pomdp,0,36,23
2284,param_13_12,"[0.5, 0.5]","[0, -1]",myopic,0,32,12
2285,param_13_12,"[0.5, 0.5]","[0, -1]",egostistical,0,36,0
2286,param_13_13,"[0.5, 0.5]","[0, -1]",pomdp,0,34,18
2287,param_13_13,"[0.5, 0.5]","[0, -1]",myopic,0,28,12
2288,param_13_13,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2289,param_13_14,"[0.5, 0.5]","[0, -1]",pomdp,0,34,16
2290,param_13_14,"[0.5, 0.5]","[0, -1]",myopic,0,29,12
2291,param_13_14,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2292,param_13_15,"[0.5, 0.5]","[0, -1]",pomdp,0,34,12
2293,param_13_15,"[0.5, 0.5]","[0, -1]",myopic,0,29,12
2294,param_13_15,"[0.5, 0.5]","[0, -1]",egostistical,0,34,0
2295,param_13_1,"[0.5, 0.5]","[0, 0]",pomdp,0,17,11
2296,param_13_1,"[0.5, 0.5]","[0, 0]",myopic,0,19,12
2297,param_13_1,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2298,param_13_2,"[0.5, 0.5]","[0, 0]",pomdp,0,18,12
2299,param_13_2,"[0.5, 0.5]","[0, 0]",myopic,0,19,12
2300,param_13_2,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2301,param_13_3,"[0.5, 0.5]","[0, 0]",pomdp,0,23,11
2302,param_13_3,"[0.5, 0.5]","[0, 0]",myopic,0,21,12
2303,param_13_3,"[0.5, 0.5]","[0, 0]",egostistical,0,36,0
2304,param_13_4,"[0.5, 0.5]","[0, 0]",pomdp,0,26,6
2305,param_13_4,"[0.5, 0.5]","[0, 0]",myopic,0,23,12
2306,param_13_4,"[0.5, 0.5]","[0, 0]",egostistical,0,35,0
2307,param_13_5,"[0.5, 0.5]","[0, 0]",pomdp,0,16,11
2308,param_13_5,"[0.5, 0.5]","[0, 0]",myopic,0,18,12
2309,param_13_5,"[0.5, 0.5]","[0, 0]",egostistical,0,33,0
2310,param_13_6,"[0.5, 0.5]","[0, 0]",pomdp,0,16,11
2311,param_13_6,"[0.5, 0.5]","[0, 0]",myopic,0,17,12
2312,param_13_6,"[0.5, 0.5]","[0, 0]",egostistical,0,33,0
2313,param_13_7,"[0.5, 0.5]","[0, 0]",pomdp,0,17,12
2314,param_13_7,"[0.5, 0.5]","[0, 0]",myopic,0,18,12
2315,param_13_7,"[0.5, 0.5]","[0, 0]",egostistical,0,35,0
2316,param_13_8,"[0.5, 0.5]","[0, 0]",pomdp,0,23,11
2317,param_13_8,"[0.5, 0.5]","[0, 0]",myopic,0,20,12
2318,param_13_8,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2319,param_13_9,"[0.5, 0.5]","[0, 0]",pomdp,0,16,11
2320,param_13_9,"[0.5, 0.5]","[0, 0]",myopic,0,20,12
2321,param_13_9,"[0.5, 0.5]","[0, 0]",egostistical,0,29,0
2322,param_13_10,"[0.5, 0.5]","[0, 0]",pomdp,0,19,11
2323,param_13_10,"[0.5, 0.5]","[0, 0]",myopic,0,21,12
2324,param_13_10,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2325,param_13_11,"[0.5, 0.5]","[0, 0]",pomdp,0,23,11
2326,param_13_11,"[0.5, 0.5]","[0, 0]",myopic,0,23,12
2327,param_13_11,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2328,param_13_12,"[0.5, 0.5]","[0, 0]",pomdp,0,26,6
2329,param_13_12,"[0.5, 0.5]","[0, 0]",myopic,0,24,12
2330,param_13_12,"[0.5, 0.5]","[0, 0]",egostistical,0,36,0
2331,param_13_13,"[0.5, 0.5]","[0, 0]",pomdp,0,26,6
2332,param_13_13,"[0.5, 0.5]","[0, 0]",myopic,0,23,12
2333,param_13_13,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2334,param_13_14,"[0.5, 0.5]","[0, 0]",pomdp,0,26,5
2335,param_13_14,"[0.5, 0.5]","[0, 0]",myopic,0,25,12
2336,param_13_14,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2337,param_13_15,"[0.5, 0.5]","[0, 0]",pomdp,0,26,6
2338,param_13_15,"[0.5, 0.5]","[0, 0]",myopic,0,26,12
2339,param_13_15,"[0.5, 0.5]","[0, 0]",egostistical,0,34,0
2340,param_13_1,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,23
2341,param_13_1,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2342,param_13_1,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2343,param_13_2,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,23
2344,param_13_2,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2345,param_13_2,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2346,param_13_3,"[0.75, 0.5]","[-1, -1]",pomdp,0,36,24
2347,param_13_3,"[0.75, 0.5]","[-1, -1]",myopic,0,36,12
2348,param_13_3,"[0.75, 0.5]","[-1, -1]",egostistical,0,36,0
2349,param_13_4,"[0.75, 0.5]","[-1, -1]",pomdp,0,35,23
2350,param_13_4,"[0.75, 0.5]","[-1, -1]",myopic,0,35,12
2351,param_13_4,"[0.75, 0.5]","[-1, -1]",egostistical,0,35,0
2352,param_13_5,"[0.75, 0.5]","[-1, -1]",pomdp,0,33,24
2353,param_13_5,"[0.75, 0.5]","[-1, -1]",myopic,0,33,12
2354,param_13_5,"[0.75, 0.5]","[-1, -1]",egostistical,0,33,0
2355,param_13_6,"[0.75, 0.5]","[-1, -1]",pomdp,0,33,22
2356,param_13_6,"[0.75, 0.5]","[-1, -1]",myopic,0,33,12
2357,param_13_6,"[0.75, 0.5]","[-1, -1]",egostistical,0,33,0
2358,param_13_7,"[0.75, 0.5]","[-1, -1]",pomdp,0,35,27
2359,param_13_7,"[0.75, 0.5]","[-1, -1]",myopic,0,35,12
2360,param_13_7,"[0.75, 0.5]","[-1, -1]",egostistical,0,35,0
2361,param_13_8,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,26
2362,param_13_8,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2363,param_13_8,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2364,param_13_9,"[0.75, 0.5]","[-1, -1]",pomdp,0,29,23
2365,param_13_9,"[0.75, 0.5]","[-1, -1]",myopic,0,29,12
2366,param_13_9,"[0.75, 0.5]","[-1, -1]",egostistical,0,29,0
2367,param_13_10,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,17
2368,param_13_10,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2369,param_13_10,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2370,param_13_11,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,17
2371,param_13_11,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2372,param_13_11,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2373,param_13_12,"[0.75, 0.5]","[-1, -1]",pomdp,0,36,23
2374,param_13_12,"[0.75, 0.5]","[-1, -1]",myopic,0,36,12
2375,param_13_12,"[0.75, 0.5]","[-1, -1]",egostistical,0,36,0
2376,param_13_13,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,18
2377,param_13_13,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2378,param_13_13,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2379,param_13_14,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,16
2380,param_13_14,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2381,param_13_14,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2382,param_13_15,"[0.75, 0.5]","[-1, -1]",pomdp,0,34,12
2383,param_13_15,"[0.75, 0.5]","[-1, -1]",myopic,0,34,12
2384,param_13_15,"[0.75, 0.5]","[-1, -1]",egostistical,0,34,0
2385,param_13_1,"[0.75, 0.5]","[-1, 0]",pomdp,0,26,12
2386,param_13_1,"[0.75, 0.5]","[-1, 0]",myopic,0,26,12
2387,param_13_1,"[0.75, 0.5]","[-1, 0]",egostistical,0,34,0
2388,param_13_2,"[0.75, 0.5]","[-1, 0]",pomdp,0,26,11
2389,param_13_2,"[0.75, 0.5]","[-1, 0]",myopic,0,30,12
2390,param_13_2,"[0.75, 0.5]","[-1, 0]",egostistical,0,34,0
