,param,risk,intervention,agent,cumlative_risk,travel_time,request_time
1036,param_13_1,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1037,param_13_1,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1038,param_13_2,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1039,param_13_2,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1040,param_13_2,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1041,param_13_3,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1042,param_13_3,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1043,param_13_3,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1044,param_13_4,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1045,param_13_4,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1046,param_13_4,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1047,param_13_5,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1048,param_13_5,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1049,param_13_5,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1050,param_13_6,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1051,param_13_6,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1052,param_13_6,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1053,param_13_7,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1054,param_13_7,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1055,param_13_7,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1056,param_13_8,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1057,param_13_8,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
1058,param_13_8,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1059,param_13_9,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1060,param_13_9,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1061,param_13_9,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1062,param_13_10,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1063,param_13_10,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1064,param_13_10,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1065,param_13_11,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1066,param_13_11,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1067,param_13_11,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1068,param_13_12,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1069,param_13_12,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1070,param_13_12,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1071,param_13_13,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1072,param_13_13,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1073,param_13_13,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1074,param_13_14,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
1075,param_13_14,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1076,param_13_14,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1077,param_13_15,"[0.0, 0.25]","[0, 0]",pomdp,0,15,5
1078,param_13_15,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
1079,param_13_15,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
1080,param_13_1,"[0.25, 0.25]","[-1, -1]",pomdp,0,29,20
1081,param_13_1,"[0.25, 0.25]","[-1, -1]",myopic,0,34,12
1082,param_13_1,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1083,param_13_2,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,13
1084,param_13_2,"[0.25, 0.25]","[-1, -1]",myopic,0,31,12
1085,param_13_2,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1086,param_13_3,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,12
1087,param_13_3,"[0.25, 0.25]","[-1, -1]",myopic,0,15,12
1088,param_13_3,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1089,param_13_4,"[0.25, 0.25]","[-1, -1]",pomdp,0.5,19,6
1090,param_13_4,"[0.25, 0.25]","[-1, -1]",myopic,0.5,15,12
1091,param_13_4,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1092,param_13_5,"[0.25, 0.25]","[-1, -1]",pomdp,0,28,18
1093,param_13_5,"[0.25, 0.25]","[-1, -1]",myopic,0,33,12
1094,param_13_5,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1095,param_13_6,"[0.25, 0.25]","[-1, -1]",pomdp,0,24,13
1096,param_13_6,"[0.25, 0.25]","[-1, -1]",myopic,0,33,12
1097,param_13_6,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1098,param_13_7,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,13
1099,param_13_7,"[0.25, 0.25]","[-1, -1]",myopic,0,32,12
1100,param_13_7,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1101,param_13_8,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,11
1102,param_13_8,"[0.25, 0.25]","[-1, -1]",myopic,0,22,12
1103,param_13_8,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1104,param_13_9,"[0.25, 0.25]","[-1, -1]",pomdp,0,25,19
1105,param_13_9,"[0.25, 0.25]","[-1, -1]",myopic,0,29,12
1106,param_13_9,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1107,param_13_10,"[0.25, 0.25]","[-1, -1]",pomdp,0,26,12
1108,param_13_10,"[0.25, 0.25]","[-1, -1]",myopic,0,31,12
1109,param_13_10,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1110,param_13_11,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,12
1111,param_13_11,"[0.25, 0.25]","[-1, -1]",myopic,0.5,15,12
1112,param_13_11,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1113,param_13_12,"[0.25, 0.25]","[-1, -1]",pomdp,0.5,19,6
1114,param_13_12,"[0.25, 0.25]","[-1, -1]",myopic,1,15,12
1115,param_13_12,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1116,param_13_13,"[0.25, 0.25]","[-1, -1]",pomdp,0,22,10
1117,param_13_13,"[0.25, 0.25]","[-1, -1]",myopic,0.5,15,12
1118,param_13_13,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1119,param_13_14,"[0.25, 0.25]","[-1, -1]",pomdp,0.5,19,6
1120,param_13_14,"[0.25, 0.25]","[-1, -1]",myopic,1,15,12
1121,param_13_14,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1122,param_13_15,"[0.25, 0.25]","[-1, -1]",pomdp,0.5,19,5
1123,param_13_15,"[0.25, 0.25]","[-1, -1]",myopic,1,15,12
1124,param_13_15,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
1125,param_13_1,"[0.25, 0.25]","[-1, 0]",pomdp,0,26,20
1126,param_13_1,"[0.25, 0.25]","[-1, 0]",myopic,0,26,12
1127,param_13_1,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1128,param_13_2,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,13
1129,param_13_2,"[0.25, 0.25]","[-1, 0]",myopic,0,23,12
1130,param_13_2,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1131,param_13_3,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,12
1132,param_13_3,"[0.25, 0.25]","[-1, 0]",myopic,0,15,12
1133,param_13_3,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1134,param_13_4,"[0.25, 0.25]","[-1, 0]",pomdp,0.5,15,6
1135,param_13_4,"[0.25, 0.25]","[-1, 0]",myopic,0.5,15,12
1136,param_13_4,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1137,param_13_5,"[0.25, 0.25]","[-1, 0]",pomdp,0,26,18
1138,param_13_5,"[0.25, 0.25]","[-1, 0]",myopic,0,26,12
1139,param_13_5,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1140,param_13_6,"[0.25, 0.25]","[-1, 0]",pomdp,0,24,13
1141,param_13_6,"[0.25, 0.25]","[-1, 0]",myopic,0,26,12
1142,param_13_6,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1143,param_13_7,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,13
1144,param_13_7,"[0.25, 0.25]","[-1, 0]",myopic,0,23,12
1145,param_13_7,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1146,param_13_8,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,11
1147,param_13_8,"[0.25, 0.25]","[-1, 0]",myopic,0,15,12
1148,param_13_8,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1149,param_13_9,"[0.25, 0.25]","[-1, 0]",pomdp,0,18,12
1150,param_13_9,"[0.25, 0.25]","[-1, 0]",myopic,0,25,12
1151,param_13_9,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1152,param_13_10,"[0.25, 0.25]","[-1, 0]",pomdp,0,23,12
1153,param_13_10,"[0.25, 0.25]","[-1, 0]",myopic,0,23,12
1154,param_13_10,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1155,param_13_11,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,12
1156,param_13_11,"[0.25, 0.25]","[-1, 0]",myopic,0.5,15,12
1157,param_13_11,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1158,param_13_12,"[0.25, 0.25]","[-1, 0]",pomdp,0.5,15,6
1159,param_13_12,"[0.25, 0.25]","[-1, 0]",myopic,1,15,12
1160,param_13_12,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1161,param_13_13,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,10
1162,param_13_13,"[0.25, 0.25]","[-1, 0]",myopic,0.5,15,12
1163,param_13_13,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1164,param_13_14,"[0.25, 0.25]","[-1, 0]",pomdp,0.5,15,6
1165,param_13_14,"[0.25, 0.25]","[-1, 0]",myopic,1,15,12
1166,param_13_14,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1167,param_13_15,"[0.25, 0.25]","[-1, 0]",pomdp,0.5,15,5
1168,param_13_15,"[0.25, 0.25]","[-1, 0]",myopic,1,15,12
1169,param_13_15,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
1170,param_13_1,"[0.25, 0.25]","[0, -1]",pomdp,0,15,12
1171,param_13_1,"[0.25, 0.25]","[0, -1]",myopic,0,15,12
1172,param_13_1,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1173,param_13_2,"[0.25, 0.25]","[0, -1]",pomdp,0,15,11
1174,param_13_2,"[0.25, 0.25]","[0, -1]",myopic,0,15,12
1175,param_13_2,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1176,param_13_3,"[0.25, 0.25]","[0, -1]",pomdp,0,19,11
1177,param_13_3,"[0.25, 0.25]","[0, -1]",myopic,0,15,12
1178,param_13_3,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1179,param_13_4,"[0.25, 0.25]","[0, -1]",pomdp,0.5,19,6
1180,param_13_4,"[0.25, 0.25]","[0, -1]",myopic,0.5,15,12
1181,param_13_4,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1182,param_13_5,"[0.25, 0.25]","[0, -1]",pomdp,0,18,12
1183,param_13_5,"[0.25, 0.25]","[0, -1]",myopic,0,15,12
1184,param_13_5,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1185,param_13_6,"[0.25, 0.25]","[0, -1]",pomdp,0,18,12
1186,param_13_6,"[0.25, 0.25]","[0, -1]",myopic,0,22,12
1187,param_13_6,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1188,param_13_7,"[0.25, 0.25]","[0, -1]",pomdp,0,18,12
1189,param_13_7,"[0.25, 0.25]","[0, -1]",myopic,0,22,12
1190,param_13_7,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1191,param_13_8,"[0.25, 0.25]","[0, -1]",pomdp,0,18,11
1192,param_13_8,"[0.25, 0.25]","[0, -1]",myopic,0,22,12
1193,param_13_8,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1194,param_13_9,"[0.25, 0.25]","[0, -1]",pomdp,0,25,19
1195,param_13_9,"[0.25, 0.25]","[0, -1]",myopic,0.5,15,12
1196,param_13_9,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1197,param_13_10,"[0.25, 0.25]","[0, -1]",pomdp,0.5,15,6
1198,param_13_10,"[0.25, 0.25]","[0, -1]",myopic,0.5,15,12
1199,param_13_10,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1200,param_13_11,"[0.25, 0.25]","[0, -1]",pomdp,0,15,10
1201,param_13_11,"[0.25, 0.25]","[0, -1]",myopic,0.5,15,12
1202,param_13_11,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1203,param_13_12,"[0.25, 0.25]","[0, -1]",pomdp,0.5,19,6
1204,param_13_12,"[0.25, 0.25]","[0, -1]",myopic,1,15,12
1205,param_13_12,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1206,param_13_13,"[0.25, 0.25]","[0, -1]",pomdp,0.5,15,6
1207,param_13_13,"[0.25, 0.25]","[0, -1]",myopic,0.5,15,12
1208,param_13_13,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1209,param_13_14,"[0.25, 0.25]","[0, -1]",pomdp,0.5,19,6
1210,param_13_14,"[0.25, 0.25]","[0, -1]",myopic,1,15,12
1211,param_13_14,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1212,param_13_15,"[0.25, 0.25]","[0, -1]",pomdp,0.5,19,5
1213,param_13_15,"[0.25, 0.25]","[0, -1]",myopic,1,15,12
1214,param_13_15,"[0.25, 0.25]","[0, -1]",egostistical,1,15,0
1215,param_13_1,"[0.25, 0.25]","[0, 0]",pomdp,0,15,12
1216,param_13_1,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1217,param_13_1,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1218,param_13_2,"[0.25, 0.25]","[0, 0]",pomdp,0,15,11
1219,param_13_2,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1220,param_13_2,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1221,param_13_3,"[0.25, 0.25]","[0, 0]",pomdp,0,15,11
1222,param_13_3,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1223,param_13_3,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1224,param_13_4,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,6
1225,param_13_4,"[0.25, 0.25]","[0, 0]",myopic,0.5,15,12
1226,param_13_4,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1227,param_13_5,"[0.25, 0.25]","[0, 0]",pomdp,0,15,12
1228,param_13_5,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1229,param_13_5,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1230,param_13_6,"[0.25, 0.25]","[0, 0]",pomdp,0,15,12
1231,param_13_6,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1232,param_13_6,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1233,param_13_7,"[0.25, 0.25]","[0, 0]",pomdp,0,15,12
1234,param_13_7,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1235,param_13_7,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1236,param_13_8,"[0.25, 0.25]","[0, 0]",pomdp,0,15,11
1237,param_13_8,"[0.25, 0.25]","[0, 0]",myopic,0,15,12
1238,param_13_8,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1239,param_13_9,"[0.25, 0.25]","[0, 0]",pomdp,0,15,12
1240,param_13_9,"[0.25, 0.25]","[0, 0]",myopic,0.5,15,12
1241,param_13_9,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1242,param_13_10,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,6
1243,param_13_10,"[0.25, 0.25]","[0, 0]",myopic,0.5,15,12
1244,param_13_10,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1245,param_13_11,"[0.25, 0.25]","[0, 0]",pomdp,0,15,10
1246,param_13_11,"[0.25, 0.25]","[0, 0]",myopic,0.5,15,12
1247,param_13_11,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1248,param_13_12,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,6
1249,param_13_12,"[0.25, 0.25]","[0, 0]",myopic,1,15,12
1250,param_13_12,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1251,param_13_13,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,6
1252,param_13_13,"[0.25, 0.25]","[0, 0]",myopic,0.5,15,12
1253,param_13_13,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1254,param_13_14,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,6
1255,param_13_14,"[0.25, 0.25]","[0, 0]",myopic,1,15,12
1256,param_13_14,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1257,param_13_15,"[0.25, 0.25]","[0, 0]",pomdp,0.5,15,5
1258,param_13_15,"[0.25, 0.25]","[0, 0]",myopic,1,15,12
1259,param_13_15,"[0.25, 0.25]","[0, 0]",egostistical,1,15,0
1260,param_13_1,"[0.5, 0.25]","[-1, -1]",pomdp,0,29,19
1261,param_13_1,"[0.5, 0.25]","[-1, -1]",myopic,0,34,12
1262,param_13_1,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1263,param_13_2,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1264,param_13_2,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1265,param_13_2,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1266,param_13_3,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1267,param_13_3,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1268,param_13_3,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1269,param_13_4,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1270,param_13_4,"[0.5, 0.25]","[-1, -1]",myopic,0,26,12
1271,param_13_4,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1272,param_13_5,"[0.5, 0.25]","[-1, -1]",pomdp,0,28,18
1273,param_13_5,"[0.5, 0.25]","[-1, -1]",myopic,0,33,12
1274,param_13_5,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1275,param_13_6,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,17
1276,param_13_6,"[0.5, 0.25]","[-1, -1]",myopic,0,33,12
1277,param_13_6,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1278,param_13_7,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1279,param_13_7,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1280,param_13_7,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1281,param_13_8,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1282,param_13_8,"[0.5, 0.25]","[-1, -1]",myopic,0,26,12
1283,param_13_8,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1284,param_13_9,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,19
1285,param_13_9,"[0.5, 0.25]","[-1, -1]",myopic,0,29,12
1286,param_13_9,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,25,0
1287,param_13_10,"[0.5, 0.25]","[-1, -1]",pomdp,0,29,13
1288,param_13_10,"[0.5, 0.25]","[-1, -1]",myopic,0,34,12
1289,param_13_10,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1290,param_13_11,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,12
1291,param_13_11,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1292,param_13_11,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1293,param_13_12,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,6
1294,param_13_12,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1295,param_13_12,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1296,param_13_13,"[0.5, 0.25]","[-1, -1]",pomdp,0,29,13
1297,param_13_13,"[0.5, 0.25]","[-1, -1]",myopic,0,34,12
1298,param_13_13,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1299,param_13_14,"[0.5, 0.25]","[-1, -1]",pomdp,0,26,6
1300,param_13_14,"[0.5, 0.25]","[-1, -1]",myopic,0.5,26,12
1301,param_13_14,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1302,param_13_15,"[0.5, 0.25]","[-1, -1]",pomdp,0,29,13
1303,param_13_15,"[0.5, 0.25]","[-1, -1]",myopic,0,34,12
1304,param_13_15,"[0.5, 0.25]","[-1, -1]",egostistical,0.5,26,0
1305,param_13_1,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,19
1306,param_13_1,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1307,param_13_1,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1308,param_13_2,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1309,param_13_2,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1310,param_13_2,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1311,param_13_3,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1312,param_13_3,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1313,param_13_3,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1314,param_13_4,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1315,param_13_4,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1316,param_13_4,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1317,param_13_5,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,18
1318,param_13_5,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1319,param_13_5,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1320,param_13_6,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,17
1321,param_13_6,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1322,param_13_6,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1323,param_13_7,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1324,param_13_7,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1325,param_13_7,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1326,param_13_8,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1327,param_13_8,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1328,param_13_8,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1329,param_13_9,"[0.5, 0.25]","[-1, 0]",pomdp,0,25,19
1330,param_13_9,"[0.5, 0.25]","[-1, 0]",myopic,0,25,12
1331,param_13_9,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,25,0
1332,param_13_10,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,13
1333,param_13_10,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1334,param_13_10,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1335,param_13_11,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,12
1336,param_13_11,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1337,param_13_11,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1338,param_13_12,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,6
1339,param_13_12,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1340,param_13_12,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1341,param_13_13,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,13
1342,param_13_13,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1343,param_13_13,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1344,param_13_14,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,6
1345,param_13_14,"[0.5, 0.25]","[-1, 0]",myopic,0.5,26,12
1346,param_13_14,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1347,param_13_15,"[0.5, 0.25]","[-1, 0]",pomdp,0,26,13
1348,param_13_15,"[0.5, 0.25]","[-1, 0]",myopic,0,26,12
1349,param_13_15,"[0.5, 0.25]","[-1, 0]",egostistical,0.5,26,0
1350,param_13_1,"[0.5, 0.25]","[0, -1]",pomdp,0,16,11
1351,param_13_1,"[0.5, 0.25]","[0, -1]",myopic,0,15,12
1352,param_13_1,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1353,param_13_2,"[0.5, 0.25]","[0, -1]",pomdp,0,17,12
1354,param_13_2,"[0.5, 0.25]","[0, -1]",myopic,0,17,12
1355,param_13_2,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1356,param_13_3,"[0.5, 0.25]","[0, -1]",pomdp,0,19,12
1357,param_13_3,"[0.5, 0.25]","[0, -1]",myopic,0,19,12
1358,param_13_3,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1359,param_13_4,"[0.5, 0.25]","[0, -1]",pomdp,0,22,12
1360,param_13_4,"[0.5, 0.25]","[0, -1]",myopic,0,27,12
1361,param_13_4,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1362,param_13_5,"[0.5, 0.25]","[0, -1]",pomdp,0,18,12
1363,param_13_5,"[0.5, 0.25]","[0, -1]",myopic,0,15,12
1364,param_13_5,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1365,param_13_6,"[0.5, 0.25]","[0, -1]",pomdp,0,16,12
1366,param_13_6,"[0.5, 0.25]","[0, -1]",myopic,0,22,12
1367,param_13_6,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1368,param_13_7,"[0.5, 0.25]","[0, -1]",pomdp,0,17,12
1369,param_13_7,"[0.5, 0.25]","[0, -1]",myopic,0,22,12
1370,param_13_7,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1371,param_13_8,"[0.5, 0.25]","[0, -1]",pomdp,0,19,12
1372,param_13_8,"[0.5, 0.25]","[0, -1]",myopic,0,24,12
1373,param_13_8,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1374,param_13_9,"[0.5, 0.25]","[0, -1]",pomdp,0,18,12
1375,param_13_9,"[0.5, 0.25]","[0, -1]",myopic,0.5,15,12
1376,param_13_9,"[0.5, 0.25]","[0, -1]",egostistical,0.5,25,0
1377,param_13_10,"[0.5, 0.25]","[0, -1]",pomdp,0,17,11
1378,param_13_10,"[0.5, 0.25]","[0, -1]",myopic,0.5,17,12
1379,param_13_10,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1380,param_13_11,"[0.5, 0.25]","[0, -1]",pomdp,0,19,12
1381,param_13_11,"[0.5, 0.25]","[0, -1]",myopic,0.5,19,12
1382,param_13_11,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
1383,param_13_12,"[0.5, 0.25]","[0, -1]",pomdp,0,26,6
1384,param_13_12,"[0.5, 0.25]","[0, -1]",myopic,0,24,12
1385,param_13_12,"[0.5, 0.25]","[0, -1]",egostistical,0.5,26,0
