param,risk,intervention,agent,cumlative_risk,travel_time,request_time
param_13_7,"[0.75, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_8,"[0.75, 0.0]","[-1, -1]",pomdp,0,26,5
param_13_8,"[0.75, 0.0]","[-1, -1]",myopic,0,26,12
param_13_8,"[0.75, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_9,"[0.75, 0.0]","[-1, -1]",pomdp,0,25,11
param_13_9,"[0.75, 0.0]","[-1, -1]",myopic,0,29,12
param_13_9,"[0.75, 0.0]","[-1, -1]",egostistical,0,25,0
param_13_11,"[0.75, 0.0]","[-1, -1]",pomdp,0,26,5
param_13_11,"[0.75, 0.0]","[-1, -1]",myopic,0,26,12
param_13_11,"[0.75, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_1,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_1,"[0.75, 0.0]","[-1, 0]",myopic,0,26,16
param_13_1,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_2,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_2,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_2,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_3,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_3,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_3,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_4,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,6
param_13_4,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_4,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_5,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_5,"[0.75, 0.0]","[-1, 0]",myopic,0,26,16
param_13_5,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_6,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_6,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_6,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_7,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_7,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_7,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_8,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_8,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_8,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_9,"[0.75, 0.0]","[-1, 0]",pomdp,0,25,11
param_13_9,"[0.75, 0.0]","[-1, 0]",myopic,0,25,12
param_13_9,"[0.75, 0.0]","[-1, 0]",egostistical,0,25,0
param_13_11,"[0.75, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_11,"[0.75, 0.0]","[-1, 0]",myopic,0,26,12
param_13_11,"[0.75, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_1,"[0.75, 0.0]","[0, -1]",pomdp,0,15,6
param_13_1,"[0.75, 0.0]","[0, -1]",myopic,0,16,12
param_13_1,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_2,"[0.75, 0.0]","[0, -1]",pomdp,0,17,6
param_13_2,"[0.75, 0.0]","[0, -1]",myopic,0,17,12
param_13_2,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_3,"[0.75, 0.0]","[0, -1]",pomdp,0,17,5
param_13_3,"[0.75, 0.0]","[0, -1]",myopic,0,19,12
param_13_3,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_4,"[0.75, 0.0]","[0, -1]",pomdp,0,21,6
param_13_4,"[0.75, 0.0]","[0, -1]",myopic,0,23,12
param_13_4,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_5,"[0.75, 0.0]","[0, -1]",pomdp,0,15,6
param_13_5,"[0.75, 0.0]","[0, -1]",myopic,0,16,12
param_13_5,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_6,"[0.75, 0.0]","[0, -1]",pomdp,0,15,6
param_13_6,"[0.75, 0.0]","[0, -1]",myopic,0,16,12
param_13_6,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_7,"[0.75, 0.0]","[0, -1]",pomdp,0,17,6
param_13_7,"[0.75, 0.0]","[0, -1]",myopic,0,22,12
param_13_7,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_8,"[0.75, 0.0]","[0, -1]",pomdp,0,17,5
param_13_8,"[0.75, 0.0]","[0, -1]",myopic,0,24,12
param_13_8,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_9,"[0.75, 0.0]","[0, -1]",pomdp,0,15,6
param_13_9,"[0.75, 0.0]","[0, -1]",myopic,0,16,12
param_13_9,"[0.75, 0.0]","[0, -1]",egostistical,0,25,0
param_13_11,"[0.75, 0.0]","[0, -1]",pomdp,0,17,5
param_13_11,"[0.75, 0.0]","[0, -1]",myopic,0,19,12
param_13_11,"[0.75, 0.0]","[0, -1]",egostistical,0,26,0
param_13_1,"[0.75, 0.0]","[0, 0]",pomdp,0,15,6
param_13_1,"[0.75, 0.0]","[0, 0]",myopic,0,16,12
param_13_1,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_2,"[0.75, 0.0]","[0, 0]",pomdp,0,17,6
param_13_2,"[0.75, 0.0]","[0, 0]",myopic,0,17,12
param_13_2,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_3,"[0.75, 0.0]","[0, 0]",pomdp,0,17,5
param_13_3,"[0.75, 0.0]","[0, 0]",myopic,0,19,12
param_13_3,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_4,"[0.75, 0.0]","[0, 0]",pomdp,0,21,6
param_13_4,"[0.75, 0.0]","[0, 0]",myopic,0,21,12
param_13_4,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_5,"[0.75, 0.0]","[0, 0]",pomdp,0,15,6
param_13_5,"[0.75, 0.0]","[0, 0]",myopic,0,16,12
param_13_5,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_6,"[0.75, 0.0]","[0, 0]",pomdp,0,15,6
param_13_6,"[0.75, 0.0]","[0, 0]",myopic,0,16,12
param_13_6,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_7,"[0.75, 0.0]","[0, 0]",pomdp,0,17,6
param_13_7,"[0.75, 0.0]","[0, 0]",myopic,0,17,12
param_13_7,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_8,"[0.75, 0.0]","[0, 0]",pomdp,0,17,5
param_13_8,"[0.75, 0.0]","[0, 0]",myopic,0,19,12
param_13_8,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_9,"[0.75, 0.0]","[0, 0]",pomdp,0,15,6
param_13_9,"[0.75, 0.0]","[0, 0]",myopic,0,16,12
param_13_9,"[0.75, 0.0]","[0, 0]",egostistical,0,25,0
param_13_11,"[0.75, 0.0]","[0, 0]",pomdp,0,17,5
param_13_11,"[0.75, 0.0]","[0, 0]",myopic,0,19,12
param_13_11,"[0.75, 0.0]","[0, 0]",egostistical,0,26,0
param_13_1,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,12
param_13_1,"[1.0, 0.0]","[-1, -1]",myopic,0,29,16
param_13_1,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_2,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,12
param_13_2,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_2,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_3,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,5
param_13_3,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_3,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_4,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,6
param_13_4,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_4,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_5,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,12
param_13_5,"[1.0, 0.0]","[-1, -1]",myopic,0,28,16
param_13_5,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_6,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,12
param_13_6,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_6,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_7,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,12
param_13_7,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_7,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_8,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,5
param_13_8,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_8,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_9,"[1.0, 0.0]","[-1, -1]",pomdp,0,25,11
param_13_9,"[1.0, 0.0]","[-1, -1]",myopic,0,29,12
param_13_9,"[1.0, 0.0]","[-1, -1]",egostistical,0,25,0
param_13_11,"[1.0, 0.0]","[-1, -1]",pomdp,0,26,5
param_13_11,"[1.0, 0.0]","[-1, -1]",myopic,0,26,12
param_13_11,"[1.0, 0.0]","[-1, -1]",egostistical,0,26,0
param_13_1,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_1,"[1.0, 0.0]","[-1, 0]",myopic,0,26,16
param_13_1,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_2,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_2,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_2,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_3,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_3,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_3,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_4,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,6
param_13_4,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_4,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_5,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_5,"[1.0, 0.0]","[-1, 0]",myopic,0,26,16
param_13_5,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_6,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_6,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_6,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_7,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,12
param_13_7,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_7,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_8,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_8,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_8,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_9,"[1.0, 0.0]","[-1, 0]",pomdp,0,25,11
param_13_9,"[1.0, 0.0]","[-1, 0]",myopic,0,25,12
param_13_9,"[1.0, 0.0]","[-1, 0]",egostistical,0,25,0
param_13_11,"[1.0, 0.0]","[-1, 0]",pomdp,0,26,5
param_13_11,"[1.0, 0.0]","[-1, 0]",myopic,0,26,12
param_13_11,"[1.0, 0.0]","[-1, 0]",egostistical,0,26,0
param_13_1,"[1.0, 0.0]","[0, -1]",pomdp,0,15,6
param_13_1,"[1.0, 0.0]","[0, -1]",myopic,0,16,12
param_13_1,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_2,"[1.0, 0.0]","[0, -1]",pomdp,0,17,6
param_13_2,"[1.0, 0.0]","[0, -1]",myopic,0,17,12
param_13_2,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_3,"[1.0, 0.0]","[0, -1]",pomdp,0,17,5
param_13_3,"[1.0, 0.0]","[0, -1]",myopic,0,19,12
param_13_3,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_4,"[1.0, 0.0]","[0, -1]",pomdp,0,21,6
param_13_4,"[1.0, 0.0]","[0, -1]",myopic,0,23,12
param_13_4,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_5,"[1.0, 0.0]","[0, -1]",pomdp,0,15,6
param_13_5,"[1.0, 0.0]","[0, -1]",myopic,0,16,12
param_13_5,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_6,"[1.0, 0.0]","[0, -1]",pomdp,0,15,6
param_13_6,"[1.0, 0.0]","[0, -1]",myopic,0,16,12
param_13_6,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_7,"[1.0, 0.0]","[0, -1]",pomdp,0,17,6
param_13_7,"[1.0, 0.0]","[0, -1]",myopic,0,22,12
param_13_7,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_8,"[1.0, 0.0]","[0, -1]",pomdp,0,17,5
param_13_8,"[1.0, 0.0]","[0, -1]",myopic,0,24,12
param_13_8,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_9,"[1.0, 0.0]","[0, -1]",pomdp,0,15,6
param_13_9,"[1.0, 0.0]","[0, -1]",myopic,0,16,12
param_13_9,"[1.0, 0.0]","[0, -1]",egostistical,0,25,0
param_13_11,"[1.0, 0.0]","[0, -1]",pomdp,0,17,5
param_13_11,"[1.0, 0.0]","[0, -1]",myopic,0,19,12
param_13_11,"[1.0, 0.0]","[0, -1]",egostistical,0,26,0
param_13_1,"[1.0, 0.0]","[0, 0]",pomdp,0,15,6
param_13_1,"[1.0, 0.0]","[0, 0]",myopic,0,16,12
param_13_1,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_2,"[1.0, 0.0]","[0, 0]",pomdp,0,17,6
param_13_2,"[1.0, 0.0]","[0, 0]",myopic,0,17,12
param_13_2,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_3,"[1.0, 0.0]","[0, 0]",pomdp,0,17,5
param_13_3,"[1.0, 0.0]","[0, 0]",myopic,0,19,12
param_13_3,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_4,"[1.0, 0.0]","[0, 0]",pomdp,0,21,6
param_13_4,"[1.0, 0.0]","[0, 0]",myopic,0,21,12
param_13_4,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_5,"[1.0, 0.0]","[0, 0]",pomdp,0,15,6
param_13_5,"[1.0, 0.0]","[0, 0]",myopic,0,16,12
param_13_5,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_6,"[1.0, 0.0]","[0, 0]",pomdp,0,15,6
param_13_6,"[1.0, 0.0]","[0, 0]",myopic,0,16,12
param_13_6,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_7,"[1.0, 0.0]","[0, 0]",pomdp,0,17,6
param_13_7,"[1.0, 0.0]","[0, 0]",myopic,0,17,12
param_13_7,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_8,"[1.0, 0.0]","[0, 0]",pomdp,0,17,5
param_13_8,"[1.0, 0.0]","[0, 0]",myopic,0,19,12
param_13_8,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_9,"[1.0, 0.0]","[0, 0]",pomdp,0,15,6
param_13_9,"[1.0, 0.0]","[0, 0]",myopic,0,16,12
param_13_9,"[1.0, 0.0]","[0, 0]",egostistical,0,25,0
param_13_11,"[1.0, 0.0]","[0, 0]",pomdp,0,17,5
param_13_11,"[1.0, 0.0]","[0, 0]",myopic,0,19,12
param_13_11,"[1.0, 0.0]","[0, 0]",egostistical,0,26,0
param_13_1,"[0.0, 0.25]","[-1, -1]",pomdp,0,19,6
param_13_1,"[0.0, 0.25]","[-1, -1]",myopic,0,27,16
param_13_1,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_2,"[0.0, 0.25]","[-1, -1]",pomdp,0,19,6
param_13_2,"[0.0, 0.25]","[-1, -1]",myopic,0.5,23,14
param_13_2,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_3,"[0.0, 0.25]","[-1, -1]",pomdp,0,19,6
param_13_3,"[0.0, 0.25]","[-1, -1]",myopic,0,15,12
param_13_3,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_4,"[0.0, 0.25]","[-1, -1]",pomdp,0,19,6
param_13_4,"[0.0, 0.25]","[-1, -1]",myopic,0,15,12
param_13_4,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_5,"[0.0, 0.25]","[-1, -1]",pomdp,0,18,6
param_13_5,"[0.0, 0.25]","[-1, -1]",myopic,0,26,16
param_13_5,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_6,"[0.0, 0.25]","[-1, -1]",pomdp,0,18,6
param_13_6,"[0.0, 0.25]","[-1, -1]",myopic,0.5,24,14
param_13_6,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_7,"[0.0, 0.25]","[-1, -1]",pomdp,0,18,6
param_13_7,"[0.0, 0.25]","[-1, -1]",myopic,0.5,23,13
param_13_7,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_8,"[0.0, 0.25]","[-1, -1]",pomdp,0,18,6
param_13_8,"[0.0, 0.25]","[-1, -1]",myopic,0,22,12
param_13_8,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_9,"[0.0, 0.25]","[-1, -1]",pomdp,0,18,6
param_13_9,"[0.0, 0.25]","[-1, -1]",myopic,0,27,12
param_13_9,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_11,"[0.0, 0.25]","[-1, -1]",pomdp,0,19,6
param_13_11,"[0.0, 0.25]","[-1, -1]",myopic,0.5,15,12
param_13_11,"[0.0, 0.25]","[-1, -1]",egostistical,0.5,15,0
param_13_1,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_1,"[0.0, 0.25]","[-1, 0]",myopic,0,24,16
param_13_1,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_2,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_2,"[0.0, 0.25]","[-1, 0]",myopic,0.5,23,14
param_13_2,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_3,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_3,"[0.0, 0.25]","[-1, 0]",myopic,0,15,12
param_13_3,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_4,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_4,"[0.0, 0.25]","[-1, 0]",myopic,0,15,12
param_13_4,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_5,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_5,"[0.0, 0.25]","[-1, 0]",myopic,0,24,16
param_13_5,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_6,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_6,"[0.0, 0.25]","[-1, 0]",myopic,0.5,24,14
param_13_6,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_7,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_7,"[0.0, 0.25]","[-1, 0]",myopic,0.5,23,13
param_13_7,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_8,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_8,"[0.0, 0.25]","[-1, 0]",myopic,0,15,12
param_13_8,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_9,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_9,"[0.0, 0.25]","[-1, 0]",myopic,0,23,12
param_13_9,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_11,"[0.0, 0.25]","[-1, 0]",pomdp,0,15,6
param_13_11,"[0.0, 0.25]","[-1, 0]",myopic,0.5,15,12
param_13_11,"[0.0, 0.25]","[-1, 0]",egostistical,0.5,15,0
param_13_1,"[0.0, 0.25]","[0, -1]",pomdp,0,19,6
param_13_1,"[0.0, 0.25]","[0, -1]",myopic,0.5,15,12
param_13_1,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_2,"[0.0, 0.25]","[0, -1]",pomdp,0,19,6
param_13_2,"[0.0, 0.25]","[0, -1]",myopic,0,15,12
param_13_2,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_3,"[0.0, 0.25]","[0, -1]",pomdp,0,19,6
param_13_3,"[0.0, 0.25]","[0, -1]",myopic,0,15,12
param_13_3,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_4,"[0.0, 0.25]","[0, -1]",pomdp,0,19,6
param_13_4,"[0.0, 0.25]","[0, -1]",myopic,0,15,12
param_13_4,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_5,"[0.0, 0.25]","[0, -1]",pomdp,0,18,6
param_13_5,"[0.0, 0.25]","[0, -1]",myopic,0.5,15,12
param_13_5,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_6,"[0.0, 0.25]","[0, -1]",pomdp,0,18,6
param_13_6,"[0.0, 0.25]","[0, -1]",myopic,0,18,12
param_13_6,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_7,"[0.0, 0.25]","[0, -1]",pomdp,0,18,6
param_13_7,"[0.0, 0.25]","[0, -1]",myopic,0,22,12
param_13_7,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_8,"[0.0, 0.25]","[0, -1]",pomdp,0,18,6
param_13_8,"[0.0, 0.25]","[0, -1]",myopic,0,22,12
param_13_8,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_9,"[0.0, 0.25]","[0, -1]",pomdp,0,18,6
param_13_9,"[0.0, 0.25]","[0, -1]",myopic,0.5,15,11
param_13_9,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_11,"[0.0, 0.25]","[0, -1]",pomdp,0,19,6
param_13_11,"[0.0, 0.25]","[0, -1]",myopic,0.5,15,12
param_13_11,"[0.0, 0.25]","[0, -1]",egostistical,0.5,15,0
param_13_1,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_1,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
param_13_1,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_2,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_2,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_2,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_3,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_3,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_3,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_4,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_4,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_4,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_5,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_5,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
param_13_5,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_6,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_6,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_6,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_7,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_7,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_7,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_8,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_8,"[0.0, 0.25]","[0, 0]",myopic,0,15,12
param_13_8,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_9,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_9,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,11
param_13_9,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_11,"[0.0, 0.25]","[0, 0]",pomdp,0,15,6
param_13_11,"[0.0, 0.25]","[0, 0]",myopic,0.5,15,12
param_13_11,"[0.0, 0.25]","[0, 0]",egostistical,0.5,15,0
param_13_1,"[0.25, 0.25]","[-1, -1]",pomdp,0,29,20
param_13_1,"[0.25, 0.25]","[-1, -1]",myopic,0,27,16
param_13_1,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_2,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,13
param_13_2,"[0.25, 0.25]","[-1, -1]",myopic,0.5,23,14
param_13_2,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_3,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,12
param_13_3,"[0.25, 0.25]","[-1, -1]",myopic,0,15,12
param_13_3,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_4,"[0.25, 0.25]","[-1, -1]",pomdp,0.5,19,6
param_13_4,"[0.25, 0.25]","[-1, -1]",myopic,0.5,15,12
param_13_4,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_5,"[0.25, 0.25]","[-1, -1]",pomdp,0,28,18
param_13_5,"[0.25, 0.25]","[-1, -1]",myopic,0,26,16
param_13_5,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_6,"[0.25, 0.25]","[-1, -1]",pomdp,0,24,13
param_13_6,"[0.25, 0.25]","[-1, -1]",myopic,0.5,24,14
param_13_6,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_7,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,13
param_13_7,"[0.25, 0.25]","[-1, -1]",myopic,0.5,23,13
param_13_7,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_8,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,11
param_13_8,"[0.25, 0.25]","[-1, -1]",myopic,0,22,12
param_13_8,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_9,"[0.25, 0.25]","[-1, -1]",pomdp,0,25,19
param_13_9,"[0.25, 0.25]","[-1, -1]",myopic,0,27,12
param_13_9,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_11,"[0.25, 0.25]","[-1, -1]",pomdp,0,19,12
param_13_11,"[0.25, 0.25]","[-1, -1]",myopic,0.5,15,12
param_13_11,"[0.25, 0.25]","[-1, -1]",egostistical,1,15,0
param_13_1,"[0.25, 0.25]","[-1, 0]",pomdp,0,26,20
param_13_1,"[0.25, 0.25]","[-1, 0]",myopic,0,24,16
param_13_1,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
param_13_2,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,13
param_13_2,"[0.25, 0.25]","[-1, 0]",myopic,0.5,23,14
param_13_2,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
param_13_3,"[0.25, 0.25]","[-1, 0]",pomdp,0,19,12
param_13_3,"[0.25, 0.25]","[-1, 0]",myopic,0,15,12
param_13_3,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
param_13_4,"[0.25, 0.25]","[-1, 0]",pomdp,0.5,15,6
param_13_4,"[0.25, 0.25]","[-1, 0]",myopic,0.5,15,12
param_13_4,"[0.25, 0.25]","[-1, 0]",egostistical,1,15,0
