,param,risk,position,intervention,agent,cumlative_risk,travel_time,request_time
236,param_16,"[0.0, 0.0]",[ 80 100],"[0, 0]",egostistical,0.0,15,0
237,param_17,"[0.0, 0.0]",[ 80 120],"[0, 0]",pomdp,0.0,15,0
238,param_17,"[0.0, 0.0]",[ 80 120],"[0, 0]",myopic,0.0,15,12
239,param_17,"[0.0, 0.0]",[ 80 120],"[0, 0]",egostistical,0.0,15,0
240,param_18,"[0.0, 0.0]",[ 80 140],"[0, 0]",pomdp,0.0,15,0
241,param_18,"[0.0, 0.0]",[ 80 140],"[0, 0]",myopic,0.0,15,12
242,param_18,"[0.0, 0.0]",[ 80 140],"[0, 0]",egostistical,0.0,15,0
243,param_19,"[0.0, 0.0]",[100 120],"[0, 0]",pomdp,0.0,15,0
244,param_19,"[0.0, 0.0]",[100 120],"[0, 0]",myopic,0.0,15,12
245,param_19,"[0.0, 0.0]",[100 120],"[0, 0]",egostistical,0.0,15,0
246,param_20,"[0.0, 0.0]",[100 140],"[0, 0]",pomdp,0.0,15,0
247,param_20,"[0.0, 0.0]",[100 140],"[0, 0]",myopic,0.0,15,12
248,param_20,"[0.0, 0.0]",[100 140],"[0, 0]",egostistical,0.0,15,0
249,param_21,"[0.0, 0.0]",[120 140],"[0, 0]",pomdp,0.0,15,0
250,param_21,"[0.0, 0.0]",[120 140],"[0, 0]",myopic,0.0,15,12
251,param_21,"[0.0, 0.0]",[120 140],"[0, 0]",egostistical,0.0,15,0
252,param_1,"[0.25, 0.0]",[20 40],"[-1, -1]",pomdp,0.0,21,4
253,param_1,"[0.25, 0.0]",[20 40],"[-1, -1]",myopic,0.0,23,12
254,param_1,"[0.25, 0.0]",[20 40],"[-1, -1]",egostistical,0.5,15,0
255,param_2,"[0.25, 0.0]",[20 60],"[-1, -1]",pomdp,0.0,21,4
256,param_2,"[0.25, 0.0]",[20 60],"[-1, -1]",myopic,0.0,23,12
257,param_2,"[0.25, 0.0]",[20 60],"[-1, -1]",egostistical,0.5,15,0
258,param_3,"[0.25, 0.0]",[20 80],"[-1, -1]",pomdp,0.0,21,4
259,param_3,"[0.25, 0.0]",[20 80],"[-1, -1]",myopic,0.0,23,12
260,param_3,"[0.25, 0.0]",[20 80],"[-1, -1]",egostistical,0.5,15,0
261,param_4,"[0.25, 0.0]",[ 20 100],"[-1, -1]",pomdp,0.0,21,4
262,param_4,"[0.25, 0.0]",[ 20 100],"[-1, -1]",myopic,0.0,23,12
263,param_4,"[0.25, 0.0]",[ 20 100],"[-1, -1]",egostistical,0.5,15,0
264,param_5,"[0.25, 0.0]",[ 20 120],"[-1, -1]",pomdp,0.0,21,4
265,param_5,"[0.25, 0.0]",[ 20 120],"[-1, -1]",myopic,0.0,29,12
266,param_5,"[0.25, 0.0]",[ 20 120],"[-1, -1]",egostistical,0.5,15,0
267,param_6,"[0.25, 0.0]",[40 60],"[-1, -1]",pomdp,0.0,20,4
268,param_6,"[0.25, 0.0]",[40 60],"[-1, -1]",myopic,0.0,34,12
269,param_6,"[0.25, 0.0]",[40 60],"[-1, -1]",egostistical,0.5,15,0
270,param_7,"[0.25, 0.0]",[40 80],"[-1, -1]",pomdp,0.0,20,4
271,param_7,"[0.25, 0.0]",[40 80],"[-1, -1]",myopic,0.0,26,12
272,param_7,"[0.25, 0.0]",[40 80],"[-1, -1]",egostistical,0.5,15,0
273,param_8,"[0.25, 0.0]",[ 40 100],"[-1, -1]",pomdp,0.0,20,4
274,param_8,"[0.25, 0.0]",[ 40 100],"[-1, -1]",myopic,0.0,26,12
275,param_8,"[0.25, 0.0]",[ 40 100],"[-1, -1]",egostistical,0.5,15,0
276,param_9,"[0.25, 0.0]",[ 40 120],"[-1, -1]",pomdp,0.0,20,4
277,param_9,"[0.25, 0.0]",[ 40 120],"[-1, -1]",myopic,0.0,26,12
278,param_9,"[0.25, 0.0]",[ 40 120],"[-1, -1]",egostistical,0.5,15,0
279,param_10,"[0.25, 0.0]",[ 40 140],"[-1, -1]",pomdp,0.0,20,4
280,param_10,"[0.25, 0.0]",[ 40 140],"[-1, -1]",myopic,0.0,31,12
281,param_10,"[0.25, 0.0]",[ 40 140],"[-1, -1]",egostistical,0.5,15,0
282,param_11,"[0.25, 0.0]",[60 80],"[-1, -1]",pomdp,0.0,20,4
283,param_11,"[0.25, 0.0]",[60 80],"[-1, -1]",myopic,0.0,34,12
284,param_11,"[0.25, 0.0]",[60 80],"[-1, -1]",egostistical,0.5,15,0
285,param_12,"[0.25, 0.0]",[ 60 100],"[-1, -1]",pomdp,0.0,20,4
286,param_12,"[0.25, 0.0]",[ 60 100],"[-1, -1]",myopic,0.0,26,12
287,param_12,"[0.25, 0.0]",[ 60 100],"[-1, -1]",egostistical,0.5,15,0
288,param_13,"[0.25, 0.0]",[ 60 120],"[-1, -1]",pomdp,0.0,20,4
289,param_13,"[0.25, 0.0]",[ 60 120],"[-1, -1]",myopic,0.0,26,12
290,param_13,"[0.25, 0.0]",[ 60 120],"[-1, -1]",egostistical,0.5,15,0
291,param_14,"[0.25, 0.0]",[ 60 140],"[-1, -1]",pomdp,0.0,20,4
292,param_14,"[0.25, 0.0]",[ 60 140],"[-1, -1]",myopic,0.0,26,12
293,param_14,"[0.25, 0.0]",[ 60 140],"[-1, -1]",egostistical,0.5,15,0
294,param_15,"[0.25, 0.0]",[ 60 140],"[-1, -1]",pomdp,0.0,20,4
295,param_15,"[0.25, 0.0]",[ 60 140],"[-1, -1]",myopic,0.0,26,12
296,param_15,"[0.25, 0.0]",[ 60 140],"[-1, -1]",egostistical,0.5,15,0
297,param_16,"[0.25, 0.0]",[ 80 100],"[-1, -1]",pomdp,0.0,20,4
298,param_16,"[0.25, 0.0]",[ 80 100],"[-1, -1]",myopic,0.0,34,12
299,param_16,"[0.25, 0.0]",[ 80 100],"[-1, -1]",egostistical,0.5,15,0
300,param_17,"[0.25, 0.0]",[ 80 120],"[-1, -1]",pomdp,0.0,20,4
301,param_17,"[0.25, 0.0]",[ 80 120],"[-1, -1]",myopic,0.0,26,12
302,param_17,"[0.25, 0.0]",[ 80 120],"[-1, -1]",egostistical,0.5,15,0
