,param,initial_risk,intervention,cumlative_risk,travel_time,request_time,label
376,param_4,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,4
377,param_4,"[0.0, 0.25]","[0, 0]",0.0,-1,-8,4
378,param_4,"[0.25, 0.25]","[0, 0]",0.0,0,-5,4
379,param_4,"[0.5, 0.0]","[0, 0]",0.0,1,-12,4
380,param_4,"[0.5, 0.25]","[0, 0]",0.0,2,-9,4
381,param_4,"[0.75, 0.0]","[0, 0]",0.0,1,-12,4
382,param_4,"[0.75, 0.25]","[0, 0]",0.0,2,-9,4
383,param_4,"[1.0, 0.0]","[0, 0]",0.0,1,-12,4
384,param_4,"[1.0, 0.25]","[0, 0]",0.0,2,-9,4
385,param_4,"[0.0, 0.5]","[0, 0]",0.0,-6,-6,4
386,param_4,"[0.0, 0.75]","[0, 0]",0.0,-6,-6,4
387,param_4,"[0.0, 1.0]","[0, 0]",0.0,-6,-6,4
388,param_4,"[0.25, 0.5]","[0, 0]",0.0,-4,-2,4
389,param_4,"[0.25, 0.75]","[0, 0]",0.0,-4,-2,4
390,param_4,"[0.25, 1.0]","[0, 0]",0.0,-4,-2,4
391,param_4,"[0.5, 0.5]","[0, 0]",0.0,-2,-6,4
392,param_4,"[0.5, 0.75]","[0, 0]",0.0,-2,-6,4
393,param_4,"[0.5, 1.0]","[0, 0]",0.0,-2,-6,4
394,param_4,"[0.75, 0.5]","[0, 0]",0.0,-2,-6,4
395,param_4,"[0.75, 0.75]","[0, 0]",0.0,-2,-6,4
396,param_4,"[0.75, 1.0]","[0, 0]",0.0,-2,-6,4
397,param_4,"[1.0, 0.5]","[0, 0]",0.0,-2,-6,4
398,param_4,"[1.0, 0.75]","[0, 0]",0.0,-2,-6,4
399,param_4,"[1.0, 1.0]","[0, 0]",0.0,-2,-6,4
400,param_5,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,5
401,param_5,"[0.25, 0.0]","[-1, -1]",0.0,-8,-8,5
402,param_5,"[0.0, 0.25]","[-1, -1]",0.0,-6,-8,5
403,param_5,"[0.25, 0.25]","[-1, -1]",0.0,-7,-5,5
404,param_5,"[0.5, 0.0]","[-1, -1]",0.0,-6,-12,5
405,param_5,"[0.5, 0.25]","[-1, -1]",0.0,0,0,5
406,param_5,"[0.75, 0.0]","[-1, -1]",0.0,-6,-12,5
407,param_5,"[0.75, 0.25]","[-1, -1]",0.0,0,0,5
408,param_5,"[1.0, 0.0]","[-1, -1]",0.0,-6,-12,5
409,param_5,"[1.0, 0.25]","[-1, -1]",0.0,0,0,5
410,param_5,"[0.0, 0.5]","[-1, -1]",0.0,0,0,5
411,param_5,"[0.0, 0.75]","[-1, -1]",0.0,0,0,5
412,param_5,"[0.0, 1.0]","[-1, -1]",0.0,0,0,5
413,param_5,"[0.25, 0.5]","[-1, -1]",0.0,0,4,5
414,param_5,"[0.25, 0.75]","[-1, -1]",0.0,0,4,5
415,param_5,"[0.25, 1.0]","[-1, -1]",0.0,0,4,5
416,param_5,"[0.5, 0.5]","[-1, -1]",0.0,0,0,5
417,param_5,"[0.5, 0.75]","[-1, -1]",0.0,0,0,5
418,param_5,"[0.5, 1.0]","[-1, -1]",0.0,0,0,5
419,param_5,"[0.75, 0.5]","[-1, -1]",0.0,0,0,5
420,param_5,"[0.75, 0.75]","[-1, -1]",0.0,0,0,5
421,param_5,"[0.75, 1.0]","[-1, -1]",0.0,0,0,5
422,param_5,"[1.0, 0.5]","[-1, -1]",0.0,0,0,5
423,param_5,"[1.0, 0.75]","[-1, -1]",0.0,0,0,5
424,param_5,"[1.0, 1.0]","[-1, -1]",0.0,0,0,5
425,param_5,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,5
426,param_5,"[0.25, 0.0]","[-1, 0]",0.0,-2,-8,5
427,param_5,"[0.0, 0.25]","[-1, 0]",0.0,1,-8,5
428,param_5,"[0.25, 0.25]","[-1, 0]",0.0,1,-5,5
429,param_5,"[0.5, 0.0]","[-1, 0]",0.0,0,-12,5
430,param_5,"[0.5, 0.25]","[-1, 0]",0.0,-1,-6,5
431,param_5,"[0.75, 0.0]","[-1, 0]",0.0,0,-12,5
432,param_5,"[0.75, 0.25]","[-1, 0]",0.0,-1,-6,5
433,param_5,"[1.0, 0.0]","[-1, 0]",0.0,0,-12,5
434,param_5,"[1.0, 0.25]","[-1, 0]",0.0,-1,-6,5
435,param_5,"[0.0, 0.5]","[-1, 0]",0.0,-4,-6,5
436,param_5,"[0.0, 0.75]","[-1, 0]",0.0,-4,-6,5
437,param_5,"[0.0, 1.0]","[-1, 0]",0.0,-4,-6,5
438,param_5,"[0.25, 0.5]","[-1, 0]",0.0,-3,-2,5
439,param_5,"[0.25, 0.75]","[-1, 0]",0.0,-3,-2,5
440,param_5,"[0.25, 1.0]","[-1, 0]",0.0,-3,-2,5
441,param_5,"[0.5, 0.5]","[-1, 0]",0.0,-1,-6,5
442,param_5,"[0.5, 0.75]","[-1, 0]",0.0,-1,-6,5
443,param_5,"[0.5, 1.0]","[-1, 0]",0.0,-1,-6,5
444,param_5,"[0.75, 0.5]","[-1, 0]",0.0,-1,-6,5
445,param_5,"[0.75, 0.75]","[-1, 0]",0.0,-1,-6,5
446,param_5,"[0.75, 1.0]","[-1, 0]",0.0,-1,-6,5
447,param_5,"[1.0, 0.5]","[-1, 0]",0.0,-1,-6,5
448,param_5,"[1.0, 0.75]","[-1, 0]",0.0,-1,-6,5
449,param_5,"[1.0, 1.0]","[-1, 0]",0.0,-1,-6,5
450,param_5,"[0.0, 0.0]","[0, -1]",0.0,0,-12,5
451,param_5,"[0.25, 0.0]","[0, -1]",0.0,-7,-8,5
452,param_5,"[0.0, 0.25]","[0, -1]",0.0,-6,-8,5
453,param_5,"[0.25, 0.25]","[0, -1]",0.0,-8,-5,5
454,param_5,"[0.5, 0.0]","[0, -1]",0.0,-5,-12,5
455,param_5,"[0.5, 0.25]","[0, -1]",0.0,-1,0,5
456,param_5,"[0.75, 0.0]","[0, -1]",0.0,-5,-12,5
457,param_5,"[0.75, 0.25]","[0, -1]",0.0,-1,0,5
458,param_5,"[1.0, 0.0]","[0, -1]",0.0,-5,-12,5
459,param_5,"[1.0, 0.25]","[0, -1]",0.0,-1,0,5
460,param_5,"[0.0, 0.5]","[0, -1]",0.0,0,0,5
461,param_5,"[0.0, 0.75]","[0, -1]",0.0,0,0,5
462,param_5,"[0.0, 1.0]","[0, -1]",0.0,0,0,5
463,param_5,"[0.25, 0.5]","[0, -1]",0.0,-1,4,5
464,param_5,"[0.25, 0.75]","[0, -1]",0.0,-1,4,5
465,param_5,"[0.25, 1.0]","[0, -1]",0.0,-1,4,5
466,param_5,"[0.5, 0.5]","[0, -1]",0.0,-1,0,5
467,param_5,"[0.5, 0.75]","[0, -1]",0.0,-1,0,5
468,param_5,"[0.5, 1.0]","[0, -1]",0.0,-1,0,5
469,param_5,"[0.75, 0.5]","[0, -1]",0.0,-1,0,5
470,param_5,"[0.75, 0.75]","[0, -1]",0.0,-1,0,5
471,param_5,"[0.75, 1.0]","[0, -1]",0.0,-1,0,5
472,param_5,"[1.0, 0.5]","[0, -1]",0.0,-1,0,5
473,param_5,"[1.0, 0.75]","[0, -1]",0.0,-1,0,5
474,param_5,"[1.0, 1.0]","[0, -1]",0.0,-1,0,5
475,param_5,"[0.0, 0.0]","[0, 0]",0.0,0,-12,5
476,param_5,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,5
477,param_5,"[0.0, 0.25]","[0, 0]",0.0,1,-8,5
478,param_5,"[0.25, 0.25]","[0, 0]",0.0,1,-5,5
479,param_5,"[0.5, 0.0]","[0, 0]",0.0,1,-12,5
480,param_5,"[0.5, 0.25]","[0, 0]",0.0,-1,-6,5
481,param_5,"[0.75, 0.0]","[0, 0]",0.0,1,-12,5
482,param_5,"[0.75, 0.25]","[0, 0]",0.0,-1,-6,5
483,param_5,"[1.0, 0.0]","[0, 0]",0.0,1,-12,5
484,param_5,"[1.0, 0.25]","[0, 0]",0.0,-1,-6,5
485,param_5,"[0.0, 0.5]","[0, 0]",0.0,-4,-6,5
486,param_5,"[0.0, 0.75]","[0, 0]",0.0,-4,-6,5
487,param_5,"[0.0, 1.0]","[0, 0]",0.0,-4,-6,5
488,param_5,"[0.25, 0.5]","[0, 0]",0.0,-3,-2,5
489,param_5,"[0.25, 0.75]","[0, 0]",0.0,-3,-2,5
490,param_5,"[0.25, 1.0]","[0, 0]",0.0,-3,-2,5
491,param_5,"[0.5, 0.5]","[0, 0]",0.0,-1,-6,5
492,param_5,"[0.5, 0.75]","[0, 0]",0.0,-1,-6,5
493,param_5,"[0.5, 1.0]","[0, 0]",0.0,-1,-6,5
494,param_5,"[0.75, 0.5]","[0, 0]",0.0,-1,-6,5
495,param_5,"[0.75, 0.75]","[0, 0]",0.0,-1,-6,5
496,param_5,"[0.75, 1.0]","[0, 0]",0.0,-1,-6,5
497,param_5,"[1.0, 0.5]","[0, 0]",0.0,-1,-6,5
498,param_5,"[1.0, 0.75]","[0, 0]",0.0,-1,-6,5
499,param_5,"[1.0, 1.0]","[0, 0]",0.0,-1,-6,5
500,param_6,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,6
501,param_6,"[0.25, 0.0]","[-1, -1]",0.0,-14,-8,6
502,param_6,"[0.0, 0.25]","[-1, -1]",-0.5,5,-8,6
503,param_6,"[0.25, 0.25]","[-1, -1]",0.0,-12,-7,6
504,param_6,"[0.5, 0.0]","[-1, -1]",0.0,-8,-7,6
505,param_6,"[0.5, 0.25]","[-1, -1]",0.0,-4,-3,6
506,param_6,"[0.75, 0.0]","[-1, -1]",0.0,-8,-7,6
507,param_6,"[0.75, 0.25]","[-1, -1]",0.0,-4,-3,6
508,param_6,"[1.0, 0.0]","[-1, -1]",0.0,-8,-7,6
509,param_6,"[1.0, 0.25]","[-1, -1]",0.0,-4,-3,6
510,param_6,"[0.0, 0.5]","[-1, -1]",0.0,0,-7,6
511,param_6,"[0.0, 0.75]","[-1, -1]",0.0,0,-7,6
512,param_6,"[0.0, 1.0]","[-1, -1]",0.0,0,-7,6
513,param_6,"[0.25, 0.5]","[-1, -1]",0.0,-8,-10,6
514,param_6,"[0.25, 0.75]","[-1, -1]",0.0,-8,-10,6
515,param_6,"[0.25, 1.0]","[-1, -1]",0.0,-8,-10,6
516,param_6,"[0.5, 0.5]","[-1, -1]",0.0,0,0,6
517,param_6,"[0.5, 0.75]","[-1, -1]",0.0,0,0,6
518,param_6,"[0.5, 1.0]","[-1, -1]",0.0,0,0,6
519,param_6,"[0.75, 0.5]","[-1, -1]",0.0,0,0,6
520,param_6,"[0.75, 0.75]","[-1, -1]",0.0,0,0,6
521,param_6,"[0.75, 1.0]","[-1, -1]",0.0,0,0,6
522,param_6,"[1.0, 0.5]","[-1, -1]",0.0,0,0,6
523,param_6,"[1.0, 0.75]","[-1, -1]",0.0,0,0,6
524,param_6,"[1.0, 1.0]","[-1, -1]",0.0,0,0,6
525,param_6,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,6
526,param_6,"[0.25, 0.0]","[-1, 0]",0.0,-6,-8,6
527,param_6,"[0.0, 0.25]","[-1, 0]",-0.5,5,-8,6
528,param_6,"[0.25, 0.25]","[-1, 0]",0.0,-4,-7,6
529,param_6,"[0.5, 0.0]","[-1, 0]",0.0,0,-7,6
530,param_6,"[0.5, 0.25]","[-1, 0]",0.0,4,-3,6
531,param_6,"[0.75, 0.0]","[-1, 0]",0.0,0,-7,6
532,param_6,"[0.75, 0.25]","[-1, 0]",0.0,4,-3,6
533,param_6,"[1.0, 0.0]","[-1, 0]",0.0,0,-7,6
534,param_6,"[1.0, 0.25]","[-1, 0]",0.0,4,-3,6
535,param_6,"[0.0, 0.5]","[-1, 0]",0.0,-7,-7,6
536,param_6,"[0.0, 0.75]","[-1, 0]",0.0,-7,-7,6
537,param_6,"[0.0, 1.0]","[-1, 0]",0.0,-7,-7,6
538,param_6,"[0.25, 0.5]","[-1, 0]",0.0,0,-10,6
539,param_6,"[0.25, 0.75]","[-1, 0]",0.0,0,-10,6
540,param_6,"[0.25, 1.0]","[-1, 0]",0.0,0,-10,6
541,param_6,"[0.5, 0.5]","[-1, 0]",0.0,0,-6,6
542,param_6,"[0.5, 0.75]","[-1, 0]",0.0,0,-6,6
543,param_6,"[0.5, 1.0]","[-1, 0]",0.0,0,-6,6
544,param_6,"[0.75, 0.5]","[-1, 0]",0.0,0,-6,6
545,param_6,"[0.75, 0.75]","[-1, 0]",0.0,0,-6,6
546,param_6,"[0.75, 1.0]","[-1, 0]",0.0,0,-6,6
547,param_6,"[1.0, 0.5]","[-1, 0]",0.0,0,-6,6
548,param_6,"[1.0, 0.75]","[-1, 0]",0.0,0,-6,6
549,param_6,"[1.0, 1.0]","[-1, 0]",0.0,0,-6,6
550,param_6,"[0.0, 0.0]","[0, -1]",0.0,0,-12,6
551,param_6,"[0.25, 0.0]","[0, -1]",0.0,-1,-8,6
552,param_6,"[0.0, 0.25]","[0, -1]",-0.5,5,-8,6
553,param_6,"[0.25, 0.25]","[0, -1]",0.0,-7,-7,6
554,param_6,"[0.5, 0.0]","[0, -1]",0.0,-1,-7,6
555,param_6,"[0.5, 0.25]","[0, -1]",0.0,-4,-4,6
556,param_6,"[0.75, 0.0]","[0, -1]",0.0,-1,-7,6
557,param_6,"[0.75, 0.25]","[0, -1]",0.0,-4,-4,6
558,param_6,"[1.0, 0.0]","[0, -1]",0.0,-1,-7,6
559,param_6,"[1.0, 0.25]","[0, -1]",0.0,-4,-4,6
560,param_6,"[0.0, 0.5]","[0, -1]",0.0,0,-7,6
561,param_6,"[0.0, 0.75]","[0, -1]",0.0,0,-7,6
562,param_6,"[0.0, 1.0]","[0, -1]",0.0,0,-7,6
563,param_6,"[0.25, 0.5]","[0, -1]",0.0,-3,-10,6
564,param_6,"[0.25, 0.75]","[0, -1]",0.0,-3,-10,6
565,param_6,"[0.25, 1.0]","[0, -1]",0.0,-3,-10,6
566,param_6,"[0.5, 0.5]","[0, -1]",0.0,5,0,6
567,param_6,"[0.5, 0.75]","[0, -1]",0.0,5,0,6
568,param_6,"[0.5, 1.0]","[0, -1]",0.0,5,0,6
569,param_6,"[0.75, 0.5]","[0, -1]",0.0,5,0,6
570,param_6,"[0.75, 0.75]","[0, -1]",0.0,5,0,6
571,param_6,"[0.75, 1.0]","[0, -1]",0.0,5,0,6
572,param_6,"[1.0, 0.5]","[0, -1]",0.0,5,0,6
573,param_6,"[1.0, 0.75]","[0, -1]",0.0,5,0,6
574,param_6,"[1.0, 1.0]","[0, -1]",0.0,5,0,6
575,param_6,"[0.0, 0.0]","[0, 0]",0.0,0,-12,6
576,param_6,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,6
577,param_6,"[0.0, 0.25]","[0, 0]",-0.5,5,-8,6
578,param_6,"[0.25, 0.25]","[0, 0]",0.0,-4,-7,6
579,param_6,"[0.5, 0.0]","[0, 0]",0.0,-1,-7,6
580,param_6,"[0.5, 0.25]","[0, 0]",0.0,-1,-4,6
581,param_6,"[0.75, 0.0]","[0, 0]",0.0,-1,-7,6
582,param_6,"[0.75, 0.25]","[0, 0]",0.0,-1,-4,6
583,param_6,"[1.0, 0.0]","[0, 0]",0.0,-1,-7,6
584,param_6,"[1.0, 0.25]","[0, 0]",0.0,-1,-4,6
585,param_6,"[0.0, 0.5]","[0, 0]",0.0,-7,-7,6
586,param_6,"[0.0, 0.75]","[0, 0]",0.0,-7,-7,6
587,param_6,"[0.0, 1.0]","[0, 0]",0.0,-7,-7,6
588,param_6,"[0.25, 0.5]","[0, 0]",0.0,0,-10,6
589,param_6,"[0.25, 0.75]","[0, 0]",0.0,0,-10,6
590,param_6,"[0.25, 1.0]","[0, 0]",0.0,0,-10,6
591,param_6,"[0.5, 0.5]","[0, 0]",0.0,0,-6,6
592,param_6,"[0.5, 0.75]","[0, 0]",0.0,0,-6,6
593,param_6,"[0.5, 1.0]","[0, 0]",0.0,0,-6,6
594,param_6,"[0.75, 0.5]","[0, 0]",0.0,0,-6,6
595,param_6,"[0.75, 0.75]","[0, 0]",0.0,0,-6,6
596,param_6,"[0.75, 1.0]","[0, 0]",0.0,0,-6,6
597,param_6,"[1.0, 0.5]","[0, 0]",0.0,0,-6,6
598,param_6,"[1.0, 0.75]","[0, 0]",0.0,0,-6,6
599,param_6,"[1.0, 1.0]","[0, 0]",0.0,0,-6,6
600,param_7,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,6
601,param_7,"[0.25, 0.0]","[-1, -1]",0.0,-6,-8,6
602,param_7,"[0.0, 0.25]","[-1, -1]",0.0,-3,-8,6
603,param_7,"[0.25, 0.25]","[-1, -1]",0.0,-9,-4,6
604,param_7,"[0.5, 0.0]","[-1, -1]",0.0,0,-7,6
605,param_7,"[0.5, 0.25]","[-1, -1]",0.0,0,0,6
606,param_7,"[0.75, 0.0]","[-1, -1]",0.0,0,-7,6
607,param_7,"[0.75, 0.25]","[-1, -1]",0.0,0,0,6
608,param_7,"[1.0, 0.0]","[-1, -1]",0.0,0,-7,6
609,param_7,"[1.0, 0.25]","[-1, -1]",0.0,0,0,6
610,param_7,"[0.0, 0.5]","[-1, -1]",0.0,0,-6,6
611,param_7,"[0.0, 0.75]","[-1, -1]",0.0,0,-6,6
612,param_7,"[0.0, 1.0]","[-1, -1]",0.0,0,-6,6
613,param_7,"[0.25, 0.5]","[-1, -1]",0.0,-5,-2,6
614,param_7,"[0.25, 0.75]","[-1, -1]",0.0,-5,-2,6
615,param_7,"[0.25, 1.0]","[-1, -1]",0.0,-5,-2,6
616,param_7,"[0.5, 0.5]","[-1, -1]",0.0,0,0,6
617,param_7,"[0.5, 0.75]","[-1, -1]",0.0,0,0,6
618,param_7,"[0.5, 1.0]","[-1, -1]",0.0,0,0,6
619,param_7,"[0.75, 0.5]","[-1, -1]",0.0,0,0,6
620,param_7,"[0.75, 0.75]","[-1, -1]",0.0,0,0,6
621,param_7,"[0.75, 1.0]","[-1, -1]",0.0,0,0,6
622,param_7,"[1.0, 0.5]","[-1, -1]",0.0,0,0,6
623,param_7,"[1.0, 0.75]","[-1, -1]",0.0,0,0,6
624,param_7,"[1.0, 1.0]","[-1, -1]",0.0,0,0,6
625,param_7,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,6
626,param_7,"[0.25, 0.0]","[-1, 0]",0.0,-6,-8,6
627,param_7,"[0.0, 0.25]","[-1, 0]",0.0,-2,-8,6
628,param_7,"[0.25, 0.25]","[-1, 0]",0.0,-5,-4,6
629,param_7,"[0.5, 0.0]","[-1, 0]",0.0,0,-7,6
630,param_7,"[0.5, 0.25]","[-1, 0]",0.0,-4,-6,6
631,param_7,"[0.75, 0.0]","[-1, 0]",0.0,0,-7,6
632,param_7,"[0.75, 0.25]","[-1, 0]",0.0,-4,-6,6
633,param_7,"[1.0, 0.0]","[-1, 0]",0.0,0,-7,6
634,param_7,"[1.0, 0.25]","[-1, 0]",0.0,-4,-6,6
635,param_7,"[0.0, 0.5]","[-1, 0]",0.0,-6,-6,6
636,param_7,"[0.0, 0.75]","[-1, 0]",0.0,-6,-6,6
637,param_7,"[0.0, 1.0]","[-1, 0]",0.0,-6,-6,6
638,param_7,"[0.25, 0.5]","[-1, 0]",0.0,-8,-2,6
639,param_7,"[0.25, 0.75]","[-1, 0]",0.0,-8,-2,6
640,param_7,"[0.25, 1.0]","[-1, 0]",0.0,-8,-2,6
641,param_7,"[0.5, 0.5]","[-1, 0]",0.0,-4,-6,6
642,param_7,"[0.5, 0.75]","[-1, 0]",0.0,-4,-6,6
643,param_7,"[0.5, 1.0]","[-1, 0]",0.0,-4,-6,6
644,param_7,"[0.75, 0.5]","[-1, 0]",0.0,-4,-6,6
645,param_7,"[0.75, 0.75]","[-1, 0]",0.0,-4,-6,6
646,param_7,"[0.75, 1.0]","[-1, 0]",0.0,-4,-6,6
647,param_7,"[1.0, 0.5]","[-1, 0]",0.0,-4,-6,6
648,param_7,"[1.0, 0.75]","[-1, 0]",0.0,-4,-6,6
649,param_7,"[1.0, 1.0]","[-1, 0]",0.0,-4,-6,6
650,param_7,"[0.0, 0.0]","[0, -1]",0.0,0,-12,6
651,param_7,"[0.25, 0.0]","[0, -1]",0.0,-1,-8,6
652,param_7,"[0.0, 0.25]","[0, -1]",0.0,-3,-8,6
653,param_7,"[0.25, 0.25]","[0, -1]",0.0,-4,-4,6
654,param_7,"[0.5, 0.0]","[0, -1]",0.0,-1,-7,6
655,param_7,"[0.5, 0.25]","[0, -1]",0.0,5,0,6
656,param_7,"[0.75, 0.0]","[0, -1]",0.0,-1,-7,6
657,param_7,"[0.75, 0.25]","[0, -1]",0.0,5,0,6
658,param_7,"[1.0, 0.0]","[0, -1]",0.0,-1,-7,6
659,param_7,"[1.0, 0.25]","[0, -1]",0.0,5,0,6
660,param_7,"[0.0, 0.5]","[0, -1]",0.0,0,-6,6
661,param_7,"[0.0, 0.75]","[0, -1]",0.0,0,-6,6
662,param_7,"[0.0, 1.0]","[0, -1]",0.0,0,-6,6
663,param_7,"[0.25, 0.5]","[0, -1]",0.0,0,-2,6
664,param_7,"[0.25, 0.75]","[0, -1]",0.0,0,-2,6
665,param_7,"[0.25, 1.0]","[0, -1]",0.0,0,-2,6
666,param_7,"[0.5, 0.5]","[0, -1]",0.0,5,0,6
667,param_7,"[0.5, 0.75]","[0, -1]",0.0,5,0,6
668,param_7,"[0.5, 1.0]","[0, -1]",0.0,5,0,6
669,param_7,"[0.75, 0.5]","[0, -1]",0.0,5,0,6
670,param_7,"[0.75, 0.75]","[0, -1]",0.0,5,0,6
671,param_7,"[0.75, 1.0]","[0, -1]",0.0,5,0,6
672,param_7,"[1.0, 0.5]","[0, -1]",0.0,5,0,6
673,param_7,"[1.0, 0.75]","[0, -1]",0.0,5,0,6
674,param_7,"[1.0, 1.0]","[0, -1]",0.0,5,0,6
675,param_7,"[0.0, 0.0]","[0, 0]",0.0,0,-12,6
676,param_7,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,6
677,param_7,"[0.0, 0.25]","[0, 0]",0.0,-2,-8,6
678,param_7,"[0.25, 0.25]","[0, 0]",0.0,0,-4,6
679,param_7,"[0.5, 0.0]","[0, 0]",0.0,-1,-7,6
680,param_7,"[0.5, 0.25]","[0, 0]",0.0,1,-6,6
681,param_7,"[0.75, 0.0]","[0, 0]",0.0,-1,-7,6
682,param_7,"[0.75, 0.25]","[0, 0]",0.0,1,-6,6
683,param_7,"[1.0, 0.0]","[0, 0]",0.0,-1,-7,6
684,param_7,"[1.0, 0.25]","[0, 0]",0.0,1,-6,6
685,param_7,"[0.0, 0.5]","[0, 0]",0.0,-6,-6,6
686,param_7,"[0.0, 0.75]","[0, 0]",0.0,-6,-6,6
687,param_7,"[0.0, 1.0]","[0, 0]",0.0,-6,-6,6
688,param_7,"[0.25, 0.5]","[0, 0]",0.0,-3,-2,6
689,param_7,"[0.25, 0.75]","[0, 0]",0.0,-3,-2,6
690,param_7,"[0.25, 1.0]","[0, 0]",0.0,-3,-2,6
691,param_7,"[0.5, 0.5]","[0, 0]",0.0,1,-6,6
692,param_7,"[0.5, 0.75]","[0, 0]",0.0,1,-6,6
693,param_7,"[0.5, 1.0]","[0, 0]",0.0,1,-6,6
694,param_7,"[0.75, 0.5]","[0, 0]",0.0,1,-6,6
695,param_7,"[0.75, 0.75]","[0, 0]",0.0,1,-6,6
696,param_7,"[0.75, 1.0]","[0, 0]",0.0,1,-6,6
697,param_7,"[1.0, 0.5]","[0, 0]",0.0,1,-6,6
698,param_7,"[1.0, 0.75]","[0, 0]",0.0,1,-6,6
699,param_7,"[1.0, 1.0]","[0, 0]",0.0,1,-6,6
700,param_8,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,6
701,param_8,"[0.25, 0.0]","[-1, -1]",0.0,-6,-8,6
702,param_8,"[0.0, 0.25]","[-1, -1]",0.0,-6,-8,6
703,param_8,"[0.25, 0.25]","[-1, -1]",0.0,-12,-5,6
704,param_8,"[0.5, 0.0]","[-1, -1]",0.0,0,-7,6
705,param_8,"[0.5, 0.25]","[-1, -1]",0.0,0,5,6
706,param_8,"[0.75, 0.0]","[-1, -1]",0.0,0,-7,6
707,param_8,"[0.75, 0.25]","[-1, -1]",0.0,0,5,6
708,param_8,"[1.0, 0.0]","[-1, -1]",0.0,0,-7,6
709,param_8,"[1.0, 0.25]","[-1, -1]",0.0,0,5,6
710,param_8,"[0.0, 0.5]","[-1, -1]",0.0,0,-1,6
711,param_8,"[0.0, 0.75]","[-1, -1]",0.0,0,-1,6
712,param_8,"[0.0, 1.0]","[-1, -1]",0.0,0,-1,6
713,param_8,"[0.25, 0.5]","[-1, -1]",0.0,-7,-2,6
714,param_8,"[0.25, 0.75]","[-1, -1]",0.0,-7,-2,6
715,param_8,"[0.25, 1.0]","[-1, -1]",0.0,-7,-2,6
716,param_8,"[0.5, 0.5]","[-1, -1]",0.0,0,5,6
717,param_8,"[0.5, 0.75]","[-1, -1]",0.0,0,5,6
718,param_8,"[0.5, 1.0]","[-1, -1]",0.0,0,5,6
719,param_8,"[0.75, 0.5]","[-1, -1]",0.0,0,5,6
720,param_8,"[0.75, 0.75]","[-1, -1]",0.0,0,5,6
721,param_8,"[0.75, 1.0]","[-1, -1]",0.0,0,5,6
722,param_8,"[1.0, 0.5]","[-1, -1]",0.0,0,5,6
723,param_8,"[1.0, 0.75]","[-1, -1]",0.0,0,5,6
724,param_8,"[1.0, 1.0]","[-1, -1]",0.0,0,5,6
725,param_8,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,6
726,param_8,"[0.25, 0.0]","[-1, 0]",0.0,-6,-8,6
727,param_8,"[0.0, 0.25]","[-1, 0]",0.0,-1,-8,6
728,param_8,"[0.25, 0.25]","[-1, 0]",0.0,-6,-5,6
729,param_8,"[0.5, 0.0]","[-1, 0]",0.0,0,-7,6
730,param_8,"[0.5, 0.25]","[-1, 0]",0.0,-4,-6,6
731,param_8,"[0.75, 0.0]","[-1, 0]",0.0,0,-7,6
732,param_8,"[0.75, 0.25]","[-1, 0]",0.0,-4,-6,6
733,param_8,"[1.0, 0.0]","[-1, 0]",0.0,0,-7,6
734,param_8,"[1.0, 0.25]","[-1, 0]",0.0,-4,-6,6
735,param_8,"[0.0, 0.5]","[-1, 0]",0.0,-6,-6,6
736,param_8,"[0.0, 0.75]","[-1, 0]",0.0,-6,-6,6
737,param_8,"[0.0, 1.0]","[-1, 0]",0.0,-6,-6,6
738,param_8,"[0.25, 0.5]","[-1, 0]",0.0,-9,-2,6
739,param_8,"[0.25, 0.75]","[-1, 0]",0.0,-9,-2,6
740,param_8,"[0.25, 1.0]","[-1, 0]",0.0,-9,-2,6
741,param_8,"[0.5, 0.5]","[-1, 0]",0.0,-4,-6,6
742,param_8,"[0.5, 0.75]","[-1, 0]",0.0,-4,-6,6
743,param_8,"[0.5, 1.0]","[-1, 0]",0.0,-4,-6,6
744,param_8,"[0.75, 0.5]","[-1, 0]",0.0,-4,-6,6
745,param_8,"[0.75, 0.75]","[-1, 0]",0.0,-4,-6,6
746,param_8,"[0.75, 1.0]","[-1, 0]",0.0,-4,-6,6
747,param_8,"[1.0, 0.5]","[-1, 0]",0.0,-4,-6,6
748,param_8,"[1.0, 0.75]","[-1, 0]",0.0,-4,-6,6
749,param_8,"[1.0, 1.0]","[-1, 0]",0.0,-4,-6,6
750,param_8,"[0.0, 0.0]","[0, -1]",0.0,0,-12,6
751,param_8,"[0.25, 0.0]","[0, -1]",0.0,-4,-8,6
752,param_8,"[0.0, 0.25]","[0, -1]",0.0,-6,-8,6
753,param_8,"[0.25, 0.25]","[0, -1]",0.0,-8,-5,6
754,param_8,"[0.5, 0.0]","[0, -1]",0.0,-4,-7,6
