,param,initial_risk,intervention,cumlative_risk,travel_time,request_time,label
124,param_2,"[1.0, 1.0]","[-1, -1]",0.0,0,-1,2
125,param_2,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,2
126,param_2,"[0.25, 0.0]","[-1, 0]",0.0,-2,-8,2
127,param_2,"[0.0, 0.25]","[-1, 0]",-0.5,5,-8,2
128,param_2,"[0.25, 0.25]","[-1, 0]",0.0,-1,-4,2
129,param_2,"[0.5, 0.0]","[-1, 0]",0.0,0,-12,2
130,param_2,"[0.5, 0.25]","[-1, 0]",0.0,0,-9,2
131,param_2,"[0.75, 0.0]","[-1, 0]",0.0,0,-12,2
132,param_2,"[0.75, 0.25]","[-1, 0]",0.0,0,-9,2
133,param_2,"[1.0, 0.0]","[-1, 0]",0.0,0,-12,2
134,param_2,"[1.0, 0.25]","[-1, 0]",0.0,0,-9,2
135,param_2,"[0.0, 0.5]","[-1, 0]",0.0,-7,-7,2
136,param_2,"[0.0, 0.75]","[-1, 0]",0.0,-7,-7,2
137,param_2,"[0.0, 1.0]","[-1, 0]",0.0,-7,-7,2
138,param_2,"[0.25, 0.5]","[-1, 0]",0.0,-4,-2,2
139,param_2,"[0.25, 0.75]","[-1, 0]",0.0,-4,-2,2
140,param_2,"[0.25, 1.0]","[-1, 0]",0.0,-4,-2,2
141,param_2,"[0.5, 0.5]","[-1, 0]",0.0,-4,-6,2
142,param_2,"[0.5, 0.75]","[-1, 0]",0.0,-4,-6,2
143,param_2,"[0.5, 1.0]","[-1, 0]",0.0,-4,-6,2
144,param_2,"[0.75, 0.5]","[-1, 0]",0.0,-4,-6,2
145,param_2,"[0.75, 0.75]","[-1, 0]",0.0,-4,-6,2
146,param_2,"[0.75, 1.0]","[-1, 0]",0.0,-4,-6,2
147,param_2,"[1.0, 0.5]","[-1, 0]",0.0,-4,-6,2
148,param_2,"[1.0, 0.75]","[-1, 0]",0.0,-4,-6,2
149,param_2,"[1.0, 1.0]","[-1, 0]",0.0,-4,-6,2
150,param_2,"[0.0, 0.0]","[0, -1]",0.0,0,-12,2
151,param_2,"[0.25, 0.0]","[0, -1]",0.0,-1,-8,2
152,param_2,"[0.0, 0.25]","[0, -1]",-0.5,5,-8,2
153,param_2,"[0.25, 0.25]","[0, -1]",0.0,-5,-4,2
154,param_2,"[0.5, 0.0]","[0, -1]",0.0,1,-12,2
155,param_2,"[0.5, 0.25]","[0, -1]",0.0,-4,-9,2
156,param_2,"[0.75, 0.0]","[0, -1]",0.0,1,-12,2
157,param_2,"[0.75, 0.25]","[0, -1]",0.0,-4,-9,2
158,param_2,"[1.0, 0.0]","[0, -1]",0.0,1,-12,2
159,param_2,"[1.0, 0.25]","[0, -1]",0.0,-4,-9,2
160,param_2,"[0.0, 0.5]","[0, -1]",0.0,0,-7,2
161,param_2,"[0.0, 0.75]","[0, -1]",0.0,0,-7,2
162,param_2,"[0.0, 1.0]","[0, -1]",0.0,0,-7,2
163,param_2,"[0.25, 0.5]","[0, -1]",0.0,-1,-2,2
164,param_2,"[0.25, 0.75]","[0, -1]",0.0,-1,-2,2
165,param_2,"[0.25, 1.0]","[0, -1]",0.0,-1,-2,2
166,param_2,"[0.5, 0.5]","[0, -1]",0.0,0,-1,2
167,param_2,"[0.5, 0.75]","[0, -1]",0.0,0,-1,2
168,param_2,"[0.5, 1.0]","[0, -1]",0.0,0,-1,2
169,param_2,"[0.75, 0.5]","[0, -1]",0.0,0,-1,2
170,param_2,"[0.75, 0.75]","[0, -1]",0.0,0,-1,2
171,param_2,"[0.75, 1.0]","[0, -1]",0.0,0,-1,2
172,param_2,"[1.0, 0.5]","[0, -1]",0.0,0,-1,2
173,param_2,"[1.0, 0.75]","[0, -1]",0.0,0,-1,2
174,param_2,"[1.0, 1.0]","[0, -1]",0.0,0,-1,2
175,param_2,"[0.0, 0.0]","[0, 0]",0.0,0,-12,2
176,param_2,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,2
177,param_2,"[0.0, 0.25]","[0, 0]",-0.5,5,-8,2
178,param_2,"[0.25, 0.25]","[0, 0]",0.0,-1,-4,2
179,param_2,"[0.5, 0.0]","[0, 0]",0.0,1,-12,2
180,param_2,"[0.5, 0.25]","[0, 0]",0.0,0,-9,2
181,param_2,"[0.75, 0.0]","[0, 0]",0.0,1,-12,2
182,param_2,"[0.75, 0.25]","[0, 0]",0.0,0,-9,2
183,param_2,"[1.0, 0.0]","[0, 0]",0.0,1,-12,2
184,param_2,"[1.0, 0.25]","[0, 0]",0.0,0,-9,2
185,param_2,"[0.0, 0.5]","[0, 0]",0.0,-7,-7,2
186,param_2,"[0.0, 0.75]","[0, 0]",0.0,-7,-7,2
187,param_2,"[0.0, 1.0]","[0, 0]",0.0,-7,-7,2
188,param_2,"[0.25, 0.5]","[0, 0]",0.0,-4,-2,2
189,param_2,"[0.25, 0.75]","[0, 0]",0.0,-4,-2,2
190,param_2,"[0.25, 1.0]","[0, 0]",0.0,-4,-2,2
191,param_2,"[0.5, 0.5]","[0, 0]",0.0,-4,-6,2
192,param_2,"[0.5, 0.75]","[0, 0]",0.0,-4,-6,2
193,param_2,"[0.5, 1.0]","[0, 0]",0.0,-4,-6,2
194,param_2,"[0.75, 0.5]","[0, 0]",0.0,-4,-6,2
195,param_2,"[0.75, 0.75]","[0, 0]",0.0,-4,-6,2
196,param_2,"[0.75, 1.0]","[0, 0]",0.0,-4,-6,2
197,param_2,"[1.0, 0.5]","[0, 0]",0.0,-4,-6,2
198,param_2,"[1.0, 0.75]","[0, 0]",0.0,-4,-6,2
199,param_2,"[1.0, 1.0]","[0, 0]",0.0,-4,-6,2
200,param_3,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,3
201,param_3,"[0.25, 0.0]","[-1, -1]",0.0,-2,-8,3
202,param_3,"[0.0, 0.25]","[-1, -1]",0.0,-3,-8,3
203,param_3,"[0.25, 0.25]","[-1, -1]",0.0,-8,-5,3
204,param_3,"[0.5, 0.0]","[-1, -1]",0.0,0,-12,3
205,param_3,"[0.5, 0.25]","[-1, -1]",0.0,-6,-9,3
206,param_3,"[0.75, 0.0]","[-1, -1]",0.0,0,-12,3
207,param_3,"[0.75, 0.25]","[-1, -1]",0.0,-6,-9,3
208,param_3,"[1.0, 0.0]","[-1, -1]",0.0,0,-12,3
209,param_3,"[1.0, 0.25]","[-1, -1]",0.0,-6,-9,3
210,param_3,"[0.0, 0.5]","[-1, -1]",0.0,0,-6,3
211,param_3,"[0.0, 0.75]","[-1, -1]",0.0,0,-6,3
212,param_3,"[0.0, 1.0]","[-1, -1]",0.0,0,-6,3
213,param_3,"[0.25, 0.5]","[-1, -1]",0.0,-3,-2,3
214,param_3,"[0.25, 0.75]","[-1, -1]",0.0,-3,-2,3
215,param_3,"[0.25, 1.0]","[-1, -1]",0.0,-3,-2,3
216,param_3,"[0.5, 0.5]","[-1, -1]",0.0,0,0,3
217,param_3,"[0.5, 0.75]","[-1, -1]",0.0,0,0,3
218,param_3,"[0.5, 1.0]","[-1, -1]",0.0,0,0,3
219,param_3,"[0.75, 0.5]","[-1, -1]",0.0,0,0,3
220,param_3,"[0.75, 0.75]","[-1, -1]",0.0,0,0,3
221,param_3,"[0.75, 1.0]","[-1, -1]",0.0,0,0,3
222,param_3,"[1.0, 0.5]","[-1, -1]",0.0,0,0,3
223,param_3,"[1.0, 0.75]","[-1, -1]",0.0,0,0,3
224,param_3,"[1.0, 1.0]","[-1, -1]",0.0,0,0,3
225,param_3,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,3
226,param_3,"[0.25, 0.0]","[-1, 0]",0.0,-2,-8,3
227,param_3,"[0.0, 0.25]","[-1, 0]",0.0,-2,-8,3
228,param_3,"[0.25, 0.25]","[-1, 0]",0.0,-2,-5,3
229,param_3,"[0.5, 0.0]","[-1, 0]",0.0,0,-12,3
230,param_3,"[0.5, 0.25]","[-1, 0]",0.0,0,-9,3
231,param_3,"[0.75, 0.0]","[-1, 0]",0.0,0,-12,3
232,param_3,"[0.75, 0.25]","[-1, 0]",0.0,0,-9,3
233,param_3,"[1.0, 0.0]","[-1, 0]",0.0,0,-12,3
234,param_3,"[1.0, 0.25]","[-1, 0]",0.0,0,-9,3
235,param_3,"[0.0, 0.5]","[-1, 0]",0.0,-6,-6,3
236,param_3,"[0.0, 0.75]","[-1, 0]",0.0,-6,-6,3
237,param_3,"[0.0, 1.0]","[-1, 0]",0.0,-6,-6,3
238,param_3,"[0.25, 0.5]","[-1, 0]",0.0,-5,-2,3
239,param_3,"[0.25, 0.75]","[-1, 0]",0.0,-5,-2,3
240,param_3,"[0.25, 1.0]","[-1, 0]",0.0,-5,-2,3
241,param_3,"[0.5, 0.5]","[-1, 0]",0.0,-4,-6,3
242,param_3,"[0.5, 0.75]","[-1, 0]",0.0,-4,-6,3
243,param_3,"[0.5, 1.0]","[-1, 0]",0.0,-4,-6,3
244,param_3,"[0.75, 0.5]","[-1, 0]",0.0,-4,-6,3
245,param_3,"[0.75, 0.75]","[-1, 0]",0.0,-4,-6,3
246,param_3,"[0.75, 1.0]","[-1, 0]",0.0,-4,-6,3
247,param_3,"[1.0, 0.5]","[-1, 0]",0.0,-4,-6,3
248,param_3,"[1.0, 0.75]","[-1, 0]",0.0,-4,-6,3
249,param_3,"[1.0, 1.0]","[-1, 0]",0.0,-4,-6,3
250,param_3,"[0.0, 0.0]","[0, -1]",0.0,0,-12,3
251,param_3,"[0.25, 0.0]","[0, -1]",0.0,-1,-8,3
252,param_3,"[0.0, 0.25]","[0, -1]",0.0,-3,-8,3
253,param_3,"[0.25, 0.25]","[0, -1]",0.0,-6,-5,3
254,param_3,"[0.5, 0.0]","[0, -1]",0.0,1,-12,3
255,param_3,"[0.5, 0.25]","[0, -1]",0.0,-4,-9,3
256,param_3,"[0.75, 0.0]","[0, -1]",0.0,1,-12,3
257,param_3,"[0.75, 0.25]","[0, -1]",0.0,-4,-9,3
258,param_3,"[1.0, 0.0]","[0, -1]",0.0,1,-12,3
259,param_3,"[1.0, 0.25]","[0, -1]",0.0,-4,-9,3
260,param_3,"[0.0, 0.5]","[0, -1]",0.0,0,-6,3
261,param_3,"[0.0, 0.75]","[0, -1]",0.0,0,-6,3
262,param_3,"[0.0, 1.0]","[0, -1]",0.0,0,-6,3
263,param_3,"[0.25, 0.5]","[0, -1]",0.0,-1,-2,3
264,param_3,"[0.25, 0.75]","[0, -1]",0.0,-1,-2,3
265,param_3,"[0.25, 1.0]","[0, -1]",0.0,-1,-2,3
266,param_3,"[0.5, 0.5]","[0, -1]",0.0,2,0,3
267,param_3,"[0.5, 0.75]","[0, -1]",0.0,2,0,3
268,param_3,"[0.5, 1.0]","[0, -1]",0.0,2,0,3
269,param_3,"[0.75, 0.5]","[0, -1]",0.0,2,0,3
270,param_3,"[0.75, 0.75]","[0, -1]",0.0,2,0,3
271,param_3,"[0.75, 1.0]","[0, -1]",0.0,2,0,3
272,param_3,"[1.0, 0.5]","[0, -1]",0.0,2,0,3
273,param_3,"[1.0, 0.75]","[0, -1]",0.0,2,0,3
274,param_3,"[1.0, 1.0]","[0, -1]",0.0,2,0,3
275,param_3,"[0.0, 0.0]","[0, 0]",0.0,0,-12,3
276,param_3,"[0.25, 0.0]","[0, 0]",0.0,-1,-8,3
277,param_3,"[0.0, 0.25]","[0, 0]",0.0,-2,-8,3
278,param_3,"[0.25, 0.25]","[0, 0]",0.0,0,-5,3
279,param_3,"[0.5, 0.0]","[0, 0]",0.0,1,-12,3
280,param_3,"[0.5, 0.25]","[0, 0]",0.0,2,-9,3
281,param_3,"[0.75, 0.0]","[0, 0]",0.0,1,-12,3
282,param_3,"[0.75, 0.25]","[0, 0]",0.0,2,-9,3
283,param_3,"[1.0, 0.0]","[0, 0]",0.0,1,-12,3
284,param_3,"[1.0, 0.25]","[0, 0]",0.0,2,-9,3
285,param_3,"[0.0, 0.5]","[0, 0]",0.0,-6,-6,3
286,param_3,"[0.0, 0.75]","[0, 0]",0.0,-6,-6,3
287,param_3,"[0.0, 1.0]","[0, 0]",0.0,-6,-6,3
288,param_3,"[0.25, 0.5]","[0, 0]",0.0,-3,-2,3
289,param_3,"[0.25, 0.75]","[0, 0]",0.0,-3,-2,3
290,param_3,"[0.25, 1.0]","[0, 0]",0.0,-3,-2,3
291,param_3,"[0.5, 0.5]","[0, 0]",0.0,-2,-6,3
292,param_3,"[0.5, 0.75]","[0, 0]",0.0,-2,-6,3
293,param_3,"[0.5, 1.0]","[0, 0]",0.0,-2,-6,3
294,param_3,"[0.75, 0.5]","[0, 0]",0.0,-2,-6,3
295,param_3,"[0.75, 0.75]","[0, 0]",0.0,-2,-6,3
296,param_3,"[0.75, 1.0]","[0, 0]",0.0,-2,-6,3
297,param_3,"[1.0, 0.5]","[0, 0]",0.0,-2,-6,3
298,param_3,"[1.0, 0.75]","[0, 0]",0.0,-2,-6,3
299,param_3,"[1.0, 1.0]","[0, 0]",0.0,-2,-6,3
300,param_4,"[0.0, 0.0]","[-1, -1]",0.0,0,-12,4
301,param_4,"[0.25, 0.0]","[-1, -1]",0.0,-2,-8,4
302,param_4,"[0.0, 0.25]","[-1, -1]",0.0,-6,-8,4
303,param_4,"[0.25, 0.25]","[-1, -1]",0.0,-7,-5,4
304,param_4,"[0.5, 0.0]","[-1, -1]",0.0,0,-12,4
305,param_4,"[0.5, 0.25]","[-1, -1]",0.0,-5,-9,4
306,param_4,"[0.75, 0.0]","[-1, -1]",0.0,0,-12,4
307,param_4,"[0.75, 0.25]","[-1, -1]",0.0,-5,-9,4
308,param_4,"[1.0, 0.0]","[-1, -1]",0.0,0,-12,4
309,param_4,"[1.0, 0.25]","[-1, -1]",0.0,-5,-9,4
310,param_4,"[0.0, 0.5]","[-1, -1]",0.0,0,-1,4
311,param_4,"[0.0, 0.75]","[-1, -1]",0.0,0,-1,4
312,param_4,"[0.0, 1.0]","[-1, -1]",0.0,0,-1,4
313,param_4,"[0.25, 0.5]","[-1, -1]",0.0,0,3,4
314,param_4,"[0.25, 0.75]","[-1, -1]",0.0,0,3,4
315,param_4,"[0.25, 1.0]","[-1, -1]",0.0,0,3,4
316,param_4,"[0.5, 0.5]","[-1, -1]",0.0,0,0,4
317,param_4,"[0.5, 0.75]","[-1, -1]",0.0,0,0,4
318,param_4,"[0.5, 1.0]","[-1, -1]",0.0,0,0,4
319,param_4,"[0.75, 0.5]","[-1, -1]",0.0,0,0,4
320,param_4,"[0.75, 0.75]","[-1, -1]",0.0,0,0,4
321,param_4,"[0.75, 1.0]","[-1, -1]",0.0,0,0,4
322,param_4,"[1.0, 0.5]","[-1, -1]",0.0,0,0,4
323,param_4,"[1.0, 0.75]","[-1, -1]",0.0,0,0,4
324,param_4,"[1.0, 1.0]","[-1, -1]",0.0,0,0,4
325,param_4,"[0.0, 0.0]","[-1, 0]",0.0,0,-12,4
326,param_4,"[0.25, 0.0]","[-1, 0]",0.0,-2,-8,4
327,param_4,"[0.0, 0.25]","[-1, 0]",0.0,-1,-8,4
328,param_4,"[0.25, 0.25]","[-1, 0]",0.0,0,-5,4
329,param_4,"[0.5, 0.0]","[-1, 0]",0.0,0,-12,4
330,param_4,"[0.5, 0.25]","[-1, 0]",0.0,2,-9,4
331,param_4,"[0.75, 0.0]","[-1, 0]",0.0,0,-12,4
332,param_4,"[0.75, 0.25]","[-1, 0]",0.0,2,-9,4
333,param_4,"[1.0, 0.0]","[-1, 0]",0.0,0,-12,4
334,param_4,"[1.0, 0.25]","[-1, 0]",0.0,2,-9,4
335,param_4,"[0.0, 0.5]","[-1, 0]",0.0,-6,-6,4
336,param_4,"[0.0, 0.75]","[-1, 0]",0.0,-6,-6,4
337,param_4,"[0.0, 1.0]","[-1, 0]",0.0,-6,-6,4
338,param_4,"[0.25, 0.5]","[-1, 0]",0.0,-4,-2,4
339,param_4,"[0.25, 0.75]","[-1, 0]",0.0,-4,-2,4
340,param_4,"[0.25, 1.0]","[-1, 0]",0.0,-4,-2,4
341,param_4,"[0.5, 0.5]","[-1, 0]",0.0,-2,-6,4
342,param_4,"[0.5, 0.75]","[-1, 0]",0.0,-2,-6,4
343,param_4,"[0.5, 1.0]","[-1, 0]",0.0,-2,-6,4
344,param_4,"[0.75, 0.5]","[-1, 0]",0.0,-2,-6,4
345,param_4,"[0.75, 0.75]","[-1, 0]",0.0,-2,-6,4
346,param_4,"[0.75, 1.0]","[-1, 0]",0.0,-2,-6,4
347,param_4,"[1.0, 0.5]","[-1, 0]",0.0,-2,-6,4
348,param_4,"[1.0, 0.75]","[-1, 0]",0.0,-2,-6,4
349,param_4,"[1.0, 1.0]","[-1, 0]",0.0,-2,-6,4
350,param_4,"[0.0, 0.0]","[0, -1]",0.0,0,-12,4
351,param_4,"[0.25, 0.0]","[0, -1]",0.0,-4,-8,4
352,param_4,"[0.0, 0.25]","[0, -1]",0.0,-6,-8,4
353,param_4,"[0.25, 0.25]","[0, -1]",0.0,-8,-5,4
354,param_4,"[0.5, 0.0]","[0, -1]",0.0,-2,-12,4
355,param_4,"[0.5, 0.25]","[0, -1]",0.0,-6,-9,4
356,param_4,"[0.75, 0.0]","[0, -1]",0.0,-2,-12,4
357,param_4,"[0.75, 0.25]","[0, -1]",0.0,-6,-9,4
358,param_4,"[1.0, 0.0]","[0, -1]",0.0,-2,-12,4
359,param_4,"[1.0, 0.25]","[0, -1]",0.0,-6,-9,4
360,param_4,"[0.0, 0.5]","[0, -1]",0.0,0,-1,4
361,param_4,"[0.0, 0.75]","[0, -1]",0.0,0,-1,4
362,param_4,"[0.0, 1.0]","[0, -1]",0.0,0,-1,4
363,param_4,"[0.25, 0.5]","[0, -1]",0.0,-1,3,4
364,param_4,"[0.25, 0.75]","[0, -1]",0.0,-1,3,4
365,param_4,"[0.25, 1.0]","[0, -1]",0.0,-1,3,4
366,param_4,"[0.5, 0.5]","[0, -1]",0.0,-1,0,4
367,param_4,"[0.5, 0.75]","[0, -1]",0.0,-1,0,4
368,param_4,"[0.5, 1.0]","[0, -1]",0.0,-1,0,4
369,param_4,"[0.75, 0.5]","[0, -1]",0.0,-1,0,4
370,param_4,"[0.75, 0.75]","[0, -1]",0.0,-1,0,4
371,param_4,"[0.75, 1.0]","[0, -1]",0.0,-1,0,4
372,param_4,"[1.0, 0.5]","[0, -1]",0.0,-1,0,4
373,param_4,"[1.0, 0.75]","[0, -1]",0.0,-1,0,4
374,param_4,"[1.0, 1.0]","[0, -1]",0.0,-1,0,4
375,param_4,"[0.0, 0.0]","[0, 0]",0.0,0,-12,4
