,agent,intervention,risk-ave,risk-var,risk-count,trav-ave,trav-var,req-ave,req-var
0,pomdp,intervention,0.2,0.2830449597028035,252,17.322857142857142,3.443605399632082,5.537142857142857,3.2347439408657226
1,pomdp,no,0.1957142857142857,0.28225320377324614,246,27.034285714285716,6.51170148920296,12.96,7.748448550233932
2,myopic,intervention,0.08571428571428572,0.19963178857999866,114,19.49142857142857,3.1205967138351167,11.98857142857143,0.10636786270020551
3,myopic,no,0.08142857142857143,0.1960211202474822,108,28.554285714285715,5.570838791382023,12.657142857142857,1.2301146681806066
4,egostistical,intervention,0.1957142857142857,0.2824553185172079,123,27.034285714285716,6.516364362331243,0.0,0.0
5,egostistical,no,0.1957142857142857,0.2824553185172079,123,27.034285714285716,6.516364362331243,0.0,0.0
