,agent,risk-mean,risk-std,risk-count,trav-mean,trav-std,req-mean,req-std
0,pomdp,0.015238095238095238,0.1225277305777903,32,25.758095238095237,5.854399500516644,7.0876190476190475,4.156988301241013
1,myopic,0.0,0.0,0,27.916666666666668,4.6844403359331945,12.0,0.0
2,egostistical,0.4,0.5658201600767767,756,26.674285714285713,6.382041093012274,0.0,0.0
