,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
0,param_1,"[0.0, 0.0]","[-1, -1]",0,-16,-12
1,param_1,"[0.25, 0.0]","[-1, -1]",0,-7,-7
2,param_1,"[0.0, 0.25]","[-1, -1]",0,-8,-8
3,param_1,"[0.25, 0.25]","[-1, -1]",0,0,1
4,param_1,"[0.5, 0.0]","[-1, -1]",0,-7,-11
5,param_1,"[0.5, 0.25]","[-1, -1]",0,0,-4
6,param_1,"[0.75, 0.0]","[-1, -1]",0,-7,-11
7,param_1,"[0.75, 0.25]","[-1, -1]",0,0,-4
8,param_1,"[1.0, 0.0]","[-1, -1]",0,-7,-11
9,param_1,"[1.0, 0.25]","[-1, -1]",0,0,-4
10,param_1,"[0.0, 0.5]","[-1, -1]",0,-5,-8
11,param_1,"[0.0, 0.75]","[-1, -1]",0,-5,-8
12,param_1,"[0.0, 1.0]","[-1, -1]",0,-5,-8
13,param_1,"[0.25, 0.5]","[-1, -1]",0,0,1
14,param_1,"[0.25, 0.75]","[-1, -1]",0,0,1
15,param_1,"[0.25, 1.0]","[-1, -1]",0,0,1
16,param_1,"[0.5, 0.5]","[-1, -1]",0,0,-4
17,param_1,"[0.5, 0.75]","[-1, -1]",0,0,-4
18,param_1,"[0.5, 1.0]","[-1, -1]",0,0,-4
19,param_1,"[0.75, 0.5]","[-1, -1]",0,0,-4
20,param_1,"[0.75, 0.75]","[-1, -1]",0,0,-4
21,param_1,"[0.75, 1.0]","[-1, -1]",0,0,-4
22,param_1,"[1.0, 0.5]","[-1, -1]",0,0,-4
23,param_1,"[1.0, 0.75]","[-1, -1]",0,0,-4
24,param_1,"[1.0, 1.0]","[-1, -1]",0,0,-4
25,param_1,"[0.0, 0.0]","[-1, 0]",0,-12,-12
26,param_1,"[0.25, 0.0]","[-1, 0]",0,-3,-7
27,param_1,"[0.0, 0.25]","[-1, 0]",0,-7,-8
28,param_1,"[0.25, 0.25]","[-1, 0]",0,-3,-3
29,param_1,"[0.5, 0.0]","[-1, 0]",0,-3,-11
30,param_1,"[0.5, 0.25]","[-1, 0]",0,-3,-8
31,param_1,"[0.75, 0.0]","[-1, 0]",0,-3,-11
32,param_1,"[0.75, 0.25]","[-1, 0]",0,-3,-8
